plot.id;block.id.harvest;site.id;block.id;site.name;region;landuse;block;treatment;harvest;wp;lat;long;setup.date;harvest.date;growth.period;rain.sum;target.sp.;pasture.disc.setup;height. setup;spo_pyr;mic_kun;sol_inc;the_tri;chr_ori;chl_pyc;het_con;orm_tri;spo_fes;dic_cin;dig_sp;dig_mac;bot_ins;ind_vol;ble_sp;cen_cil;cyp_sp;spo_ioc;pan_col;ind_sp;com_sp;pen_mez;tri_ter;gut_cor;bra_sp;eup_ind;ipo_mom;cyn_dac;906;918;921;963;964;965-967;sid_ova;jus_mat;her_sch;ind_hoc;dac_aeg;jus_bet;ari_sp;era_rac;era_ten;20;21;spo_mar;oxy_sin;leu_sp;leu_def;oxy_sp;bid_sp;dys_rad;sph_sp;com_ben;spo_afr;ath_sp;bra_sem;dys_sp;chl_gay;kyl_sp;cro_spi;bra_bri;tra_ber;arc_sp;ari_ken;dic_rad;ind_ere;spo_sp;gut_pet;mon_deb;era_sp;pan_max;spo_fim;cyn_ple;aca_rob;lon_sp;kyl_ner;eup_hir;dic_mon;kyl_alb;rue_pat;old_sp;spo_sta;aca_sey;aca_tor;com_afr;eus_pas;ipo_sp;mon_sp;het_ste;sen_aby;cyn_sp;hel_ste;son_sp;gut_sp;dac_gig;mar_sp;cra_pla;por_gra;het_sp;hyp_sp;ort_par;por_sp;tep_pum;hyp_dis;bot_scr;oci_sua;eup_ina;ach_asp;her_sp;dig_vel ;cya_sp;com_tru;bid_sch;mar_amo;sed_ort;target.sp.cover.setup;sum.sp.setup;total.veg.cover.setup
DRY_P_4_OP_H1;DRY_P_4_H1;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H1;1003;-3.406853;34.8516;2/20/2017;3/26/2017;34;176.82;Chl.pyc;1.5;3.5;;2;;;;;;;2;;;;;;;;3;18;;;;;;;1;1;;;;;;;;;;;;;;;2;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;42;45
SE_1_EX_H1;SE_1_H1;SE;SE_1;Seronera;SE;W;1;EX;H1;1023;-2.437747;34.855162;2/26/2017;3/18/2017;20;84.86;Dig.mac;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;45
SE_1_EX2_H1;SE_1_H1;SE;SE_1;Seronera;SE;W;1;EX2;H1;1023;-2.437747;34.855162;2/25/2017;3/18/2017;21;86.14;Dig.mac;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;45
SE_1_OP_H1;SE_1_H1;SE;SE_1;Seronera;SE;W;1;OP;H1;1023;-2.437747;34.855162;2/25/2017;3/18/2017;21;86.14;Dig.mac;;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;45
SE_2_EX_H1;SE_2_H1;SE;SE_2;Seronera;SE;W;2;EX;H1;1025;-2.437766;34.855394;2/26/2017;3/18/2017;20;84.86;Dig.mac;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;35
SE_2_EX2_H1;SE_2_H1;SE;SE_2;Seronera;SE;W;2;EX2;H1;1025;-2.437766;34.855394;2/25/2017;3/18/2017;21;86.14;Dig.mac;;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;30
SE_2_OP_H1;SE_2_H1;SE;SE_2;Seronera;SE;W;2;OP;H1;1025;-2.437766;34.855394;2/25/2017;3/18/2017;21;86.14;Dig.mac;;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;35
SE_3_EX_H1;SE_3_H1;SE;SE_3;Seronera;SE;W;3;EX;H1;1027;-2.437991;34.855418;2/26/2017;3/18/2017;20;84.86;Dig.mac;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;50
SE_3_EX2_H1;SE_3_H1;SE;SE_3;Seronera;SE;W;3;EX2;H1;1027;-2.437991;34.855418;2/25/2017;3/18/2017;21;86.14;Dig.mac;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;45
SE_3_OP_H1;SE_3_H1;SE;SE_3;Seronera;SE;W;3;OP;H1;1027;-2.437991;34.855418;2/25/2017;3/18/2017;21;86.14;Dig.mac;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;40
SE_4_EX_H1;SE_4_H1;SE;SE_4;Seronera;SE;W;4;EX;H1;1026;-2.438079;34.854989;2/26/2017;3/18/2017;20;84.86;Dig.mac;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;35
SE_4_EX2_H1;SE_4_H1;SE;SE_4;Seronera;SE;W;4;EX2;H1;1026;-2.438079;34.854989;2/25/2017;3/18/2017;21;86.14;Dig.mac;;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;35
SE_4_OP_H1;SE_4_H1;SE;SE_4;Seronera;SE;W;4;OP;H1;1026;-2.438079;34.854989;2/25/2017;3/18/2017;21;86.14;Dig.mac;;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;40
WET_W_1_EX_H2;WET_W_1_H2;WET_W;WET_W_1;Handajega;WET;W;1;EX;H2;954;-2.272484;34.023326;3/20/2017;5/13/2017;54;217.8;The.tri;1.5;2.7;;10;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;22;45
WET_W_1_OP_H2;WET_W_1_H2;WET_W;WET_W_1;Handajega;WET;W;1;OP;H2;954;-2.272484;34.023326;3/20/2017;5/13/2017;54;217.8;The.tri;1.5;5.5;;10;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;24;45
WET_W_2_EX_H2;WET_W_2_H2;WET_W;WET_W_2;Handajega;WET;W;2;EX;H2;953;-2.2783;34.024459;3/20/2017;5/13/2017;54;217.8;The.tri;1.5;1.4;;5;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;18;35
WET_W_2_OP_H2;WET_W_2_H2;WET_W;WET_W_2;Handajega;WET;W;2;OP;H2;953;-2.2783;34.024459;3/20/2017;5/13/2017;54;217.8;The.tri;0.8;3.7;;15;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;35;35
WET_W_3_EX_H2;WET_W_3_H2;WET_W;WET_W_3;Handajega;WET;W;3;EX;H2;951;-2.277999;34.027678;3/21/2017;5/13/2017;53;213.79;The.tri;2.8;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;22;35
WET_W_3_OP_H2;WET_W_3_H2;WET_W;WET_W_3;Handajega;WET;W;3;OP;H2;951;-2.277999;34.027678;3/21/2017;5/13/2017;53;213.79;The.tri;2.7;1.5;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;38;40
WET_W_4_EX_H2;WET_W_4_H2;WET_W;WET_W_4;Handajega;WET;W;4;EX;H2;950;-2.278837;34.031884;3/21/2017;5/13/2017;53;213.79;The.tri;1;3.3;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;37;40
WET_W_4_OP_H2;WET_W_4_H2;WET_W;WET_W_4;Handajega;WET;W;4;OP;H2;950;-2.278837;34.031884;3/21/2017;5/13/2017;53;213.79;The.tri;0.7;1.4;;5;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;29;35
WET_P_1_EX_H2;WET_P_1_H2;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H2;957;-2.350052;34.049976;3/22/2017;5/14/2017;53;222.92;Chr.ori;1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;15
WET_P_1_OP_H2;WET_P_1_H2;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H2;957;-2.350052;34.049976;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.2;0.6;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;12
WET_P_2_EX_H2;WET_P_2_H2;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H2;959;-2.348488;34.05011;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.5;1.6;;;;;;;;;;;;;;;;;15;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;32;50
WET_P_2_OP_H2;WET_P_2_H2;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H2;959;-2.348488;34.05011;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.6;2;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;16;40
WET_P_3_EX_H2;WET_P_3_H2;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H2;1022;-2.367293;34.062509;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.5;3.8;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;55;60
WET_P_3_OP_H2;WET_P_3_H2;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H2;1022;-2.367293;34.062509;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.8;0.7;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;40;45
WET_P_4_EX_H2;WET_P_4_H2;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H2;1020;-2.36857;34.062586;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.8;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;35
WET_P_4_OP_H2;WET_P_4_H2;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H2;1020;-2.36857;34.062586;3/22/2017;5/14/2017;53;222.92;Chr.ori;1.7;2.1;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;60;70
DRY_W_1_EX_H2;DRY_W_1_H2;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H2;995;-3.299332;34.848458;3/24/2017;05.11.2017;48;115.33;Cyn.dac;2;6.8;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;25;30
DRY_W_1_EX2_H2;DRY_W_1_H2;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H2;995;-3.299332;34.848458;3/25/2017;05.11.2017;47;115.33;Cyn.dac;2.3;19.5;;;;;;;;;;;;;;;;;;;;;;;;;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;28;35
DRY_W_1_OP_H2;DRY_W_1_H2;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H2;995;-3.299332;34.848458;3/24/2017;05.11.2017;48;115.33;Cyn.dac;1.5;3.6;;;;;;;;;;;;;;;;;;;;;;;5;;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33;38
DRY_W_2_EX_H2;DRY_W_2_H2;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H2;980;-3.303268;34.847796;3/24/2017;05.11.2017;48;115.33;Cyn.dac;0.5;1.5;;;;;;;;;;;;;;;;;;;;;;;15;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;29;35
DRY_W_2_EX2_H2;DRY_W_2_H2;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H2;980;-3.303268;34.847796;3/25/2017;05.11.2017;47;115.33;Cyn.dac;2.5;6.4;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;35;40
DRY_W_2_OP_H2;DRY_W_2_H2;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H2;980;-3.303268;34.847796;3/24/2017;05.11.2017;48;115.33;Cyn.dac;1.7;3.5;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;27;30
DRY_W_3_EX_H2;DRY_W_3_H2;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H2;998;-3.295645;34.852435;3/24/2017;05.11.2017;48;115.33;Cyn.dac;1.2;4.1;;;;;;;;;;;;;;;;;;;;;;;34;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;45;50
DRY_W_3_EX2_H2;DRY_W_3_H2;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H2;998;-3.295645;34.852435;3/25/2017;05.11.2017;47;115.33;Cyn.dac;1.5;4.3;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;31;31
DRY_W_3_OP_H2;DRY_W_3_H2;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H2;998;-3.295645;34.852435;3/24/2017;05.11.2017;48;115.33;Cyn.dac;1.5;14.8;;;;;;;;;;;;;;;;;;;;;;;22;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;57;62
DRY_W_4_EX_H2;DRY_W_4_H2;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H2;1000;-3.296013;34.854327;3/25/2017;05.11.2017;47;132.71;Cyn.dac;1;2.3;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;31;35
DRY_W_4_EX2_H2;DRY_W_4_H2;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H2;1000;-3.296013;34.854327;3/25/2017;05.11.2017;47;132.71;Cyn.dac;1.8;3.2;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;27;35
DRY_W_4_OP_H2;DRY_W_4_H2;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H2;1000;-3.296013;34.854327;3/25/2017;05.11.2017;47;132.71;Cyn.dac;1.5;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;52;55
DRY_P_1_EX_H2;DRY_P_1_H2;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H2;1009;-3.303212;34.847736;3/26/2017;05.09.2017;44;90.82;Chl.pyc;4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;41;60
DRY_P_1_OP_H2;DRY_P_1_H2;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H2;1009;-3.303212;34.847736;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.8;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;35;70
DRY_P_2_EX_H2;DRY_P_2_H2;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H2;1006;-3.408426;34.850244;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.1;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;28
DRY_P_2_OP_H2;DRY_P_2_H2;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H2;1006;-3.408426;34.850244;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.5;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;38;40
DRY_P_3_EX_H2;DRY_P_3_H2;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H2;1001;-3.406316;34.850407;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.8;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;29;35
DRY_P_3_OP_H2;DRY_P_3_H2;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H2;1001;-3.406316;34.850407;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.2;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;25;50
DRY_P_4_EX_H2;DRY_P_4_H2;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H2;1003;-3.406853;34.8516;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.3;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;17;35
DRY_P_4_OP_H2;DRY_P_4_H2;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H2;1003;-3.406853;34.8516;3/26/2017;05.09.2017;44;90.82;Chl.pyc;1.2;3.7;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;38;60
SE_1_EX_H2;SE_1_H2;SE;SE_1;Seronera;SE;W;1;EX;H2;1023;-2.437747;34.855162;3/18/2017;5/17/2017;60;136.42;Dig.mac;5;4.5;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;36;50
SE_1_EX2_H2;SE_1_H2;SE;SE_1;Seronera;SE;W;1;EX2;H2;1023;-2.437747;34.855162;3/18/2017;5/17/2017;60;136.42;Dig.mac;4.5;2.5;;;;5;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;32;45
SE_1_OP_H2;SE_1_H2;SE;SE_1;Seronera;SE;W;1;OP;H2;1023;-2.437747;34.855162;3/18/2017;5/17/2017;60;136.42;Dig.mac;5.1;10.9;;;;;;;;;;;;;;;;;5;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;34;55
SE_2_EX_H2;SE_2_H2;SE;SE_2;Seronera;SE;W;2;EX;H2;1025;-2.437766;34.855394;3/18/2017;5/17/2017;60;136.42;Dig.mac;5.4;;;;;;;;;;;;;;;;;;5;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;75;75
SE_2_EX2_H2;SE_2_H2;SE;SE_2;Seronera;SE;W;2;EX2;H2;1025;-2.437766;34.855394;3/18/2017;5/17/2017;60;136.42;Dig.mac;4.5;8.9;;;;5;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;65
SE_2_OP_H2;SE_2_H2;SE;SE_2;Seronera;SE;W;2;OP;H2;1025;-2.437766;34.855394;3/18/2017;5/17/2017;60;136.42;Dig.mac;3;6.5;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;52;55
SE_3_EX_H2;SE_3_H2;SE;SE_3;Seronera;SE;W;3;EX;H2;1027;-2.437991;34.855418;3/18/2017;5/17/2017;60;136.42;Dig.mac;4.5;6.7;;;;;;;;;;;;;;;;;5;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;50
SE_3_EX2_H2;SE_3_H2;SE;SE_3;Seronera;SE;W;3;EX2;H2;1027;-2.437991;34.855418;3/18/2017;5/17/2017;60;136.42;Dig.mac;5.1;7.8;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;45;50
SE_3_OP_H2;SE_3_H2;SE;SE_3;Seronera;SE;W;3;OP;H2;1027;-2.437991;34.855418;3/18/2017;5/17/2017;60;136.42;Dig.mac;3.9;7.7;;;;;;;;;;;;;;;;;8;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;43;45
SE_4_EX_H2;SE_4_H2;SE;SE_4;Seronera;SE;W;4;EX;H2;1026;-2.438079;34.854989;3/18/2017;5/17/2017;60;136.42;Dig.mac;4;10.1;;;;5;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;23;50
