plot.id,block.id,rainfall,landuse,site,treatment,harvest,setup.date,harvest.date,date2,date3,rain.sum,zero.days,consec.NoRain.days
WET_W_1_OP_H4,WET_W_1,WET,W,1,OP,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,14
WET_W_2_EX_H4,WET_W_2,WET,W,2,EX,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,14
WET_W_2_OP_H4,WET_W_2,WET,W,2,OP,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,14
WET_W_3_EX_H4,WET_W_3,WET,W,3,EX,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,15
WET_W_3_OP_H4,WET_W_3,WET,W,3,OP,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,15
WET_W_4_EX_H4,WET_W_4,WET,W,4,EX,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,15
WET_W_4_OP_H4,WET_W_4,WET,W,4,OP,H4,24/07/2017,01/10/2017,01/10/2017,24/07/2017,162.6342073,34,15
WET_P_1_EX_H4,WET_P_1,WET,P,1,EX,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,13
WET_P_1_OP_H4,WET_P_1,WET,P,1,OP,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,13
WET_P_2_EX_H4,WET_P_2,WET,P,2,EX,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,14
WET_P_2_OP_H4,WET_P_2,WET,P,2,OP,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,14
WET_P_3_EX_H4,WET_P_3,WET,P,3,EX,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,14
WET_P_3_OP_H4,WET_P_3,WET,P,3,OP,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,14
WET_P_4_EX_H4,WET_P_4,WET,P,4,EX,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,15
WET_P_4_OP_H4,WET_P_4,WET,P,4,OP,H4,23/07/2017,30/09/2017,30/09/2017,23/07/2017,136.2721424,41,15
DRY_W_1_EX_H4,DRY_W_1,DRY,W,1,EX,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,21
DRY_W_1_EX2_H4,DRY_W_1,DRY,W,1,EX2,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,21
DRY_W_1_OP_H4,DRY_W_1,DRY,W,1,OP,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,21
DRY_W_2_EX_H4,DRY_W_2,DRY,W,2,EX,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,22
DRY_W_2_EX2_H4,DRY_W_2,DRY,W,2,EX2,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,22
DRY_W_2_OP_H4,DRY_W_2,DRY,W,2,OP,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,22
DRY_W_3_EX_H4,DRY_W_3,DRY,W,3,EX,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,23
DRY_W_3_EX2_H4,DRY_W_3,DRY,W,3,EX2,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,23
DRY_W_3_OP_H4,DRY_W_3,DRY,W,3,OP,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,6.900000125,65,23
DRY_W_4_EX_H4,DRY_W_4,DRY,W,4,EX,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,12.56301686,63,23
DRY_W_4_EX2_H4,DRY_W_4,DRY,W,4,EX2,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,12.56301686,63,23
DRY_W_4_OP_H4,DRY_W_4,DRY,W,4,OP,H4,21/07/2017,28/09/2017,28/09/2017,21/07/2017,12.56301686,63,23
DRY_P_1_EX_H4,DRY_P_1,DRY,P,1,EX,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,17
DRY_P_1_OP_H4,DRY_P_1,DRY,P,1,OP,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,17
DRY_P_2_EX_H4,DRY_P_2,DRY,P,2,EX,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,18
DRY_P_2_OP_H4,DRY_P_2,DRY,P,2,OP,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,18
DRY_P_3_EX_H4,DRY_P_3,DRY,P,3,EX,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,19
DRY_P_3_OP_H4,DRY_P_3,DRY,P,3,OP,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,19
DRY_P_4_EX_H4,DRY_P_4,DRY,P,4,EX,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,20
DRY_P_4_OP_H4,DRY_P_4,DRY,P,4,OP,H4,22/07/2017,27/09/2017,27/09/2017,22/07/2017,6.525000036,62,20
SE_1_EX_H4,SE_1,SE,W,1,EX,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,17
SE_1_EX2_H4,SE_1,SE,W,1,EX2,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,17
SE_1_OP_H4,SE_1,SE,W,1,OP,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,17
SE_2_EX_H4,SE_2,SE,W,2,EX,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,18
SE_2_EX2_H4,SE_2,SE,W,2,EX2,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,18
SE_2_OP_H4,SE_2,SE,W,2,OP,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,18
SE_3_EX_H4,SE_3,SE,W,3,EX,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
SE_3_EX2_H4,SE_3,SE,W,3,EX2,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
SE_3_OP_H4,SE_3,SE,W,3,OP,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
SE_4_EX_H4,SE_4,SE,W,4,EX,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
SE_4_EX2_H4,SE_4,SE,W,4,EX2,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
SE_4_OP_H4,SE_4,SE,W,4,OP,H4,26/07/2017,25/09/2017,25/09/2017,26/07/2017,167.0886246,37,19
WET_W_1_EX_H5,WET_W_1,WET,W,1,EX,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,7
WET_W_1_OP_H5,WET_W_1,WET,W,1,OP,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,7
WET_W_2_EX_H5,WET_W_2,WET,W,2,EX,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,7
WET_W_2_OP_H5,WET_W_2,WET,W,2,OP,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,7
WET_W_3_EX_H5,WET_W_3,WET,W,3,EX,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,8
WET_W_3_OP_H5,WET_W_3,WET,W,3,OP,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,8
WET_W_4_EX_H5,WET_W_4,WET,W,4,EX,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,8
WET_W_4_OP_H5,WET_W_4,WET,W,4,OP,H5,01/10/2017,14/12/2017,14/12/2017,01/10/2017,428.2154918,25,8
WET_P_1_EX_H5,WET_P_1,WET,P,1,EX,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,6
WET_P_1_OP_H5,WET_P_1,WET,P,1,OP,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,6
WET_P_2_EX_H5,WET_P_2,WET,P,2,EX,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,6
WET_P_2_OP_H5,WET_P_2,WET,P,2,OP,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,6
WET_P_3_EX_H5,WET_P_3,WET,P,3,EX,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,7
WET_P_3_OP_H5,WET_P_3,WET,P,3,OP,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,7
WET_P_4_EX_H5,WET_P_4,WET,P,4,EX,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,7
WET_P_4_OP_H5,WET_P_4,WET,P,4,OP,H5,30/09/2017,13/12/2017,13/12/2017,30/09/2017,512.073647,25,7
DRY_W_1_EX_H5,DRY_W_1,DRY,W,1,EX,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,8
DRY_W_1_EX2_H5,DRY_W_1,DRY,W,1,EX2,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,8
DRY_W_1_OP_H5,DRY_W_1,DRY,W,1,OP,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,8
DRY_W_2_EX_H5,DRY_W_2,DRY,W,2,EX,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_2_EX2_H5,DRY_W_2,DRY,W,2,EX2,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_2_OP_H5,DRY_W_2,DRY,W,2,OP,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_3_EX_H5,DRY_W_3,DRY,W,3,EX,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_3_EX2_H5,DRY_W_3,DRY,W,3,EX2,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_3_OP_H5,DRY_W_3,DRY,W,3,OP,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,151.0736463,44,9
DRY_W_4_EX_H5,DRY_W_4,DRY,W,4,EX,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,214.8469402,40,9
DRY_W_4_EX2_H5,DRY_W_4,DRY,W,4,EX2,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,214.8469402,40,9
DRY_W_4_OP_H5,DRY_W_4,DRY,W,4,OP,H5,28/09/2017,11/12/2017,11/12/2017,28/09/2017,214.8469402,40,9
DRY_P_1_EX_H5,DRY_P_1,DRY,P,1,EX,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,6
DRY_P_1_OP_H5,DRY_P_1,DRY,P,1,OP,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,6
DRY_P_2_EX_H5,DRY_P_2,DRY,P,2,EX,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,6
DRY_P_2_OP_H5,DRY_P_2,DRY,P,2,OP,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,6
DRY_P_3_EX_H5,DRY_P_3,DRY,P,3,EX,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,7
DRY_P_3_OP_H5,DRY_P_3,DRY,P,3,OP,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,7
DRY_P_4_EX_H5,DRY_P_4,DRY,P,4,EX,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,8
DRY_P_4_OP_H5,DRY_P_4,DRY,P,4,OP,H5,27/09/2017,10/12/2017,10/12/2017,27/09/2017,128.5471668,41,8
SE_1_EX_H5,SE_1,SE,W,1,EX,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,6
SE_1_EX2_H5,SE_1,SE,W,1,EX2,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,6
SE_1_OP_H5,SE_1,SE,W,1,OP,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,6
SE_2_EX_H5,SE_2,SE,W,2,EX,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_2_EX2_H5,SE_2,SE,W,2,EX2,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_2_OP_H5,SE_2,SE,W,2,OP,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_3_EX_H5,SE_3,SE,W,3,EX,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_3_EX2_H5,SE_3,SE,W,3,EX2,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_3_OP_H5,SE_3,SE,W,3,OP,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,7
SE_4_EX_H5,SE_4,SE,W,4,EX,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,8
SE_4_EX2_H5,SE_4,SE,W,4,EX2,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,8
SE_4_OP_H5,SE_4,SE,W,4,OP,H5,25/09/2017,15/12/2017,15/12/2017,25/09/2017,265.0822591,35,8
WET_W_1_EX_H5,WET_W_1,WET,W,1,EX,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,7
WET_W_1_OP_H5,WET_W_1,WET,W,1,OP,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,7
WET_W_2_EX_H5,WET_W_2,WET,W,2,EX,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,7
WET_W_2_OP_H5,WET_W_2,WET,W,2,OP,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,7
WET_W_3_EX_H5,WET_W_3,WET,W,3,EX,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,8
WET_W_3_OP_H5,WET_W_3,WET,W,3,OP,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,8
WET_W_4_EX_H5,WET_W_4,WET,W,4,EX,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,8
WET_W_4_OP_H5,WET_W_4,WET,W,4,OP,H6,14/12/2017,10/03/2018,10/03/2018,14/12/2017,320.2454727,27,8
WET_P_1_EX_H5,WET_P_1,WET,P,1,EX,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,6
WET_P_1_OP_H5,WET_P_1,WET,P,1,OP,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,6
WET_P_2_EX_H5,WET_P_2,WET,P,2,EX,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
WET_P_2_OP_H5,WET_P_2,WET,P,2,OP,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
WET_P_3_EX_H5,WET_P_3,WET,P,3,EX,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
WET_P_3_OP_H5,WET_P_3,WET,P,3,OP,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
WET_P_4_EX_H5,WET_P_4,WET,P,4,EX,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
WET_P_4_OP_H5,WET_P_4,WET,P,4,OP,H6,13/12/2017,09/03/2018,09/03/2018,13/12/2017,297.5451562,28,7
DRY_W_1_EX_H5,DRY_W_1,DRY,W,1,EX,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,5
DRY_W_1_EX2_H5,DRY_W_1,DRY,W,1,EX2,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,5
DRY_W_1_OP_H5,DRY_W_1,DRY,W,1,OP,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,5
DRY_W_2_EX_H5,DRY_W_2,DRY,W,2,EX,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_2_EX2_H5,DRY_W_2,DRY,W,2,EX2,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_2_OP_H5,DRY_W_2,DRY,W,2,OP,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_3_EX_H5,DRY_W_3,DRY,W,3,EX,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_3_EX2_H5,DRY_W_3,DRY,W,3,EX2,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_3_OP_H5,DRY_W_3,DRY,W,3,OP,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,426.8733489,24,6
DRY_W_4_EX_H5,DRY_W_4,DRY,W,4,EX,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,427.5681668,23,6
DRY_W_4_EX2_H5,DRY_W_4,DRY,W,4,EX2,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,427.5681668,23,6
DRY_W_4_OP_H5,DRY_W_4,DRY,W,4,OP,H6,11/12/2017,07/03/2018,07/03/2018,11/12/2017,427.5681668,23,6
DRY_P_1_EX_H5,DRY_P_1,DRY,P,1,EX,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,4
DRY_P_1_OP_H5,DRY_P_1,DRY,P,1,OP,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,4
DRY_P_2_EX_H5,DRY_P_2,DRY,P,2,EX,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
DRY_P_2_OP_H5,DRY_P_2,DRY,P,2,OP,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
DRY_P_3_EX_H5,DRY_P_3,DRY,P,3,EX,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
DRY_P_3_OP_H5,DRY_P_3,DRY,P,3,OP,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
DRY_P_4_EX_H5,DRY_P_4,DRY,P,4,EX,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
DRY_P_4_OP_H5,DRY_P_4,DRY,P,4,OP,H6,10/12/2017,08/03/2018,08/03/2018,10/12/2017,470.8042792,23,5
SE_1_EX_H5,SE_1,SE,W,1,EX,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,5
SE_1_EX2_H5,SE_1,SE,W,1,EX2,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,5
SE_1_OP_H5,SE_1,SE,W,1,OP,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,5
SE_2_EX_H5,SE_2,SE,W,2,EX,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_2_EX2_H5,SE_2,SE,W,2,EX2,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_2_OP_H5,SE_2,SE,W,2,OP,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_3_EX_H5,SE_3,SE,W,3,EX,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_3_EX2_H5,SE_3,SE,W,3,EX2,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_3_OP_H5,SE_3,SE,W,3,OP,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,6
SE_4_EX_H5,SE_4,SE,W,4,EX,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,7
SE_4_EX2_H5,SE_4,SE,W,4,EX2,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,7
SE_4_OP_H5,SE_4,SE,W,4,OP,H6,15/12/2017,12/03/2018,12/03/2018,15/12/2017,327.0921509,31,7
WET_W_1_EX_H5,WET_W_1,WET,W,1,EX,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_1_OP_H5,WET_W_1,WET,W,1,OP,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_2_EX_H5,WET_W_2,WET,W,2,EX,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_2_OP_H5,WET_W_2,WET,W,2,OP,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_3_EX_H5,WET_W_3,WET,W,3,EX,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_3_OP_H5,WET_W_3,WET,W,3,OP,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_4_EX_H5,WET_W_4,WET,W,4,EX,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_W_4_OP_H5,WET_W_4,WET,W,4,OP,H7,10/03/2018,22/05/2018,22/05/2018,10/03/2018,523.9430347,10,1
WET_P_1_EX_H5,WET_P_1,WET,P,1,EX,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_1_OP_H5,WET_P_1,WET,P,1,OP,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_2_EX_H5,WET_P_2,WET,P,2,EX,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_2_OP_H5,WET_P_2,WET,P,2,OP,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_3_EX_H5,WET_P_3,WET,P,3,EX,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_3_OP_H5,WET_P_3,WET,P,3,OP,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_4_EX_H5,WET_P_4,WET,P,4,EX,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
WET_P_4_OP_H5,WET_P_4,WET,P,4,OP,H7,09/03/2018,21/05/2018,21/05/2018,09/03/2018,505.4604098,7,1
DRY_W_1_EX_H5,DRY_W_1,DRY,W,1,EX,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_1_EX2_H5,DRY_W_1,DRY,W,1,EX2,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_1_OP_H5,DRY_W_1,DRY,W,1,OP,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_2_EX_H5,DRY_W_2,DRY,W,2,EX,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_2_EX2_H5,DRY_W_2,DRY,W,2,EX2,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_2_OP_H5,DRY_W_2,DRY,W,2,OP,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,3
DRY_W_3_EX_H5,DRY_W_3,DRY,W,3,EX,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,4
DRY_W_3_EX2_H5,DRY_W_3,DRY,W,3,EX2,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,4
DRY_W_3_OP_H5,DRY_W_3,DRY,W,3,OP,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,338.3533137,25,4
DRY_W_4_EX_H5,DRY_W_4,DRY,W,4,EX,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,335.5179077,25,3
DRY_W_4_EX2_H5,DRY_W_4,DRY,W,4,EX2,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,335.5179077,25,3
DRY_W_4_OP_H5,DRY_W_4,DRY,W,4,OP,H7,07/03/2018,25/05/2018,25/05/2018,07/03/2018,335.5179077,25,3
DRY_P_1_EX_H5,DRY_P_1,DRY,P,1,EX,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,1
DRY_P_1_OP_H5,DRY_P_1,DRY,P,1,OP,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,1
DRY_P_2_EX_H5,DRY_P_2,DRY,P,2,EX,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
DRY_P_2_OP_H5,DRY_P_2,DRY,P,2,OP,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
DRY_P_3_EX_H5,DRY_P_3,DRY,P,3,EX,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
DRY_P_3_OP_H5,DRY_P_3,DRY,P,3,OP,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
DRY_P_4_EX_H5,DRY_P_4,DRY,P,4,EX,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
DRY_P_4_OP_H5,DRY_P_4,DRY,P,4,OP,H7,08/03/2018,24/05/2018,24/05/2018,08/03/2018,281.9318965,27,2
SE_1_EX_H5,SE_1,SE,W,1,EX,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_1_EX2_H5,SE_1,SE,W,1,EX2,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_1_OP_H5,SE_1,SE,W,1,OP,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_2_EX_H5,SE_2,SE,W,2,EX,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_2_EX2_H5,SE_2,SE,W,2,EX2,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_2_OP_H5,SE_2,SE,W,2,OP,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_3_EX_H5,SE_3,SE,W,3,EX,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_3_EX2_H5,SE_3,SE,W,3,EX2,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_3_OP_H5,SE_3,SE,W,3,OP,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,1
SE_4_EX_H5,SE_4,SE,W,4,EX,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,2
SE_4_EX2_H5,SE_4,SE,W,4,EX2,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,2
SE_4_OP_H5,SE_4,SE,W,4,OP,H7,12/03/2018,19/05/2018,19/05/2018,12/03/2018,383.0045145,15,2
