"","plot.id","block.id.harvest","site.id","block.id","stu.block.id","site.name","region","landuse","block","stu.block","treatment","harvest","wp","lat","long","setup.date","harvest.date","growth.period","rain.sum","rain.acc.sum","map15_17","sand.per","N.per","SOC.per","target.sp.","pasture.disc.setup","height..setup","target.sp.cover.setup","total.veg.cover.setup","pasture.disc.harvest","height.harvest","target.sp.cover.harvest..","total.veg.cover.harvest..","PREVIOUS..HX.1.biomass.target.sp.g","PREVIOUS..HX.1.biomass.other.sp.g","PREVIOUS..HX.1.biomass.total.g","biomass.total.g","productivity.total.g.m2.day","consumption.total.g.m2.day","productivity.total.g.m2.dayWEIGHTED","consumption.total.g.m2.dayWEIGHTED","pool","biomass.sp","prodsp","conssp","prodsp.per","conssp.per"
"145","DRY_P_1_EX_H3","DRY_P_1_H3","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"EX","H3",1009,-3.303212,34.847736,"5/9/2017","7/22/2017",74,6.67,501.9213217,672.04,61.83,0.129,1.27,"Chl.pyc",3,14.6,55,75,2,7.2,35,55,24.77,48.16,72.93,30.3,-0.052177177,0.668168168,0.481890982,0.531719219,"target",16.78,-0.24512012,0.338963964,-5.492009867,0.185548048
"146","DRY_P_1_OP_H3","DRY_P_1_H3","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"OP","H3",1009,-3.303212,34.847736,"5/9/2017","7/22/2017",74,6.67,508.5963216,672.04,61.83,0.129,1.27,"Chl.pyc",3,19.2,70,90,NA,1,12,20,23.31,8.38,31.69,12.5,-0.720345345,NA,NA,NA,"target",7.75,-0.584084084,NA,NA,NA
"147","DRY_P_2_EX_H3","DRY_P_2_H3","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"EX","H3",1006,-3.408426,34.850244,"5/9/2017","7/22/2017",74,6.67,501.9213217,672.04,66.85,0.129,NA,"Chl.pyc",1.2,7.4,10,35,1.5,4.8,8,15,14.68,14.99,29.67,21.3,0.179054054,0.498498498,3.557486057,0.074774775,"target",4.42,0.121621622,0.149399399,-0.140765766,0.012942943
"148","DRY_P_2_OP_H3","DRY_P_2_H3","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"OP","H3",1006,-3.408426,34.850244,"5/9/2017","7/22/2017",74,6.67,508.5963216,672.04,66.85,0.129,NA,"Chl.pyc",1,4.8,15,50,1.5,0.9,2,15,1.18,15.35,16.53,8.02,-0.319444444,NA,NA,NA,"target",0.44,-0.027777778,NA,NA,NA
"149","DRY_P_3_EX_H3","DRY_P_3_H3","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"EX","H3",1001,-3.406316,34.850407,"5/9/2017","7/22/2017",74,6.67,541.9401129,672.04,58.83,0.146,1.55,"Chl.pyc",11,18.8,35,60,1,1.8,10,25,13.47,14.2,27.67,15.61,-0.907282282,0.270645646,0.210639211,0.108652402,"target",1.43,-0.224474474,0.037537538,-3.436829687,0.004237988
"150","DRY_P_3_OP_H3","DRY_P_3_H3","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"OP","H3",1001,-3.406316,34.850407,"5/9/2017","7/22/2017",74,6.67,548.6151128,672.04,58.83,0.146,1.55,"Chl.pyc",2,12.1,30,55,1,0.6,7,12,7.41,32.37,39.78,8.4,-1.177927928,NA,NA,NA,"target",0.43,-0.262012012,NA,NA,NA
"151","DRY_P_4_EX_H3","DRY_P_4_H3","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"EX","H3",1003,-3.406853,34.8516,"5/9/2017","7/22/2017",74,6.67,541.9401129,672.04,57.61,0.145,NA,"Chl.pyc",2.5,14.4,20,70,1,1.8,7,25,5.69,21.03,26.72,20.86,-1.001876877,0.568318318,0.752252252,0.180728228,"target",2.6,-0.509009009,0.060810811,-13.77091377,0.00536036
"152","DRY_P_4_OP_H3","DRY_P_4_H3","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"OP","H3",1003,-3.406853,34.8516,"5/9/2017","7/22/2017",74,6.67,548.6151128,672.04,57.61,0.145,NA,"Chl.pyc",2.4,15.6,25,60,0.4,0.9,4,7,16.16,31.39,47.55,5.72,-1.570195195,NA,NA,NA,"target",0.98,-0.56981982,NA,NA,NA
"153","SE_1_EX_H3","SE_1_H3","SE","SE_1","","Seronera","SE","W",1,NA,"EX","H3",1023,-2.437747,34.855162,"5/17/2017","7/26/2017",70,65.34,731.7351518,855.62,53.59,0.113,NA,"Dig.mac",8.2,28.4,25,80,6,10.6,30,65,20.74,44.89,65.63,51.35,-0.602777778,0.850396825,-0.385714286,0.968313492,"target",18.05,0.411904762,0.331746032,0.865740741,0.13797619
"154","SE_1_EX2_H3","SE_1_H3","SE","SE_1","","Seronera","SE","W",1,NA,"EX2","H3",1023,-2.437747,34.855162,"5/17/2017","7/26/2017",70,65.34,797.0798053,855.62,53.59,0.113,NA,"Dig.mac",2,13.4,30,50,2.5,6.2,20,30,9.19,39.75,48.94,24.58,-1.665079365,-0.211904762,-0.269312169,-0.063571429,"target",13.9,0.247222222,0.167063492,1.236111111,0.033412698
"155","SE_1_OP_H3","SE_1_H3","SE","SE_1","","Seronera","SE","W",1,NA,"OP","H3",1023,-2.437747,34.855162,"5/17/2017","7/26/2017",70,65.34,862.4244588,855.62,53.59,0.113,NA,"Dig.mac",5,18.4,15,60,3.5,4.4,20,30,7.67,58.87,66.54,29.92,-1.453174603,NA,NA,NA,"target",9.69,0.08015873,NA,NA,NA
"156","SE_2_EX_H3","SE_2_H3","SE","SE_2","","Seronera","SE","W",2,NA,"EX","H3",1025,-2.437766,34.855394,"5/17/2017","7/26/2017",70,65.34,731.7351518,855.62,63.33,0.13,1.31,"Dig.mac",4,10,25,50,2.5,3.8,12,20,32.45,53.54,85.99,23.09,0.513888889,-0.422619048,2.971825397,-0.151468254,"target",7.72,NA,-0.374206349,NA,-0.085738095
"157","SE_2_EX2_H3","SE_2_H3","SE","SE_2","","Seronera","SE","W",2,NA,"EX2","H3",1025,-2.437766,34.855394,"5/17/2017","7/26/2017",70,65.34,797.0798053,855.62,63.33,0.13,1.31,"Dig.mac",2.5,18.2,15,65,2.1,9.6,10,40,5.81,56.07,61.88,60.32,1.991269841,1.054761905,4.374603175,0.622738095,"target",29.3,NA,0.482142857,NA,-0.006230159
"158","SE_2_OP_H3","SE_2_H3","SE","SE_2","","Seronera","SE","W",2,NA,"OP","H3",1025,-2.437766,34.855394,"5/17/2017","7/26/2017",70,65.34,862.4244588,855.62,63.33,0.13,1.31,"Dig.mac",3.5,10.4,30,50,2.2,5.4,18,25,NA,10.14,10.14,33.74,0.936507937,NA,NA,NA,"target",17.15,NA,NA,NA,NA
"159","SE_3_EX_H3","SE_3_H3","SE","SE_3","","Seronera","SE","W",3,NA,"EX","H3",1027,-2.437991,34.855418,"5/17/2017","7/26/2017",70,65.34,731.7351518,855.62,64.45,0.129,NA,"Dig.mac",4,7.4,NA,45,2.2,9.2,12,23,7.99,43.38,51.37,18.42,-1.43452381,-0.424603175,-0.759175607,-0.120769841,"target",12.5,-0.359126984,0.225793651,-6.555886243,0.037904762
"160","SE_3_EX2_H3","SE_3_H3","SE","SE_3","","Seronera","SE","W",3,NA,"EX2","H3",1027,-2.437991,34.855418,"5/17/2017","7/26/2017",70,65.34,797.0798053,855.62,64.45,0.129,NA,"Dig.mac",2.5,15.4,15,45,2.2,6.6,10,35,5.26,58.58,63.84,29.83,-0.981746032,0.028174603,-0.555143269,0.125416667,"target",10.12,-0.453571429,0.131349206,-6.673611111,0.018539683
"161","SE_3_OP_H3","SE_3_H3","SE","SE_3","","Seronera","SE","W",3,NA,"OP","H3",1027,-2.437991,34.855418,"5/17/2017","7/26/2017",70,65.34,862.4244588,855.62,64.45,0.129,NA,"Dig.mac",5.5,24.8,18,55,2.5,5.4,8,25,21.55,33.02,54.57,29.12,-1.009920635,NA,NA,NA,"target",6.81,-0.584920635,NA,NA,NA
"162","SE_4_EX_H3","SE_4_H3","SE","SE_4","","Seronera","SE","W",4,NA,"EX","H3",1026,-2.438079,34.854989,"5/17/2017","7/26/2017",70,65.34,731.7351518,855.62,65.67,0.143,1.5,"Dig.mac",6.5,18.2,35,70,3.5,7.4,25,35,8.14,53.85,61.99,40.81,-0.344444444,1.080952381,1.353835979,0.475261905,"target",16.55,0.463492063,0.386904762,0.694444444,0.137202381
"163","SE_4_EX2_H3","SE_4_H3","SE","SE_4","","Seronera","SE","W",4,NA,"EX2","H3",1026,-2.438079,34.854989,"5/17/2017","7/26/2017",70,65.34,797.0798053,855.62,65.67,0.143,1.5,"Dig.mac",2.5,19.2,20,60,1,6,12,27,21.61,66.91,88.52,25.39,-0.956349206,0.469047619,0.458480306,0.180492063,"target",5.67,0.031746032,-0.04484127,-0.057539683,1.5873e-05
"164","SE_4_OP_H3","SE_4_H3","SE","SE_4","","Seronera","SE","W",4,NA,"OP","H3",1026,-2.438079,34.854989,"5/17/2017","7/26/2017",70,65.34,862.4244588,855.62,65.67,0.143,1.5,"Dig.mac",4.5,8.8,20,45,2.5,2.2,10,17,4.87,44.62,49.49,13.57,-1.425396825,NA,NA,NA,"target",6.8,0.076587302,NA,NA,NA
"165","WET_W_1_EX_H4","WET_W_1_H4","WET_W","WET_W_1","WET_W_3","Handajega","WET","W",1,3,"EX","H4",954,-2.272484,34.023326,"7/24/2017","10/1/2017",69,162.63,1081.53011,1279.26,64.67,0.102,1.39,"The.tri",4,29.4,10,35,5.5,19.6,17,50,8.41,14.08,22.49,56.77,1.507246377,0.44605475,1.458132045,0.480539452,"target",10.26,0.284219002,0.05958132,1.141422753,0.034871176
"166","WET_W_1_OP_H4","WET_W_1_H4","WET_W","WET_W_1","WET_W_3","Handajega","WET","W",1,3,"OP","H4",954,-2.272484,34.023326,"7/24/2017","10/1/2017",69,162.63,1244.164317,1279.26,64.67,0.102,1.39,"The.tri",3.2,11.4,12,30,4,7.4,10,36,3.2,16.13,19.33,45.69,1.061191626,NA,NA,NA,"target",8.78,0.224637681,NA,NA,NA
"167","WET_W_2_EX_H4","WET_W_2_H4","WET_W","WET_W_2","WET_W_4","Handajega","WET","W",2,4,"EX","H4",953,-2.2783,34.024459,"7/24/2017","10/1/2017",69,162.63,1081.53011,1279.26,62.05,0.113,NA,"The.tri",1.2,12.4,25,40,3.5,6.2,5,45,7.67,23.28,30.95,27.75,0.454911433,-0.085748792,-0.166398282,0.081702899,"target",7.72,0.138888889,-0.014090177,5.204603581,-0.039690016
"168","WET_W_2_OP_H4","WET_W_2_H4","WET_W","WET_W_2","WET_W_4","Handajega","WET","W",2,4,"OP","H4",953,-2.2783,34.024459,"7/24/2017","10/1/2017",69,162.63,1244.164317,1279.26,62.05,0.113,NA,"The.tri",2.3,10.8,15,38,3.3,4.5,17,35,4.27,12.18,16.45,29.88,0.540660225,NA,NA,NA,"target",8.07,0.152979066,NA,NA,NA
"169","WET_W_3_EX_H4","WET_W_3_H4","WET_W","WET_W_3","WET_W_1","Handajega","WET","W",3,1,"EX","H4",951,-2.277999,34.027678,"7/24/2017","10/1/2017",69,162.63,1087.221681,1279.26,59.67,0.108,1.45,"The.tri",2,7.4,6,30,2,8.6,8,30,21.13,20.08,41.21,39.04,0.80958132,-2.389291465,2.698604402,-1.508977456,"target",10.83,0.099838969,-0.117552335,2.088365539,-0.02047504
"170","WET_W_3_OP_H4","WET_W_3_H4","WET_W","WET_W_3","WET_W_1","Handajega","WET","W",3,1,"OP","H4",951,-2.277999,34.027678,"7/24/2017","10/1/2017",69,162.63,1249.855888,1279.26,59.67,0.108,1.45,"The.tri",9.5,15.8,16,60,9.7,12.9,10,50,8.35,10.58,18.93,98.39,3.198872786,NA,NA,NA,"target",13.75,0.217391304,NA,NA,NA
"171","WET_W_4_EX_H4","WET_W_4_H4","WET_W","WET_W_4","WET_W_2","Handajega","WET","W",4,2,"EX","H4",950,-2.278837,34.031884,"7/24/2017","10/1/2017",69,162.63,1087.221681,1279.26,55.57,0.131,NA,"The.tri",4.2,16,35,55,6.1,16.2,44,50,26.72,4.92,31.64,58.63,0.69041868,0.953301127,-1.464155782,0.75805153,"target",51.26,1.59742351,1.718599034,-4.633655395,0.890736715
"172","WET_W_4_OP_H4","WET_W_4_H4","WET_W","WET_W_4","WET_W_2","Handajega","WET","W",4,2,"OP","H4",950,-2.278837,34.031884,"7/24/2017","10/1/2017",69,162.63,1249.855888,1279.26,55.57,0.131,NA,"The.tri",2.5,18.4,20,40,2.1,3.8,5,30,11.58,29.9,41.48,34.95,-0.262882448,NA,NA,NA,"target",8.57,-0.121175523,NA,NA,NA
"173","WET_P_1_EX_H4","WET_P_1_H4","WET_P","WET_P_1","WET_P_1","Mwantimba","WET","P",1,1,"EX","H4",957,-2.350052,34.049976,"7/23/2017","9/30/2017",69,136.27,1048.70949,1295.06,45,0.135,1.17,"Chr.ori",1.6,2,35,45,0.25,1.7,34,37,38.76,11.19,49.95,23.96,-0.561996779,-0.46215781,-1.754673929,-0.071127214,"target",22.77,-0.560386473,-0.472222222,-2.579111355,-0.077222222
"174","WET_P_1_OP_H4","WET_P_1_H4","WET_P","WET_P_1","WET_P_1","Mwantimba","WET","P",1,1,"OP","H4",957,-2.350052,34.049976,"7/23/2017","9/30/2017",69,136.27,1184.981633,1295.06,45,0.135,1.17,"Chr.ori",1.3,1.2,35,40,0,1.7,28,30,36.69,1.23,37.92,35.44,-0.099838969,NA,NA,NA,"target",34.5,-0.088164251,NA,NA,NA
"175","WET_P_2_EX_H4","WET_P_2_H4","WET_P","WET_P_2","WET_P_2","Mwantimba","WET","P",2,2,"EX","H4",959,-2.348488,34.05011,"7/23/2017","9/30/2017",69,136.27,1048.70949,1295.06,45.98,0.119,NA,"Chr.ori",1.7,3,30,40,2,2.3,43,55,30.58,10.29,40.87,26.78,-0.162640902,0.312801932,-3.679549114,0.401630435,"target",20.96,-0.271336554,0.123188406,-3.34784927,0.211505636
"176","WET_P_2_OP_H4","WET_P_2_H4","WET_P","WET_P_2","WET_P_2","Mwantimba","WET","P",2,2,"OP","H4",959,-2.348488,34.05011,"7/23/2017","9/30/2017",69,136.27,1184.981633,1295.06,45.98,0.119,NA,"Chr.ori",1.5,1.2,38,45,0,1.4,21,25,27.7,3.12,30.82,19.01,-0.475442834,NA,NA,NA,"target",17.9,-0.39452496,NA,NA,NA
"177","WET_P_3_EX_H4","WET_P_3_H4","WET_P","WET_P_3","WET_P_4","Mwantimba","WET","P",3,4,"EX","H4",1022,-2.367293,34.062509,"7/23/2017","9/30/2017",69,136.27,1048.70949,1295.06,42.5,0.17,1.6,"Chr.ori",1.8,4.4,25,60,1.5,2.6,27,48,40.77,20.14,60.91,18.56,-0.229871176,0.153784219,-0.219831162,0.210297907,"target",13.18,-0.159017713,0.02173913,-1.16943726,0.031312399
"178","WET_P_3_OP_H4","WET_P_3_H4","WET_P","WET_P_3","WET_P_4","Mwantimba","WET","P",3,4,"OP","H4",1022,-2.367293,34.062509,"7/23/2017","9/30/2017",69,136.27,1184.981633,1295.06,42.5,0.17,1.6,"Chr.ori",2,14.8,30,45,1.25,1.9,22,25,17.13,7.14,24.27,14.74,-0.383655395,NA,NA,NA,"target",12.64,-0.180756844,NA,NA,NA
"179","WET_P_4_EX_H4","WET_P_4_H4","WET_P","WET_P_4","WET_P_3","Mwantimba","WET","P",4,3,"EX","H4",1020,-2.36857,34.062586,"7/23/2017","9/30/2017",69,136.27,964.8937573,1295.06,57.26,0.154,NA,"Chr.ori",2,3.6,20,40,1.4,2.8,20,35,16.68,38.95,55.63,21.18,-0.611916264,-0.357487923,-0.818444393,-0.185628019,"target",13.92,0.110708535,-0.149355878,1.303005904,-0.100845411
"180","WET_P_4_OP_H4","WET_P_4_H4","WET_P","WET_P_4","WET_P_3","Mwantimba","WET","P",4,3,"OP","H4",1020,-2.36857,34.062586,"7/23/2017","9/30/2017",69,136.27,1101.1659,1295.06,57.26,0.154,NA,"Chr.ori",1.8,11.6,45,60,1.5,1.4,30,40,11.17,25.21,36.38,30.06,-0.254428341,NA,NA,NA,"target",17.63,0.260064412,NA,NA,NA
"181","DRY_W_1_EX_H4","DRY_W_1_H4","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"EX","H4",995,-3.299332,34.848458,"7/21/2017","9/28/2017",69,6.9,879.3456003,754.84,12,0.294,NA,"Cyn.dac",0.5,4.4,4,10,2,5.4,4,22,5.85,9,14.85,9.65,-0.023752013,0.004428341,-1.717988131,-0.029750403,"target",2.28,-0.169082126,-0.08252818,-1.52173913,-0.005044283
"182","DRY_W_1_EX2_H4","DRY_W_1_H4","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"EX2","H4",995,-3.299332,34.848458,"7/21/2017","9/28/2017",69,6.9,886.2456004,754.84,12,0.294,2.34,"Cyn.dac",1.5,2,15,40,2,5,8,40,6.88,21.95,28.83,18.94,0.350241546,0.3784219,-1.577635328,0.189774557,"target",5.32,-0.046698873,0.039855072,-1.139291465,0.008417874
"183","DRY_W_1_OP_H4","DRY_W_1_H4","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"OP","H4",995,-3.299332,34.848458,"7/21/2017","9/28/2017",69,6.9,893.1456005,754.84,12,0.294,2.34,"Cyn.dac",1.5,1.4,8,20,1,4,5,30,4.74,6.51,11.25,9.54,-0.028180354,NA,NA,NA,"target",4.33,-0.086553945,NA,NA,NA
"184","DRY_W_2_EX_H4","DRY_W_2_H4","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"EX","H4",980,-3.303268,34.847796,"7/21/2017","9/28/2017",69,6.9,879.3456003,754.84,17.39,0.264,NA,"Cyn.dac",2.5,6.2,25,40,2.25,5,10,28,4.67,8.81,13.48,15.76,0.088164251,0.450483092,-1.196227283,0.162930757,"target",12.35,0.175120773,0.395732689,1.489533011,0.045660225
"185","DRY_W_2_EX2_H4","DRY_W_2_H4","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"EX2","H4",980,-3.303268,34.847796,"7/21/2017","9/28/2017",69,6.9,886.2456004,754.84,17.39,0.264,NA,"Cyn.dac",2.2,1.8,12,17,1.5,2.2,7,14,3.6,14.01,17.61,7.92,-0.227455717,0.134863124,-1.184725098,0.029919485,"target",3.87,-0.16626409,0.054347826,-1.256613757,0.006847826
"186","DRY_W_2_OP_H4","DRY_W_2_H4","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"OP","H4",980,-3.303268,34.847796,"7/21/2017","9/28/2017",69,6.9,893.1456005,754.84,17.39,0.264,NA,"Cyn.dac",2,7,5,20,1,1.6,4,8,3.46,5.14,8.6,4.57,-0.362318841,NA,NA,NA,"target",2.52,-0.220611916,NA,NA,NA
"187","DRY_W_3_EX_H4","DRY_W_3_H4","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"EX","H4",998,-3.295645,34.852435,"7/21/2017","9/28/2017",69,6.9,877.3081449,717.36,16.5,0.226,1.97,"Cyn.dac",2.5,7.6,13,30,2.5,2,8,15,6.43,2.68,9.11,10.57,-0.027375201,0.148148148,0.088566828,0.04718599,"target",5.11,0.01489533,0.06078905,-2.645933977,0.00921095
"188","DRY_W_3_EX2_H4","DRY_W_3_H4","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"EX2","H4",998,-3.295645,34.852435,"7/21/2017","9/28/2017",69,6.9,884.2081451,717.36,16.5,0.226,1.97,"Cyn.dac",NA,2,6,10,1,1,3,5,1.38,16.36,17.74,4.92,-0.254830918,-0.079307568,1.213097155,-0.00673913,"target",1.77,-0.119565217,-0.073671498,-2.842190016,-0.005108696
"189","DRY_W_3_OP_H4","DRY_W_3_H4","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"OP","H4",998,-3.295645,34.852435,"7/21/2017","9/28/2017",69,6.9,891.1081452,717.36,16.5,0.226,1.97,"Cyn.dac",2.8,1,10,13,0,1.6,5,6,6.48,3.76,10.24,6.89,-0.175523349,NA,NA,NA,"target",3.6,-0.04589372,NA,NA,NA
"190","DRY_W_4_EX_H4","DRY_W_4_H4","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"EX","H4",1000,-3.296013,34.854327,"7/21/2017","9/28/2017",69,12.56,971.4224453,717.36,36.4,0.218,NA,"Cyn.dac",3.5,1.6,5,10,1.5,1.2,5,9,3.8,7.75,11.55,7.67,-0.037439614,0.05394525,1.24566112,-0.005338164,"target",3.8,0.013687601,0.08373591,-2.308105207,0.003494364
"191","DRY_W_4_EX2_H4","DRY_W_4_H4","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"EX2","H4",1000,-3.296013,34.854327,"7/21/2017","9/28/2017",69,12.56,983.9854622,717.36,36.4,0.218,NA,"Cyn.dac",2.5,1.8,14,19,2,1.8,11,13,5.73,12.85,18.58,10.21,0.064814815,0.156199678,0.976588629,0.020305958,"target",3.92,0.018518519,0.088566828,-3.93305031,0.013204509
"192","DRY_W_4_OP_H4","DRY_W_4_H4","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"OP","H4",1000,-3.296013,34.854327,"7/21/2017","9/28/2017",69,12.56,996.548479,717.36,36.4,0.218,NA,"Cyn.dac",1.5,4.6,8,22,1.5,1.8,6,13,8,5.57,13.57,6.33,-0.091384863,NA,NA,NA,"target",1.72,-0.070048309,NA,NA,NA
"193","DRY_P_1_EX_H4","DRY_P_1_H4","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"EX","H4",1009,-3.303212,34.847736,"7/22/2017","9/27/2017",67,6.53,515.1213216,672.04,61.83,0.129,1.27,"Chl.pyc",0.5,1,5,15,0,0,1,5,16.78,13.52,30.3,2.37,-0.419983416,0.098258706,-0.626036484,0.004912935,"target",0.18,-0.31384743,0.007462687,-31.38474295,7.46269e-05
"194","DRY_P_1_OP_H4","DRY_P_1_H4","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"OP","H4",1009,-3.303212,34.847736,"7/22/2017","9/27/2017",67,6.53,521.6463216,672.04,61.83,0.129,1.27,"Chl.pyc",1.5,1,10,25,0,0,1,6,7.75,4.75,12.5,0,-0.518242123,NA,NA,NA,"target",0,-0.321310116,NA,NA,NA
"195","DRY_P_2_EX_H4","DRY_P_2_H4","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"EX","H4",1006,-3.408426,34.850244,"7/22/2017","9/27/2017",67,6.53,515.1213216,672.04,66.85,0.129,NA,"Chl.pyc",0.5,0.4,5,10,0,0,1,4,4.42,16.88,21.3,0,-0.332504146,0,-2.216694306,0,"target",0,-0.018242123,0,-1.824212272,0
"196","DRY_P_2_OP_H4","DRY_P_2_H4","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"OP","H4",1006,-3.408426,34.850244,"7/22/2017","9/27/2017",67,6.53,521.6463216,672.04,66.85,0.129,NA,"Chl.pyc",2,4.6,5,20,0,0,1,4,0.44,7.58,8.02,0,-0.332504146,NA,NA,NA,"target",0,-0.018242123,NA,NA,NA
"197","DRY_P_3_EX_H4","DRY_P_3_H4","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"EX","H4",1001,-3.406316,34.850407,"7/22/2017","9/27/2017",67,6.53,555.1401128,672.04,58.83,0.146,1.55,"Chl.pyc",0.5,0.9,4,8,0,0,1,3,1.43,14.18,15.61,0,-0.348258706,NA,-2.902155887,NA,"target",0,-0.017827529,NA,NA,0
"198","DRY_P_3_OP_H4","DRY_P_3_H4","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"OP","H4",1001,-3.406316,34.850407,"7/22/2017","9/27/2017",67,6.53,561.6651128,672.04,58.83,0.146,1.55,"Chl.pyc",0.5,1,2,8,NA,NA,NA,NA,0.43,7.97,8.4,NA,NA,NA,NA,NA,"target",NA,NA,NA,NA,NA
"199","DRY_P_4_EX_H4","DRY_P_4_H4","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"EX","H4",1003,-3.406853,34.8516,"7/22/2017","9/27/2017",67,6.53,555.1401128,672.04,57.61,0.145,NA,"Chl.pyc",0.7,1.4,7,15,0,0,1,8,2.6,18.26,20.86,0,-0.237147595,NA,-3.387822791,NA,"target",0,-0.040630182,NA,NA,0
"200","DRY_P_4_OP_H4","DRY_P_4_H4","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"OP","H4",1003,-3.406853,34.8516,"7/22/2017","9/27/2017",67,6.53,561.6651128,672.04,57.61,0.145,NA,"Chl.pyc",1,0.9,2,10,NA,NA,NA,NA,0.98,4.74,5.72,NA,NA,NA,NA,NA,"target",NA,NA,NA,NA,NA
"201","SE_1_EX_H4","SE_1_H4","SE","SE_1","","Seronera","SE","W",1,NA,"EX","H4",1023,-2.437747,34.855162,"7/26/2017","9/25/2017",61,167.09,1029.513083,855.62,53.59,0.113,NA,"Dig.mac",4,7.6,25,35,5,10.2,20,50,18.05,33.3,51.35,61.24,1.426229508,0.643442623,1.035822708,0.536247723,"target",30.41,0.943533698,0.323770492,5.158925319,0.011703097
"202","SE_1_EX2_H4","SE_1_H4","SE","SE_1","","Seronera","SE","W",1,NA,"EX2","H4",1023,-2.437747,34.855162,"7/26/2017","9/25/2017",61,167.09,1196.601708,855.62,53.59,0.113,NA,"Dig.mac",2.5,10.8,20,50,7,15,30,70,13.9,10.68,24.58,78.72,2.222222222,1.439435337,0.579408448,1.651183971,"target",23.55,0.631147541,0.011384335,1.809653916,0.056466302
"203","SE_1_OP_H4","SE_1_H4","SE","SE_1","","Seronera","SE","W",1,NA,"OP","H4",1023,-2.437747,34.855162,"7/26/2017","9/25/2017",61,167.09,1363.690333,855.62,53.59,0.113,NA,"Dig.mac",2.2,6.8,20,30,2.5,7,25,40,9.69,20.23,29.92,47.11,0.782786885,NA,NA,NA,"target",23.3,0.619763206,NA,NA,NA
"204","SE_2_EX_H4","SE_2_H4","SE","SE_2","","Seronera","SE","W",2,NA,"EX","H4",1025,-2.437766,34.855394,"7/26/2017","9/25/2017",61,167.09,1029.513083,855.62,63.33,0.13,1.31,"Dig.mac",4.2,17.8,10,45,5,10.8,12,70,7.72,15.37,23.09,82.75,2.231785064,1.805100182,-0.762555295,1.852504554,"target",10.67,-0.295081967,-0.066939891,-0.544885532,-0.035673953
"205","SE_2_EX2_H4","SE_2_H4","SE","SE_2","","Seronera","SE","W",2,NA,"EX2","H4",1025,-2.437766,34.855394,"7/26/2017","9/25/2017",61,167.09,1196.601708,855.62,63.33,0.13,1.31,"Dig.mac",2.2,9,5,30,2.75,7.6,8,35,29.3,31.02,60.32,48.68,0.680327869,0.253642987,0.187874057,-0.009380692,"target",8.58,-0.390255009,-0.162112933,0.289965713,-0.062723133
"206","SE_2_OP_H4","SE_2_H4","SE","SE_2","","Seronera","SE","W",2,NA,"OP","H4",1025,-2.437766,34.855394,"7/26/2017","9/25/2017",61,167.09,1363.690333,855.62,63.33,0.13,1.31,"Dig.mac",3.5,4.8,12,40,3.5,6.2,17,40,17.15,16.59,33.74,43.11,0.426684882,NA,NA,NA,"target",12.14,-0.228142077,NA,NA,NA
"207","SE_3_EX_H4","SE_3_H4","SE","SE_3","","Seronera","SE","W",3,NA,"EX","H4",1027,-2.437991,34.855418,"7/26/2017","9/25/2017",61,167.09,1029.513083,855.62,64.45,0.129,NA,"Dig.mac",4.4,12.2,20,65,5.5,13.4,25,60,12.5,5.92,18.42,88.07,2.68442623,2.939435337,1.379933212,2.117103825,"target",34.89,1.278688525,1.230874317,3.254098361,0.361407104
