plot.id,block.id.harvest,site.id,block.id,stu.block.id,site.name,region,landuse,block,stu.block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,rain.acc.sum,target.sp.,pasture.disc.setup,height. setup,target.sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,target.sp.cover.harvest,total.veg.cover.harvest,PREVIOUS (HX-1)biomass.target.sp.g,PREVIOUS (HX-1)biomass.other.sp.g,PREVIOUS (HX-1)biomass.total.g,biomass.target.sp.,biomass.other.sp.,biomass.total.g,productivity.target.g.m2.day,consumption.target.g.m2.day,productivity.other.g.m2.day,consumption.other.g.m2.day,productivity.total.g.m2.day,consumption.total.g.m2.day
WET_P_3_EX_H2,WET_P_3_H2,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,EX,H2,1022,-2.367293,34.062509,3/22/2017,5/14/2017,53,222.92,546.1206371,Chr.ori,1.5,3.8,7,60,12.00,51.40,5.00,95.00,5.16,31.55,36.71,4.80,99.42,104.22,0.200733753,0.193396226,4.12,0.58,4.320754717,0.772536688
WET_P_3_OP_H2,WET_P_3_H2,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,OP,H2,1022,-2.367293,34.062509,3/22/2017,5/14/2017,53,222.92,769.044748,Chr.ori,1.8,0.7,8,45,4.00,28.60,3.00,95.00,0.97,20.81,21.78,1.11,88.37,89.48,0.007337526,,3.54,,3.548218029,
WET_P_4_EX_H2,WET_P_4_H2,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,EX,H2,1020,-2.368570,34.062586,3/22/2017,5/14/2017,53,222.92,462.304904,Chr.ori,1.8,0.4,18,35,5.20,28.60,25.00,85.00,0.00,26.71,26.71,9.22,68.18,77.4,0.483228512,-0.447589099,2.64,0.94,3.121593291,0.493710692
WET_P_4_OP_H2,WET_P_4_H2,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,OP,H2,1020,-2.368570,34.062586,3/22/2017,5/14/2017,53,222.92,685.2290149,Chr.ori,1.7,2.1,55,70,2.50,17.60,25.00,95.00,0.00,17.84,17.84,17.76,50.22,67.98,0.93081761,,1.70,,2.6278826,
DRY_W_1_EX_H2,DRY_W_1_H2,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX,H2,995,-3.299332,34.848458,3/24/2017,5/11/2017,48,115.33,612.977094,Cyn.dac,2.0,6.8,13,30,,,,,14.67,41.78,56.45,,,,,,,,,
DRY_W_1_EX2_H2,DRY_W_1_H2,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX2,H2,995,-3.299332,34.848458,3/25/2017,5/11/2017,47,115.33,728.3113467,Cyn.dac,2.3,19.5,13,35,2.50,13.00,15.00,60.00,24.35,56.73,81.08,8.04,38.37,46.41,0.03427896,0.125295508,1.04,1.17,1.074468085,1.291371158
DRY_W_1_OP_H2,DRY_W_1_H2,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,OP,H2,995,-3.299332,34.848458,3/24/2017,5/11/2017,48,115.33,843.6455994,Cyn.dac,1.5,3.6,8,38,1.70,3.30,10.00,30.00,7.46,20.77,28.23,5.92,18.64,24.56,-0.08912037,,-0.12,,-0.212384259,
DRY_W_2_EX_H2,DRY_W_2_H2,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX,H2,980,-3.303268,34.847796,3/24/2017,5/11/2017,48,115.33,612.977094,Cyn.dac,0.5,1.5,4,35,1.50,6.80,10.00,40.00,3.03,34.02,37.05,4.07,39.53,43.6,0.114583333,-0.077546296,0.07,1.66,0.184606481,1.583333333
DRY_W_2_EX2_H2,DRY_W_2_H2,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX2,H2,980,-3.303268,34.847796,3/25/2017,5/11/2017,47,115.33,728.3113467,Cyn.dac,2.5,6.4,15,40,2.00,9.60,40.00,60.00,9.42,80.87,90.29,24.86,21.43,46.29,1.345744681,1.149527187,-1.00,0.63,0.34751773,1.776004728
DRY_W_2_OP_H2,DRY_W_2_H2,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,OP,H2,980,-3.303268,34.847796,3/24/2017,5/11/2017,48,115.33,843.6455994,Cyn.dac,1.7,3.5,10,30,1.70,3.20,15.00,25.00,2.09,38.32,40.41,5.41,10.83,16.24,0.19212963,,-1.59,,-1.398726852,
DRY_W_3_EX_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H2,998,-3.295645,34.852435,3/24/2017,5/11/2017,48,115.33,610.9396387,Cyn.dac,1.2,4.1,6,50,,,,,8.26,30.12,38.38,,,,,,,,,
DRY_W_3_EX2_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H2,998,-3.295645,34.852435,3/25/2017,5/11/2017,47,115.33,726.2738914,Cyn.dac,1.5,4.3,6,31,,,,,17.64,56.39,74.03,,,,,,,,,
DRY_W_3_OP_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H2,998,-3.295645,34.852435,3/24/2017,5/11/2017,48,115.33,841.6081441,Cyn.dac,1.5,14.8,15,62,,,,,7.26,17.91,25.17,0.00,0.00,0,-0.420138889,,-1.04,,-1.456597222,
DRY_W_4_EX_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H2,1000,-3.296013,34.854327,3/25/2017,5/11/2017,47,132.71,643.7125121,Cyn.dac,1.0,2.3,6,35,2.00,3.60,18.00,25.00,3.59,49.69,53.28,14.46,11.35,25.81,0.358747045,0.554964539,-0.38,0.04,-0.023640662,0.591607565
DRY_W_4_EX2_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H2,1000,-3.296013,34.854327,3/25/2017,5/11/2017,47,132.71,776.4234698,Cyn.dac,1.8,3.2,7,35,,,20.00,45.00,49.76,46.73,96.49,0.00,0.00,,,,,,,
DRY_W_4_OP_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H2,1000,-3.296013,34.854327,3/25/2017,5/11/2017,47,132.71,909.1344275,Cyn.dac,1.5,,8,55,1.50,1.20,10.00,25.00,8.39,17.82,26.21,5.07,10.73,15.8,-0.196217494,,-0.42,,-0.615248227,
DRY_P_1_EX_H2,DRY_P_1_H2,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H2,1009,-3.303212,34.847736,3/26/2017,5/9/2017,44,90.82,404.4296025,Chl.pyc,4.0,7.1,11,60,4.00,15.60,25.00,85.00,3.06,106.62,109.68,24.77,48.16,72.93,1.056186869,0.092171717,0.07,2.51,1.124368687,2.603535354
DRY_P_1_OP_H2,DRY_P_1_H2,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H2,1009,-3.303212,34.847736,3/26/2017,5/9/2017,44,90.82,495.2463218,Chl.pyc,1.8,7.9,30,70,1.50,8.80,65.00,75.00,8.04,47.08,55.12,23.31,8.38,31.69,0.964015152,,-2.44,,-1.479166667,
DRY_P_2_EX_H2,DRY_P_2_H2,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H2,1006,-3.408426,34.850244,3/26/2017,5/9/2017,44,90.82,404.4296025,Chl.pyc,1.1,1.1,15,28,1.50,11.20,25.00,55.00,20.78,33.33,54.11,14.68,14.99,29.67,0.729166667,0.852272727,-1.53,-0.02,-0.799873737,0.829545455
DRY_P_2_OP_H2,DRY_P_2_H2,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H2,1006,-3.408426,34.850244,3/26/2017,5/9/2017,44,90.82,495.2463218,Chl.pyc,1.5,2.6,10,40,1.50,6.60,15.00,35.00,3.13,39.21,42.34,1.18,15.35,16.53,-0.123106061,,-1.51,,-1.629419192,
DRY_P_3_EX_H2,DRY_P_3_H2,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H2,1001,-3.406316,34.850407,3/26/2017,5/9/2017,44,90.82,444.4483937,Chl.pyc,1.8,2.2,25,35,2.00,14.20,40.00,55.00,,0.00,,13.47,14.20,27.67,0.748737374,0.382575758,-2.37,-1.15,-1.622474747,-0.764520202
DRY_P_3_OP_H2,DRY_P_3_H2,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H2,1001,-3.406316,34.850407,3/26/2017,5/9/2017,44,90.82,535.265113,Chl.pyc,1.2,3.5,15,50,2.50,14.10,15.00,70.00,1.61,51.76,53.37,7.41,32.37,39.78,0.366161616,,-1.22,,-0.857954545,
DRY_P_4_EX_H2,DRY_P_4_H2,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H2,1003,-3.406853,34.851600,3/26/2017,5/9/2017,44,90.82,444.4483937,Chl.pyc,1.3,4.5,7,35,1.00,6.10,10.00,40.00,9.01,47.20,56.21,5.69,21.03,26.72,0.230429293,-0.660984848,-0.88,-0.65,-0.646464646,-1.315025253
DRY_P_4_OP_H2,DRY_P_4_H2,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H2,1003,-3.406853,34.851600,3/26/2017,5/9/2017,44,90.82,535.265113,Chl.pyc,1.2,3.7,15,60,2.00,12.40,40.00,75.00,2.04,34.92,36.96,16.16,31.39,47.55,0.891414141,,-0.22,,0.668560606,
SE_1_EX_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,EX,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,5.0,4.5,15,50,5.80,35.60,25.00,60.00,5.02,36.34,41.36,20.74,44.89,65.63,0.510185185,0.605092593,0.49,-0.65,1.00462963,-0.04212963
SE_1_EX2_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,EX2,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,4.5,2.5,7,45,4.50,21.50,15.00,50.00,3.18,47.03,50.21,9.19,39.75,48.94,-0.024537037,0.07037037,0.26,-0.89,0.231944444,-0.814814815
SE_1_OP_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,OP,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,5.1,10.9,8,55,4.70,20.40,15.00,75.00,9.72,34.21,43.93,7.67,58.87,66.54,-0.094907407,,1.14,,1.046759259,
SE_2_EX_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,EX,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,5.4,,25,75,8.00,23.40,30.00,85.00,4.68,36.83,41.51,32.45,53.54,85.99,1.155092593,,1.27,2.01,2.429166667,3.511574074
SE_2_EX2_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,EX2,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,4.5,8.9,10,65,5.60,32.00,10.00,55.00,7.25,16.19,23.44,5.81,56.07,61.88,-0.078240741,,1.39,2.13,1.312962963,2.39537037
SE_2_OP_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,OP,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,3.0,6.5,7,55,2.20,11.80,8.00,25.00,7.50,26.02,33.52,,10.14,10.14,,,-0.74,,-1.082407407,
SE_3_EX_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,EX,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,4.5,6.7,10,50,5.70,28.40,20.00,65.00,16.94,46.21,63.15,7.99,43.38,51.37,0.077777778,-0.627777778,0.48,0.48,0.559722222,-0.148148148
SE_3_EX2_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,EX2,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,5.1,7.8,15,50,3.60,24.60,10.00,70.00,9.12,30.96,40.08,5.26,58.58,63.84,-0.048611111,-0.754166667,1.19,1.18,1.137037037,0.429166667
SE_3_OP_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,OP,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,3.9,7.7,15,45,4.50,22.40,20.00,55.00,6.31,32.97,39.28,21.55,33.02,54.57,0.705555556,,0.00,,0.70787037,
SE_4_EX_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,EX,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,4.0,10.1,6,50,5.50,24.40,20.00,60.00,9.73,42.17,51.9,8.14,53.85,61.99,-0.043518519,0.151388889,1.22,0.43,1.180555556,0.578703704
SE_4_EX2_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,EX2,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,5.3,7.0,25,65,10.50,28.00,25.00,85.00,26.28,34.41,60.69,21.61,66.91,88.52,0.580092593,0.775,1.83,1.03,2.408796296,1.806944444
SE_4_OP_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,OP,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,3.0,6.0,4,45,5.00,20.40,10.00,60.00,9.08,27.41,36.49,4.87,44.62,49.49,-0.194907407,,0.80,,0.601851852,
WET_W_1_EX_H3,WET_W_1_H3,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,EX,H3,954,-2.272484,34.023326,5/13/2017,7/24/2017,72,95.97,822.9242184,The.tri,1.5,7.4,5,25,1.60,7.20,5.00,17.00,2.22,23.49,25.71,8.41,14.08,22.49,-0.227237654,0.201003086,-0.82,-0.08,-1.044753086,0.12191358
WET_W_1_OP_H3,WET_W_1_H3,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,OP,H3,954,-2.272484,34.023326,5/13/2017,7/24/2017,72,95.97,918.8959025,The.tri,4.0,12.2,12,35,2.00,6.80,8.00,25.00,14.3,35.27,49.57,3.20,16.13,19.33,-0.428240741,,-0.74,,-1.166666667,
WET_W_2_EX_H3,WET_W_2_H3,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,EX,H3,953,-2.278300,34.024459,5/13/2017,7/24/2017,72,95.97,822.9242184,The.tri,3.0,25.4,40,70,2.00,4.20,10.00,27.00,14.86,37.83,52.69,7.67,23.28,30.95,,0.13117284,0.40,0.43,0.69367284,0.55941358
WET_W_2_OP_H3,WET_W_2_H3,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,OP,H3,953,-2.278300,34.024459,5/13/2017,7/24/2017,72,95.97,918.8959025,The.tri,2.5,13.2,25,55,1.50,10.20,8.00,25.00,,12.97,12.97,4.27,12.18,16.45,,,-0.03,,0.134259259,
WET_W_3_EX_H3,WET_W_3_H3,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,EX,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,828.6157896,The.tri,2.2,21.0,25,60,3.00,21.00,35.00,65.00,63.96,17.08,81.04,21.13,20.08,41.21,,0.493055556,0.11,0.37,0.923996914,0.859567901
WET_W_3_OP_H3,WET_W_3_H3,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,OP,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,924.5874737,The.tri,3.4,14.8,25,50,2.50,6.80,7.00,30.00,,17.26,17.26,8.35,10.58,18.93,,,-0.26,,0.064429012,
WET_W_4_EX_H3,WET_W_4_H3,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,EX,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,828.6157896,The.tri,4.0,10.8,15,35,3.00,9.00,20.00,45.00,9.28,24.44,33.72,26.72,4.92,31.64,0.756558642,0.584104938,-0.52,-0.96,0.237268519,-0.37962963
WET_W_4_OP_H3,WET_W_4_H3,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,OP,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,924.5874737,The.tri,3.2,22.2,20,55,2.00,2.60,13.00,27.00,7.11,18.38,25.49,11.58,29.90,41.48,0.172453704,,0.44,,0.616898148,
WET_P_1_EX_H3,WET_P_1_H3,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,EX,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.70,840.7410479,Chr.ori,3.0,2.2,38,55,2.50,2.20,28.00,40.00,24.25,33.89,58.14,38.76,11.19,49.95,0.888492063,0.082142857,-0.08,0.40,0.81031746,0.477380952
WET_P_1_OP_H3,WET_P_1_H3,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,OP,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.70,912.4373479,Chr.ori,1.0,2.2,70,85,1.00,1.40,30.00,35.00,16.37,13.16,29.53,36.69,1.23,37.92,0.806349206,,-0.47,,0.332936508,
WET_P_2_EX_H3,WET_P_2_H3,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,EX,H3,959,-2.348488,34.050110,5/14/2017,7/23/2017,70,71.70,840.7410479,Chr.ori,2.0,4.4,40,60,2.20,8.80,25.00,37.00,24.42,36.79,61.21,30.58,10.29,40.87,0.752380952,0.114285714,-0.29,0.28,0.466269841,0.398809524
WET_P_2_OP_H3,WET_P_2_H3,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,OP,H3,959,-2.348488,34.050110,5/14/2017,7/23/2017,70,71.70,912.4373479,Chr.ori,1.3,5.4,45,55,1.90,1.80,15.00,22.00,11.62,17.50,29.12,27.70,3.12,30.82,0.638095238,,-0.57,,0.067460317,
WET_P_3_EX_H3,WET_P_3_H3,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,EX,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.70,840.7410479,Chr.ori,3.0,17.0,30,95,2.80,24.00,45.00,70.00,4.8,99.42,104.22,40.77,20.14,60.91,1.573809524,0.938095238,-2.71,0.52,-1.133730159,1.453968254
WET_P_3_OP_H3,WET_P_3_H3,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,OP,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.70,912.4373479,Chr.ori,,25.0,40,95,2.00,4.00,40.00,55.00,1.11,88.37,89.48,17.13,7.14,24.27,0.635714286,,-3.22,,-2.587698413,
WET_P_4_EX_H3,WET_P_4_H3,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,EX,H3,1020,-2.368570,34.062586,5/14/2017,7/23/2017,70,71.70,756.9253149,Chr.ori,4.8,16.8,25,75,4.50,13.80,15.00,50.00,9.22,68.18,77.4,16.68,38.95,55.63,-0.042857143,0.218650794,-0.45,0.55,-0.490079365,0.763888889
WET_P_4_OP_H3,WET_P_4_H3,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,OP,H3,1020,-2.368570,34.062586,5/14/2017,7/23/2017,70,71.70,828.6216148,Chr.ori,2.0,9.6,25,70,1.70,10.20,18.00,45.00,17.76,50.22,67.98,11.17,25.21,36.38,-0.261507937,,-0.99,,-1.253968254,
DRY_W_1_EX_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX,H3,995,-3.299332,34.848458,5/11/2017,7/21/2017,71,9.60,853.2455997,Cyn.dac,2.0,6.0,15,45,1.50,5.00,10.00,30.00,,,,5.85,9.00,14.85,-0.002738654,0.04342723,-1.15,0.10,-0.379890454,0.14084507
DRY_W_1_EX2_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX2,H3,995,-3.299332,34.848458,5/11/2017,7/21/2017,71,9.60,862.8455999,Cyn.dac,2.3,4.0,20,45,2.00,2.40,13.00,35.00,8.04,38.37,46.41,6.88,21.95,28.83,0.037558685,0.08372457,0.13,0.60,0.167057903,0.687793427
DRY_W_1_OP_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,OP,H3,995,-3.299332,34.848458,5/11/2017,7/21/2017,71,9.60,872.4456001,Cyn.dac,1.5,4.2,18,30,2.00,1.40,5.00,13.00,5.92,18.64,24.56,4.74,6.51,11.25,-0.046165884,,-0.47,,-0.520735524,
DRY_W_2_EX_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX,H3,980,-3.303268,34.847796,5/11/2017,7/21/2017,71,9.60,853.2455997,Cyn.dac,3.5,2.6,10,35,2.50,4.40,5.00,20.00,4.07,39.53,43.6,4.67,8.81,13.48,-0.028951487,0.047339593,-0.08,0.14,-0.107981221,0.190923318
DRY_W_2_EX2_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX2,H3,980,-3.303268,34.847796,5/11/2017,7/21/2017,71,9.60,862.8455999,Cyn.dac,1.5,2.4,10,40,2.00,5.60,7.00,25.00,24.86,21.43,46.29,3.60,14.01,17.61,-0.070813772,0.005477308,0.12,0.35,0.053599374,0.352503912
DRY_W_2_OP_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,OP,H3,980,-3.303268,34.847796,5/11/2017,7/21/2017,71,9.60,872.4456001,Cyn.dac,1.5,3.6,15,25,,1.40,3.00,10.00,5.41,10.83,16.24,3.46,5.14,8.6,-0.07629108,,-0.22,,-0.298904538,
DRY_W_3_EX_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H3,998,-3.295645,34.852435,5/11/2017,7/21/2017,71,9.60,851.2081444,Cyn.dac,2.4,2.6,20,25,2.50,1.00,10.00,17.00,,,,6.43,2.68,9.11,0.251564945,-0.001956182,0.10,-0.04,0.356416275,-0.044209703
DRY_W_3_EX2_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H3,998,-3.295645,34.852435,5/11/2017,7/21/2017,71,9.60,860.8081446,Cyn.dac,1.5,3.2,5,25,2.00,2.70,3.00,15.00,,,,1.38,16.36,17.74,0.05399061,-0.199530516,0.64,0.49,0.694053208,0.29342723
DRY_W_3_OP_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H3,998,-3.295645,34.852435,5/11/2017,7/21/2017,71,9.60,870.4081448,Cyn.dac,1.3,3.3,10,30,1.50,3.60,11.00,15.00,0,0.00,0,6.48,3.76,10.24,0.253521127,,0.15,,0.400625978,
DRY_W_4_EX_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H3,1000,-3.296013,34.854327,5/11/2017,7/21/2017,71,16.58,925.7094278,Cyn.dac,1.5,2.8,7,15,,1.00,5.00,7.00,14.46,11.35,25.81,3.80,7.75,11.55,-0.049687011,-0.164319249,-0.12,0.09,-0.16627543,-0.079029734
DRY_W_4_EX2_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H3,1000,-3.296013,34.854327,5/11/2017,7/21/2017,71,16.58,942.2844281,Cyn.dac,0.0,4.7,20,45,1.50,3.80,15.00,30.00,,,,5.73,12.85,18.58,0.025821596,-0.088810642,0.08,0.28,0.108763693,0.19600939
DRY_W_4_OP_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H3,1000,-3.296013,34.854327,5/11/2017,7/21/2017,71,16.58,958.8594284,Cyn.dac,1.5,5.4,20,30,1.70,3.20,15.00,25.00,5.07,10.73,15.8,8.00,5.57,13.57,0.114632238,,-0.20,,-0.087245696,
DRY_P_1_EX_H3,DRY_P_1_H3,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H3,1009,-3.303212,34.847736,5/9/2017,7/22/2017,74,6.67,501.9213217,Chl.pyc,3.0,14.6,55,75,2.00,7.20,35.00,55.00,24.77,48.16,72.93,16.78,13.52,30.3,-0.24512012,0.338963964,0.19,0.33,-0.052177177,0.668168168
DRY_P_1_OP_H3,DRY_P_1_H3,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H3,1009,-3.303212,34.847736,5/9/2017,7/22/2017,74,6.67,508.5963216,Chl.pyc,3.0,19.2,70,90,,1.00,12.00,20.00,23.31,8.38,31.69,7.75,4.75,12.5,-0.584084084,,-0.14,,-0.720345345,
DRY_P_2_EX_H3,DRY_P_2_H3,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H3,1006,-3.408426,34.850244,5/9/2017,7/22/2017,74,6.67,501.9213217,Chl.pyc,1.2,7.4,10,35,1.50,4.80,8.00,15.00,14.68,14.99,29.67,4.42,16.88,21.3,0.121621622,0.149399399,0.06,0.35,0.179054054,0.498498498
DRY_P_2_OP_H3,DRY_P_2_H3,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H3,1006,-3.408426,34.850244,5/9/2017,7/22/2017,74,6.67,508.5963216,Chl.pyc,1.0,4.8,15,50,1.50,0.90,2.00,15.00,1.18,15.35,16.53,0.44,7.58,8.02,-0.027777778,,-0.29,,-0.319444444,
DRY_P_3_EX_H3,DRY_P_3_H3,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H3,1001,-3.406316,34.850407,5/9/2017,7/22/2017,74,6.67,541.9401129,Chl.pyc,11.0,18.8,35,60,1.00,1.80,10.00,25.00,13.47,14.20,27.67,1.43,14.18,15.61,-0.224474474,0.037537538,-0.68,0.23,-0.907282282,0.270645646
DRY_P_3_OP_H3,DRY_P_3_H3,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H3,1001,-3.406316,34.850407,5/9/2017,7/22/2017,74,6.67,548.6151128,Chl.pyc,2.0,12.1,30,55,1.00,0.60,7.00,12.00,7.41,32.37,39.78,0.43,7.97,8.4,-0.262012012,,-0.92,,-1.177927928,
DRY_P_4_EX_H3,DRY_P_4_H3,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H3,1003,-3.406853,34.851600,5/9/2017,7/22/2017,74,6.67,541.9401129,Chl.pyc,2.5,14.4,20,70,1.00,1.80,7.00,25.00,5.69,21.03,26.72,2.60,18.26,20.86,-0.509009009,0.060810811,-0.49,0.51,-1.001876877,0.568318318
DRY_P_4_OP_H3,DRY_P_4_H3,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H3,1003,-3.406853,34.851600,5/9/2017,7/22/2017,74,6.67,548.6151128,Chl.pyc,2.4,15.6,25,60,0.40,0.90,4.00,7.00,16.16,31.39,47.55,0.98,4.74,5.72,-0.56981982,,-1.00,,-1.570195195,
SE_1_EX_H3,SE_1_H3,SE,SE_1,,Seronera,SE,W,1,,EX,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,731.7351518,Dig.mac,8.2,28.4,25,80,6.00,10.60,30.00,65.00,20.74,44.89,65.63,18.05,33.30,51.35,0.411904762,0.331746032,-1.01,0.52,-0.602777778,0.850396825
