Plot,Area,Region,Sitecode,site,experiment,landuse,placement,Season,date,time,temperature.C,moist
30,Makao,Dry,Dry_Ag4_T6,A4,Main,agriculture,collection,Dry,29/09/2017,11:13,23.4,6.8
31,Makao,Dry,Dry_Ag4_T7,A4,Main,agriculture,collection,Dry,,,,
32,Makao,Dry,Dry_Ag4_T8,A4,Main,agriculture,collection,Dry,29/09/2017,11:20,26,8.8
33,Makao,Dry,Dry_P1_T1,P1,Main,pasture,collection,Dry,27/09/2017,09:30,27.7,1.4
34,Makao,Dry,Dry_P1_T2,P1,Main,pasture,collection,Dry,27/09/2017,09:18,28.1,2.5
35,Makao,Dry,Dry_P1_T3,P1,Main,pasture,collection,Dry,27/09/2017,09:41,28.7,3.1
36,Makao,Dry,Dry_P1_T4,P1,Main,pasture,collection,Dry,27/09/2017,09:43,28.3,2.3
37,Makao,Dry,Dry_P1_T5,P1,Main,pasture,collection,Dry,27/09/2017,09:49,28.4,4.1
38,Makao,Dry,Dry_P1_T6,P1,Main,pasture,collection,Dry,27/09/2017,09:34,28.7,3.1
39,Makao,Dry,Dry_P1_T7,P1,Main,pasture,collection,Dry,,,,
40,Makao,Dry,Dry_P1_T8,P1,Main,pasture,collection,Dry,27/09/2017,09:37,28.2,3.8
41,Makao,Dry,Dry_P2_T1,P2,Main,pasture,collection,Dry,27/09/2017,11:08,29.2,4.2
42,Makao,Dry,Dry_P2_T2,P2,Main,pasture,collection,Dry,27/09/2017,11:11,28.4,5.1
43,Makao,Dry,Dry_P2_T3,P2,Main,pasture,collection,Dry,27/09/2017,10:54,28.5,3.5
44,Makao,Dry,Dry_P2_T4,P2,Main,pasture,collection,Dry,27/09/2017,11:01,27.7,4.8
45,Makao,Dry,Dry_P2_T5,P2,Main,pasture,collection,Dry,27/09/2017,10:45,27.7,2.4
46,Makao,Dry,Dry_P2_T6,P2,Main,pasture,collection,Dry,,,,
47,Makao,Dry,Dry_P2_T7,P2,Main,pasture,collection,Dry,27/09/2017,11:05,27.7,4.3
48,Makao,Dry,Dry_P2_T8,P2,Main,pasture,collection,Dry,27/09/2017,10:51,27.3,4.3
49,Makao,Dry,Dry_P3_T1,P3,Main,pasture,collection,Dry,27/09/2017,16:42,34.4,7.8
50,Makao,Dry,Dry_P3_T2,P3,Main,pasture,collection,Dry,,,,
51,Makao,Dry,Dry_P3_T3,P3,Main,pasture,collection,Dry,27/09/2017,17:00,34.9,1.7
52,Makao,Dry,Dry_P3_T4,P3,Main,pasture,collection,Dry,27/09/2017,16:54,33.3,2.9
53,Makao,Dry,Dry_P3_T5,P3,Main,pasture,collection,Dry,27/09/2017,16:51,33.5,4.1
54,Makao,Dry,Dry_P3_T6,P3,Main,pasture,collection,Dry,,,,
55,Makao,Dry,Dry_P3_T7,P3,Main,pasture,collection,Dry,27/09/2017,16:47,35.5,5
56,Makao,Dry,Dry_P3_T8,P3,Main,pasture,collection,Dry,27/09/2017,16:57,32.4,7.5
57,Makao,Dry,Dry_P4_T1,P4,Main,pasture,collection,Dry,27/09/2017,15:51,33.9,1.7
58,Makao,Dry,Dry_P4_T2,P4,Main,pasture,collection,Dry,27/09/2017,15:47,33.6,1.8
59,Makao,Dry,Dry_P4_T3,P4,Main,pasture,collection,Dry,27/09/2017,16:00,32,7.8
60,Makao,Dry,Dry_P4_T4,P4,Main,pasture,collection,Dry,27/09/2017,15:58,32.2,3.9
61,Makao,Dry,Dry_P4_T5,P4,Main,pasture,collection,Dry,27/09/2017,15:41,35,4.1
62,Makao,Dry,Dry_P4_T6,P4,Main,pasture,collection,Dry,,,,
63,Makao,Dry,Dry_P4_T7,P4,Main,pasture,collection,Dry,27/09/2017,15:53,32.1,4.8
64,Makao,Dry,Dry_P4_T8,P4,Main,pasture,collection,Dry,27/09/2017,15:55,32.6,7.6
65,Maswa,Dry,Dry_W1_T1,W1,Main,wild,collection,Dry,27/09/2017,14:02,28.9,9.8
66,Maswa,Dry,Dry_W1_T2,W1,Main,wild,collection,Dry,27/09/2017,14:20,25.9,8.9
67,Maswa,Dry,Dry_W1_T3,W1,Main,wild,collection,Dry,,,,
68,Maswa,Dry,Dry_W1_T4,W1,Main,wild,collection,Dry,27/09/2017,14:17,28.1,7.6
69,Maswa,Dry,Dry_W1_T5,W1,Main,wild,collection,Dry,28/09/2017,14:09,28.1,8.3
70,Maswa,Dry,Dry_W1_T6,W1,Main,wild,collection,Dry,28/09/2017,14:06,28.6,7.4
71,Maswa,Dry,Dry_W1_T7,W1,Main,wild,collection,Dry,28/09/2017,14:11,28.4,11.1
72,Maswa,Dry,Dry_W1_T8,W1,Main,wild,collection,Dry,28/09/2017,14:14,27.1,9.8
73,Maswa,Dry,Dry_W2_T1,W2,Main,wild,collection,Dry,28/09/2017,15:36,28.9,8.7
74,Maswa,Dry,Dry_W2_T2,W2,Main,wild,collection,Dry,28/09/2017,15:26,28.9,10.8
75,Maswa,Dry,Dry_W2_T3,W2,Main,wild,collection,Dry,28/09/2017,15:50,29.3,11.6
76,Maswa,Dry,Dry_W2_T4,W2,Main,wild,collection,Dry,28/09/2017,15:52,28,11
77,Maswa,Dry,Dry_W2_T5,W2,Main,wild,collection,Dry,,,,
78,Maswa,Dry,Dry_W2_T6,W2,Main,wild,collection,Dry,28/09/2017,15:38,29.6,9.1
79,Maswa,Dry,Dry_W2_T7,W2,Main,wild,collection,Dry,28/09/2017,15:43,28.7,10.9
80,Maswa,Dry,Dry_W2_T8,W2,Main,wild,collection,Dry,28/09/2017,15:47,28.9,11.1
81,Maswa,Dry,Dry_W3_T1,W3,Main,wild,collection,Dry,28/09/2017,11:53,27.8,12.4
82,Maswa,Dry,Dry_W3_T2,W3,Main,wild,collection,Dry,28/09/2017,11:51,26.8,9.2
83,Maswa,Dry,Dry_W3_T3,W3,Main,wild,collection,Dry,28/09/2017,11:47,28.3,9
84,Maswa,Dry,Dry_W3_T4,W3,Main,wild,collection,Dry,28/09/2017,11:49,28.2,11.5
85,Maswa,Dry,Dry_W3_T5,W3,Main,wild,collection,Dry,,,,
86,Maswa,Dry,Dry_W3_T6,W3,Main,wild,collection,Dry,28/09/2017,11:40,28,10.1
87,Maswa,Dry,Dry_W3_T7,W3,Main,wild,collection,Dry,28/09/2017,11:58,27,10
88,Maswa,Dry,Dry_W3_T8,W3,Main,wild,collection,Dry,28/09/2017,11:56,27.4,12.3
89,Maswa,Dry,Dry_W4_T1,W4,Main,wild,collection,Dry,28/09/2017,10:06,28,9.4
90,Maswa,Dry,Dry_W4_T2,W4,Main,wild,collection,Dry,28/09/2017,09:58,28,10
91,Maswa,Dry,Dry_W4_T3,W4,Main,wild,collection,Dry,28/09/2017,10:08,27.9,10.4
92,Maswa,Dry,Dry_W4_T4,W4,Main,wild,collection,Dry,28/09/2017,10:09,27.6,13
93,Maswa,Dry,Dry_W4_T5,W4,Main,wild,collection,Dry,28/09/2017,10:12,28,10.4
94,Maswa,Dry,Dry_W4_T6,W4,Main,wild,collection,Dry,,,,
95,Maswa,Dry,Dry_W4_T7,W4,Main,wild,collection,Dry,28/09/2017,10:14,28.8,8.4
96,Maswa,Dry,Dry_W4_T8,W4,Main,wild,collection,Dry,28/09/2017,10:16,28.3,6.9
97,Mwantimba,Wet,Wet_Ag1_T1,A1,Main,agriculture,collection,Dry,02/10/2017,10:45,27.9,7.6
98,Mwantimba,Wet,Wet_Ag1_T2,A1,Main,agriculture,collection,Dry,02/10/2017,10:55,28.5,9.1
99,Mwantimba,Wet,Wet_Ag1_T3,A1,Main,agriculture,collection,Dry,,,,
100,Mwantimba,Wet,Wet_Ag1_T4,A1,Main,agriculture,collection,Dry,02/10/2017,10:59,26.9,8
101,Mwantimba,Wet,Wet_Ag1_T5,A1,Main,agriculture,collection,Dry,02/10/2017,11:00,27.9,9.5
102,Mwantimba,Wet,Wet_Ag1_T6,A1,Main,agriculture,collection,Dry,02/10/2017,11:03,28,8.8
103,Mwantimba,Wet,Wet_Ag1_T7,A1,Main,agriculture,collection,Dry,02/10/2017,11:06,27.4,9.8
104,Mwantimba,Wet,Wet_Ag1_T8,A1,Main,agriculture,collection,Dry,02/10/2017,11:09,27.5,11
105,Mwantimba,Wet,Wet_Ag2_T1,A2,Main,agriculture,collection,Dry,02/10/2017,11:29,28.3,9.4
106,Mwantimba,Wet,Wet_Ag2_T2,A2,Main,agriculture,collection,Dry,02/10/2017,11:34,31.5,6.5
107,Mwantimba,Wet,Wet_Ag2_T3,A2,Main,agriculture,collection,Dry,02/10/2017,11:19,29.1,5
108,Mwantimba,Wet,Wet_Ag2_T4,A2,Main,agriculture,collection,Dry,02/10/2017,11:25,29.9,9.8
109,Mwantimba,Wet,Wet_Ag2_T5,A2,Main,agriculture,collection,Dry,02/10/2017,11:27,28.9,9.9
110,Mwantimba,Wet,Wet_Ag2_T6,A2,Main,agriculture,collection,Dry,02/10/2017,11:31,29.6,8.8
111,Mwantimba,Wet,Wet_Ag2_T7,A2,Main,agriculture,collection,Dry,02/10/2017,11:32,27.9,9.5
112,Mwantimba,Wet,Wet_Ag2_T8,A2,Main,agriculture,collection,Dry,,,,
113,Mwantimba,Wet,Wet_Ag3_T1,A3,Main,agriculture,collection,Dry,30/09/2017,13:37,31,6.9
114,Mwantimba,Wet,Wet_Ag3_T2,A3,Main,agriculture,collection,Dry,30/09/2017,13:39,29.6,17
115,Mwantimba,Wet,Wet_Ag3_T3,A3,Main,agriculture,collection,Dry,30/09/2017,13:41,30.9,9.8
116,Mwantimba,Wet,Wet_Ag3_T4,A3,Main,agriculture,collection,Dry,30/09/2017,13:30,30.9,11.5
117,Mwantimba,Wet,Wet_Ag3_T5,A3,Main,agriculture,collection,Dry,30/09/2017,13:23,30.5,14.7
118,Mwantimba,Wet,Wet_Ag3_T6,A3,Main,agriculture,collection,Dry,30/09/2017,13:32,29.7,10.3
119,Mwantimba,Wet,Wet_Ag3_T7,A3,Main,agriculture,collection,Dry,30/09/2017,13:34,29.5,11
120,Mwantimba,Wet,Wet_Ag3_T8,A3,Main,agriculture,collection,Dry,,,,
121,Mwantimba,Wet,Wet_Ag4_T1,A4,Main,agriculture,collection,Dry,30/09/2017,12:52,31.5,7.3
122,Mwantimba,Wet,Wet_Ag4_T2,A4,Main,agriculture,collection,Dry,30/09/2017,13:03,30.3,14.3
123,Mwantimba,Wet,Wet_Ag4_T3,A4,Main,agriculture,collection,Dry,30/09/2017,13:14,28.3,13.6
124,Mwantimba,Wet,Wet_Ag4_T4,A4,Main,agriculture,collection,Dry,30/09/2017,13:11,28,11.6
125,Mwantimba,Wet,Wet_Ag4_T5,A4,Main,agriculture,collection,Dry,30/09/2017,13:09,28.6,17.5
126,Mwantimba,Wet,Wet_Ag4_T6,A4,Main,agriculture,collection,Dry,,,,
127,Mwantimba,Wet,Wet_Ag4_T7,A4,Main,agriculture,collection,Dry,30/09/2017,13:16,28.7,13.6
128,Mwantimba,Wet,Wet_Ag4_T8,A4,Main,agriculture,collection,Dry,30/09/2017,13:05,30.5,13.9
129,Mwantimba,Wet,Wet_P1_T1,P1,Main,pasture,collection,Dry,30/09/2017,10:25,27.6,17.5
130,Mwantimba,Wet,Wet_P1_T2,P1,Main,pasture,collection,Dry,30/09/2017,10:27,27.3,12.4
131,Mwantimba,Wet,Wet_P1_T3,P1,Main,pasture,collection,Dry,30/09/2017,10:30,28.2,12.4
132,Mwantimba,Wet,Wet_P1_T4,P1,Main,pasture,collection,Dry,,,,
133,Mwantimba,Wet,Wet_P1_T5,P1,Main,pasture,collection,Dry,30/09/2017,10:13,28.9,11.6
134,Mwantimba,Wet,Wet_P1_T6,P1,Main,pasture,collection,Dry,30/09/2017,10:18,28.6,7.8
135,Mwantimba,Wet,Wet_P1_T7,P1,Main,pasture,collection,Dry,30/09/2017,10:24,28.3,11.8
136,Mwantimba,Wet,Wet_P1_T8,P1,Main,pasture,collection,Dry,30/09/2017,10:22,29.1,6.5
137,Mwantimba,Wet,Wet_P2_T1,P2,Main,pasture,collection,Dry,30/09/2017,11:44,28.6,12.1
138,Mwantimba,Wet,Wet_P2_T2,P2,Main,pasture,collection,Dry,30/09/2017,12:00,28.9,9.1
139,Mwantimba,Wet,Wet_P2_T3,P2,Main,pasture,collection,Dry,30/09/2017,12:05,29,17.1
140,Mwantimba,Wet,Wet_P2_T4,P2,Main,pasture,collection,Dry,30/09/2017,11:50,30.6,9.3
141,Mwantimba,Wet,Wet_P2_T5,P2,Main,pasture,collection,Dry,,,,
142,Mwantimba,Wet,Wet_P2_T6,P2,Main,pasture,collection,Dry,30/09/2017,11:38,29.8,10.7
143,Mwantimba,Wet,Wet_P2_T7,P2,Main,pasture,collection,Dry,30/09/2017,11:56,28.8,18.7
144,Mwantimba,Wet,Wet_P2_T8,P2,Main,pasture,collection,Dry,30/09/2017,11:53,30.5,16
145,Mwantimba,Wet,Wet_P3_T1,P3,Main,pasture,collection,Dry,02/10/2017,09:47,28.8,7.1
146,Mwantimba,Wet,Wet_P3_T2,P3,Main,pasture,collection,Dry,02/10/2017,09:42,27.9,9.6
147,Mwantimba,Wet,Wet_P3_T3,P3,Main,pasture,collection,Dry,02/10/2017,09:49,27.6,6.2
148,Mwantimba,Wet,Wet_P3_T4,P3,Main,pasture,collection,Dry,02/10/2017,09:50,29,8.4
149,Mwantimba,Wet,Wet_P3_T5,P3,Main,pasture,collection,Dry,02/10/2017,09:52,27.7,7.4
150,Mwantimba,Wet,Wet_P3_T6,P3,Main,pasture,collection,Dry,02/10/2017,09:39,27.5,8.1
151,Mwantimba,Wet,Wet_P3_T7,P3,Main,pasture,collection,Dry,,,,
152,Mwantimba,Wet,Wet_P3_T8,P3,Main,pasture,collection,Dry,02/10/2017,09:57,26,6.4
153,Mwantimba,Wet,Wet_P4_T1,P4,Main,pasture,collection,Dry,02/10/2017,10:16,27.8,6.4
154,Mwantimba,Wet,Wet_P4_T2,P4,Main,pasture,collection,Dry,02/10/2017,10:12,28,4.3
155,Mwantimba,Wet,Wet_P4_T3,P4,Main,pasture,collection,Dry,02/10/2017,10:14,27.6,5.3
156,Mwantimba,Wet,Wet_P4_T4,P4,Main,pasture,collection,Dry,02/10/2017,10:26,28.5,4.3
157,Mwantimba,Wet,Wet_P4_T5,P4,Main,pasture,collection,Dry,02/10/2017,10:07,28.4,5.7
158,Mwantimba,Wet,Wet_P4_T6,P4,Main,pasture,collection,Dry,02/10/2017,10:22,27.9,5
159,Mwantimba,Wet,Wet_P4_T7,P4,Main,pasture,collection,Dry,,,,
160,Mwantimba,Wet,Wet_P4_T8,P4,Main,pasture,collection,Dry,02/10/2017,10:28,28.6,6.4
161,Handajega,Wet,Wet_W1_T1,W1,Main,wild,collection,Dry,01/10/2017,10:17,30.1,7.7
162,Handajega,Wet,Wet_W1_T2,W1,Main,wild,collection,Dry,01/10/2017,10:20,30.1,4.3
163,Handajega,Wet,Wet_W1_T3,W1,Main,wild,collection,Dry,01/10/2017,10:23,30.1,4.9
164,Handajega,Wet,Wet_W1_T4,W1,Main,wild,collection,Dry,01/10/2017,10:25,29.5,6.9
165,Handajega,Wet,Wet_W1_T5,W1,Main,wild,collection,Dry,01/10/2017,10:38,30.5,6.9
166,Handajega,Wet,Wet_W1_T6,W1,Main,wild,collection,Dry,01/10/2017,10:28,27.8,5.2
167,Handajega,Wet,Wet_W1_T7,W1,Main,wild,collection,Dry,,,,
168,Handajega,Wet,Wet_W1_T8,W1,Main,wild,collection,Dry,01/10/2017,10:08,28.3,3.2
169,Handajega,Wet,Wet_W2_T1,W2,Main,wild,collection,Dry,01/10/2017,11:59,31.5,7.7
170,Handajega,Wet,Wet_W2_T2,W2,Main,wild,collection,Dry,01/10/2017,11:56,30.9,7.2
171,Handajega,Wet,Wet_W2_T3,W2,Main,wild,collection,Dry,01/10/2017,12:02,30.9,6.7
172,Handajega,Wet,Wet_W2_T4,W2,Main,wild,collection,Dry,,,,
173,Handajega,Wet,Wet_W2_T5,W2,Main,wild,collection,Dry,01/10/2017,11:50,30.9,8.1
174,Handajega,Wet,Wet_W2_T6,W2,Main,wild,collection,Dry,01/10/2017,12:17,29.4,7.2
175,Handajega,Wet,Wet_W2_T7,W2,Main,wild,collection,Dry,01/10/2017,12:07,31,7.8
176,Handajega,Wet,Wet_W2_T8,W2,Main,wild,collection,Dry,01/10/2017,12:12,31.6,5.5
177,Handajega,Wet,Wet_W3_T1,W3,Main,wild,collection,Dry,01/10/2017,15:07,32.2,5.6
178,Handajega,Wet,Wet_W3_T2,W3,Main,wild,collection,Dry,01/10/2017,15:13,33.7,2.8
179,Handajega,Wet,Wet_W3_T3,W3,Main,wild,collection,Dry,01/10/2017,15:15,33.6,3
180,Handajega,Wet,Wet_W3_T4,W3,Main,wild,collection,Dry,01/10/2017,15:28,33.6,7.7
181,Handajega,Wet,Wet_W3_T5,W3,Main,wild,collection,Dry,01/10/2017,15:24,33.4,4.4
182,Handajega,Wet,Wet_W3_T6,W3,Main,wild,collection,Dry,01/10/2017,15:25,34.7,7.6
183,Handajega,Wet,Wet_W3_T7,W3,Main,wild,collection,Dry,,,,
184,Handajega,Wet,Wet_W3_T8,W3,Main,wild,collection,Dry,01/10/2017,15:21,27.8,4.3
185,Handajega,Wet,Wet_W4_T1,W4,Main,wild,collection,Dry,01/10/2017,16:22,34,5.4
186,Handajega,Wet,Wet_W4_T2,W4,Main,wild,collection,Dry,01/10/2017,16:40,33.7,10.7
187,Handajega,Wet,Wet_W4_T3,W4,Main,wild,collection,Dry,01/10/2017,16:42,35.2,6.6
188,Handajega,Wet,Wet_W4_T4,W4,Main,wild,collection,Dry,01/10/2017,16:34,33.2,8.4
189,Handajega,Wet,Wet_W4_T5,W4,Main,wild,collection,Dry,01/10/2017,16:32,30.9,5.2
190,Handajega,Wet,Wet_W4_T6,W4,Main,wild,collection,Dry,01/10/2017,16:31,36.3,4.4
191,Handajega,Wet,Wet_W4_T7,W4,Main,wild,collection,Dry,01/10/2017,16:27,35.8,7.5
192,Handajega,Wet,Wet_W4_T8,W4,Main,wild,collection,Dry,,,,
193,Makao,Dry,Dry_Ag1_CG4,3,CG,wild,collection,Dry,26/09/2017,11:06,28.4,5.8
194,Makao,Dry,Dry_Ag2_CG3,6,CG,wild,collection,Dry,26/09/2017,10:51,28.9,4.8
195,Makao,Dry,Dry_Ag3_CG2,4,CG,wild,collection,Dry,26/09/2017,10:22,27.1,12.9
196,Makao,Dry,Dry_Ag4_CG1,4,CG,wild,collection,Dry,26/09/2017,09:57,27.1,15
197,Makao,Dry,Dry_P1_CG2,1,CG,wild,collection,Dry,26/09/2017,10:14,28.5,6.9
198,Makao,Dry,Dry_P2_CG3,2,CG,wild,collection,Dry,26/09/2017,10:41,28.4,5.4
199,Makao,Dry,Dry_P3_CG1,1,CG,wild,collection,Dry,26/09/2017,09:44,27.3,6.8
200,Makao,Dry,Dry_P4_CG4,7,CG,wild,collection,Dry,26/09/2017,11:14,,8.5
201,Maswa,Dry,Dry_W3_CG4,5,CG,wild,collection,Dry,26/09/2017,11:09,27.6,9.5
202,Maswa,Dry,Dry_W2_CG1,5,CG,wild,collection,Dry,26/09/2017,10:08,27.2,5.3
203,Maswa,Dry,Dry_W1_CG2,7,CG,wild,collection,Dry,26/09/2017,10:32,27.2,10.9
204,Maswa,Dry,Dry_W4_CG3,4,CG,wild,collection,Dry,26/09/2017,10:44,27.7,9.3
205,Mwantimba,Wet,Wet_Ag1_CG2,6,CG,wild,collection,Dry,26/09/2017,10:48,27.5,8.1
206,Mwantimba,Wet,Wet_Ag2_CG1,3,CG,wild,collection,Dry,26/09/2017,09:48,26.7,5.9
207,Mwantimba,Wet,Wet_Ag3_CG4,1,CG,wild,collection,Dry,26/09/2017,11:00,28.1,3.6
208,Mwantimba,Wet,Wet_Ag4_CG3,3,CG,wild,collection,Dry,26/09/2017,10:42,28.6,7.7
209,Mwantimba,Wet,Wet_P1_CG2,3,CG,wild,collection,Dry,26/09/2017,10:17,28.1,8.8
210,Mwantimba,Wet,Wet_P2_CG4,2,CG,wild,collection,Dry,26/09/2017,11:02,27.9,6.4
211,Mwantimba,Wet,Wet_P3_CG1,2,CG,wild,collection,Dry,26/09/2017,09:47,27.7,8.1
215,Handajega,Wet,Wet_W3_CG1,7,CG,wild,collection,Dry,26/09/2017,10:03,27.3,4.3
212,Mwantimba,Wet,Wet_P4_CG3,5,CG,wild,collection,Dry,26/09/2017,10:48,27.5,8.1
213,Handajega,Wet,Wet_W1_CG4,6,CG,wild,collection,Dry,26/09/2017,11:13,28.2,3.6
214,Handajega,Wet,Wet_W2_CG3,7,CG,wild,collection,Dry,26/09/2017,10:56,28.3,7.8
216,Handajega,Wet,Wet_W4_CG2,2,CG,wild,collection,Dry,26/09/2017,10:16,29.2,7.7
217,Seronera,Intermediate,Local1_CG1,6,CG,wild,collection,Dry,26/09/2017,10:02,26.9,8.7
218,Seronera,Intermediate,Local2_CG2,5,CG,wild,collection,Dry,26/09/2017,10:28,28.3,8.4
219,Seronera,Intermediate,Local3_CG3,1,CG,wild,collection,Dry,26/09/2017,10:38,27.9,8.6
220,Seronera,Intermediate,Local4_CG4,4,CG,wild,collection,Dry,26/09/2017,11:16,28.3,6
1,Makao,Dry,Dry_Ag1_T1,A1,Main,agriculture,placement,Wet,31/01/2017,12:30,23.4,17.3
2,Makao,Dry,Dry_Ag1_T2,A1,Main,agriculture,placement,Wet,31/01/2017,12:30,23.5,17.4
3,Makao,Dry,Dry_Ag1_T3,A1,Main,agriculture,placement,Wet,31/01/2017,12:35,24.7,17.4
4,Makao,Dry,Dry_Ag1_T4,A1,Main,agriculture,placement,Wet,31/01/2017,12:40,25.4,17.4
5,Makao,Dry,Dry_Ag1_T5,A1,Main,agriculture,placement,Wet,31/01/2017,12:45,24.3,13.8
6,Makao,Dry,Dry_Ag1_T6,A1,Main,agriculture,placement,Wet,31/01/2017,12:45,23.4,13.8
7,Makao,Dry,Dry_Ag1_T7,A1,Main,agriculture,placement,Wet,31/01/2017,12:45,26.4,9.8
8,Makao,Dry,Dry_Ag1_T8,A1,Main,agriculture,placement,Wet,31/01/2017,12:50,24.9,12.4
9,Makao,Dry,Dry_Ag2_T1,A2,Main,agriculture,placement,Wet,31/01/2017,15:22,22.6,19.5
10,Makao,Dry,Dry_Ag2_T2,A2,Main,agriculture,placement,Wet,31/01/2017,15:25,22.2,20.7
11,Makao,Dry,Dry_Ag2_T3,A2,Main,agriculture,placement,Wet,31/01/2017,15:30,22.3,31.2
12,Makao,Dry,Dry_Ag2_T4,A2,Main,agriculture,placement,Wet,31/01/2017,15:35,21.7,25.8
13,Makao,Dry,Dry_Ag2_T5,A2,Main,agriculture,placement,Wet,31/01/2017,15:40,22.1,31.1
14,Makao,Dry,Dry_Ag2_T6,A2,Main,agriculture,placement,Wet,31/01/2017,15:41,21.7,22.4
15,Makao,Dry,Dry_Ag2_T7,A2,Main,agriculture,placement,Wet,31/01/2017,15:50,21.9,35.1
16,Makao,Dry,Dry_Ag2_T8,A2,Main,agriculture,placement,Wet,31/01/2017,15:55,22.3,22.3
17,Makao,Dry,Dry_Ag3_T1,A3,Main,agriculture,placement,Wet,01/02/2017,07:15,19.6,37.4
18,Makao,Dry,Dry_Ag3_T2,A3,Main,agriculture,placement,Wet,01/02/2017,07:20,19.4,38.4
19,Makao,Dry,Dry_Ag3_T3,A3,Main,agriculture,placement,Wet,01/02/2017,07:20,18.9,41.2
20,Makao,Dry,Dry_Ag3_T4,A3,Main,agriculture,placement,Wet,01/02/2017,07:25,19,43.1
21,Makao,Dry,Dry_Ag3_T5,A3,Main,agriculture,placement,Wet,01/02/2017,07:30,19,33.7
22,Makao,Dry,Dry_Ag3_T6,A3,Main,agriculture,placement,Wet,01/02/2017,07:35,19.1,38.1
23,Makao,Dry,Dry_Ag3_T7,A3,Main,agriculture,placement,Wet,01/02/2017,07:35,19.1,37.2
24,Makao,Dry,Dry_Ag3_T8,A3,Main,agriculture,placement,Wet,01/02/2017,07:40,18.9,39.9
25,Makao,Dry,Dry_Ag4_T1,A4,Main,agriculture,placement,Wet,01/02/2017,07:40,19,39.7
26,Makao,Dry,Dry_Ag4_T2,A4,Main,agriculture,placement,Wet,01/02/2017,07:45,18.7,38
27,Makao,Dry,Dry_Ag4_T3,A4,Main,agriculture,placement,Wet,01/02/2017,07:45,19,36.7
28,Makao,Dry,Dry_Ag4_T4,A4,Main,agriculture,placement,Wet,01/02/2017,07:50,19.4,41.5
29,Makao,Dry,Dry_Ag4_T5,A4,Main,agriculture,placement,Wet,01/02/2017,07:50,18.9,32.5
30,Makao,Dry,Dry_Ag4_T6,A4,Main,agriculture,placement,Wet,01/02/2017,07:55,18.7,30.7
31,Makao,Dry,Dry_Ag4_T7,A4,Main,agriculture,placement,Wet,01/02/2017,07:55,19.8,36.6
32,Makao,Dry,Dry_Ag4_T8,A4,Main,agriculture,placement,Wet,01/02/2017,08:00,18.8,36.3
33,Makao,Dry,Dry_P1_T1,P1,Main,pasture,placement,Wet,30/01/2017,16:10,25.1,30.5
34,Makao,Dry,Dry_P1_T2,P1,Main,pasture,placement,Wet,30/01/2017,17:15,24.6,21
35,Makao,Dry,Dry_P1_T3,P1,Main,pasture,placement,Wet,30/01/2017,17:15,24.2,10.9
36,Makao,Dry,Dry_P1_T4,P1,Main,pasture,placement,Wet,30/01/2017,17:50,24.8,14.1
37,Makao,Dry,Dry_P1_T5,P1,Main,pasture,placement,Wet,30/01/2017,17:55,24.8,16.2
38,Makao,Dry,Dry_P1_T6,P1,Main,pasture,placement,Wet,30/01/2017,17:15,23.2,20.9
39,Makao,Dry,Dry_P1_T7,P1,Main,pasture,placement,Wet,30/01/2017,18:00,23.7,26.9
40,Makao,Dry,Dry_P1_T8,P1,Main,pasture,placement,Wet,30/01/2017,18:05,24.3,31.9
41,Makao,Dry,Dry_P2_T1,P2,Main,pasture,placement,Wet,31/01/2017,09:50,20.9,21.9
42,Makao,Dry,Dry_P2_T2,P2,Main,pasture,placement,Wet,31/01/2017,09:55,20.3,19
43,Makao,Dry,Dry_P2_T3,P2,Main,pasture,placement,Wet,31/01/2017,10:00,20.9,18.3
44,Makao,Dry,Dry_P2_T4,P2,Main,pasture,placement,Wet,31/01/2017,10:15,20.9,20.6
45,Makao,Dry,Dry_P2_T5,P2,Main,pasture,placement,Wet,31/01/2017,10:20,20.1,24.4
46,Makao,Dry,Dry_P2_T6,P2,Main,pasture,placement,Wet,31/01/2017,10:25,20.1,22.5
47,Makao,Dry,Dry_P2_T7,P2,Main,pasture,placement,Wet,31/01/2017,10:30,20.3,23.7
48,Makao,Dry,Dry_P2_T8,P2,Main,pasture,placement,Wet,31/01/2017,10:35,20.5,21.8
49,Makao,Dry,Dry_P3_T1,P3,Main,pasture,placement,Wet,31/01/2017,10:50,22,26.2
50,Makao,Dry,Dry_P3_T2,P3,Main,pasture,placement,Wet,31/01/2017,10:55,22.4,31.4
51,Makao,Dry,Dry_P3_T3,P3,Main,pasture,placement,Wet,31/01/2017,11:00,22.8,20.2
52,Makao,Dry,Dry_P3_T4,P3,Main,pasture,placement,Wet,31/01/2017,11:05,22.2,29.8
53,Makao,Dry,Dry_P3_T5,P3,Main,pasture,placement,Wet,31/01/2017,11:10,22.2,20.2
54,Makao,Dry,Dry_P3_T6,P3,Main,pasture,placement,Wet,31/01/2017,11:15,22.2,30.1
55,Makao,Dry,Dry_P3_T7,P3,Main,pasture,placement,Wet,31/01/2017,11:20,22.1,33
56,Makao,Dry,Dry_P3_T8,P3,Main,pasture,placement,Wet,31/01/2017,11:20,22,29.5
57,Makao,Dry,Dry_P4_T1,P4,Main,pasture,placement,Wet,31/01/2017,11:30,21.7,31.6
58,Makao,Dry,Dry_P4_T2,P4,Main,pasture,placement,Wet,31/01/2017,11:35,22.6,31.6
