Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots 
Wet;83;Maswa;Dry;Wild;3;Dry_W3_T3;Open;Green;G494;1.903;1.653;5.51;1.562;0.902;0.751;18.526;0.612;01.02.2017;25.03.2017;52;0.902;0.950;194.930098;38.69;26.81;34.50;clay loam;4.55;6.4;42;M;1;30.10;25.05;-3.295743037;34.85230903;NO;NO;YES
Wet;84;Maswa;Dry;Wild;3;Dry_W3_T4;Open;Green;G291;2.088;1.838;5.51;1.737;0.903;0.752;11.923;0.663;01.02.2017;25.03.2017;52;1.086;1.074;194.930098;38.69;26.81;34.50;clay loam;5.55;5.5;55.8;M;1;27.75;23.6;-3.295795005;34.85232001;NO;NO;YES
Wet;85;Maswa;Dry;Wild;3;Dry_W3_T5;Open;Green;G308;1.982;1.732;5.51;1.637;1.256;1.105;39.802;0.665;01.02.2017;25.03.2017;52;0.627;0.971;194.930098;38.69;26.81;34.50;clay loam;6.55;8.6;3.8;O;0;26.55;23.15;-3.295710012;34.85228397;NO;YES;YES
Wet;86;Maswa;Dry;Wild;3;Dry_W3_T6;Open;Green;G723;2.013;1.763;5.51;1.666;0.783;0.632;7.468;0.585;01.02.2017;25.03.2017;52;1.131;1.081;194.930098;38.69;26.81;34.50;clay loam;7.55;3.7;7.5;O;0;24.05;25.8;-3.29561404;34.85213703;NO;NO;YES
Wet;87;Maswa;Dry;Wild;3;Dry_W3_T7;Open;Green;G628;2.074;1.824;5.51;1.724;0.864;0.713;12.740;0.622;01.02.2017;25.03.2017;52;1.111;1.101;194.930098;38.69;26.81;34.50;clay loam;8.55;7.5;12.6;O;1;25.85;21.55;-3.295904975;34.85213603;YES;YES;YES
Wet;88;Maswa;Dry;Wild;3;Dry_W3_T8;Open;Green;G569;1.995;1.745;5.51;1.649;;;;;01.02.2017;;;;;;38.69;26.81;34.50;clay loam;9.55;;;;;29.70;21.4;-3.295953004;34.85242504;NO;NO;NO
Wet;89;Maswa;Dry;Wild;4;Dry_W4_T1;Open;Green;G339;2.022;1.772;5.51;1.674;;;;;01.02.2017;25.03.2017;52;;;194.930098;28.15;25.09;46.77;sandy clay loam;2.17;7.3;35.8;O;0;20.95;24.45;-3.296670998;34.85440702;NO;NO;NO
Wet;90;Maswa;Dry;Wild;4;Dry_W4_T2;Open;Green;G592;2.070;1.820;5.51;1.720;1.078;0.927;33.167;0.620;01.02.2017;25.03.2017;52;0.893;1.100;194.930098;28.15;25.09;46.77;sandy clay loam;3.17;7.7;30.4;O;0;27.50;23.85;-3.296686001;34.85437199;NO;NO;NO
Wet;91;Maswa;Dry;Wild;4;Dry_W4_T3;Open;Green;G472;1.971;1.721;5.51;1.626;0.761;0.610;13.070;0.531;01.02.2017;25.03.2017;52;1.111;1.096;194.930098;28.15;25.09;46.77;sandy clay loam;4.17;6.1;39.4;O;1;26.40;24.35;-3.296618024;34.85446402;NO;YES;YES
Wet;92;Maswa;Dry;Wild;4;Dry_W4_T4;Open;Green;G529;2.089;1.839;5.51;1.738;0.765;0.614;11.868;0.541;01.02.2017;25.03.2017;52;1.225;1.196;194.930098;28.15;25.09;46.77;sandy clay loam;5.17;7.7;24.8;O;1;26.45;22.6;-3.296553986;34.85445597;YES;YES;NO
Wet;93;Maswa;Dry;Wild;4;Dry_W4_T5;Open;Green;G636;2.133;1.883;5.51;1.779;0.796;0.646;13.478;0.559;01.02.2017;25.03.2017;52;1.238;1.221;194.930098;28.15;25.09;46.77;sandy clay loam;6.17;6.6;40;O;1;25.25;23.5;-3.296478968;34.854331;NO;NO;YES
Wet;94;Maswa;Dry;Wild;4;Dry_W4_T6;Open;Green;G534;2.169;1.919;5.51;1.813;;;;;01.02.2017;;;;;;28.15;25.09;46.77;sandy clay loam;7.17;;;;;36.20;22;-3.29646497;34.85434097;NO;NO;NO
Wet;95;Maswa;Dry;Wild;4;Dry_W4_T7;Open;Green;G641;2.140;1.890;5.51;1.786;1.254;1.103;33.235;0.737;01.02.2017;25.03.2017;52;0.787;1.049;194.930098;28.15;25.09;46.77;sandy clay loam;8.17;5.4;15.2;O;0;28.85;23.2;-3.296725983;34.854216;YES;YES;YES
Wet;96;Maswa;Dry;Wild;4;Dry_W4_T8;Open;Green;G479;1.982;1.732;5.51;1.637;0.904;0.754;16.840;0.627;01.02.2017;25.03.2017;52;0.979;1.010;194.930098;28.15;25.09;46.77;sandy clay loam;9.17;4;34.4;O;0;16.80;24.3;-3.296836037;34.85446201;NO;NO;YES
Wet;97;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T1;Open;Green;G741;2.102;1.852;5.51;1.750;0.607;0.456;20.518;0.363;27.01.2017;22.03.2017;54;1.396;1.387;206.8514082;45.96;14.92;39.12;clay;2.04;2.4;8.9;G;1;19.25;28.75;-2.369162031;34.06028104;NO;NO;NO
Wet;98;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T2;Open;Green;G610;2.038;1.788;5.51;1.690;0.566;0.415;14.683;0.354;27.01.2017;22.03.2017;54;1.373;1.335;206.8514082;45.96;14.92;39.12;clay;3.04;7.8;4.45;G;1;22.25;29.85;-2.369224979;34.06028599;NO;NO;NO
Wet;99;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T3;Open;Green;G765;2.080;1.830;5.51;1.729;0.652;0.501;16.733;0.417;27.01.2017;22.03.2017;54;1.329;1.312;206.8514082;45.96;14.92;39.12;clay;4.04;5.1;2.3;G;0;17.95;30.85;-2.369284993;34.06028104;NO;NO;YES
Wet;100;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T4;Open;Green;G728;1.962;1.712;5.51;1.618;0.597;0.446;12.794;0.389;27.01.2017;22.03.2017;54;1.266;1.228;206.8514082;45.96;14.92;39.12;clay;5.04;1.6;15;G;1;16.50;29.85;-2.369198995;34.06020803;YES;NO;NO
Wet;101;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T5;Open;Green;G808;1.860;1.610;5.51;1.521;0.548;0.398;16.815;0.331;27.01.2017;22.03.2017;54;1.213;1.191;206.8514082;45.96;14.92;39.12;clay;6.04;4.35;17;G;1;22.55;31.15;-2.369190026;34.06017702;NO;YES;NO
Wet;102;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T6;Open;Green;G892;1.951;1.701;5.51;1.607;0.631;0.480;12.704;0.419;27.01.2017;22.03.2017;54;1.221;1.188;206.8514082;45.96;14.92;39.12;clay;7.04;7.7;21;G;1;21.10;31.8;-2.369135041;34.06018297;NO;NO;NO
Wet;103;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T7;Open;Green;G869;2.049;1.799;5.51;1.700;0.558;0.407;13.926;0.351;27.01.2017;22.03.2017;54;1.392;1.349;206.8514082;45.96;14.92;39.12;clay;8.04;3.25;16;G;1;20.45;30.25;-2.369133029;34.06023301;NO;NO;NO
Wet;104;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T8;Open;Green;G881;1.957;1.707;5.51;1.613;0.610;0.459;13.465;0.398;27.01.2017;22.03.2017;54;1.248;1.216;206.8514082;45.96;14.92;39.12;clay;9.04;10.5;17;G;1;21.60;29.3;-2.369291028;34.06016202;NO;NO;NO
Wet;105;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T1;Open;Green;G729;1.984;1.734;5.51;1.639;0.724;0.573;19.720;0.460;27.01.2017;22.03.2017;54;1.161;1.178;206.8514082;34.34;19.23;46.43;sandy clay loam;1.75;5.5;23.5;M;0;11.35;32.15;-2.369808024;34.05967101;NO;NO;NO
Wet;106;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T2;Open;Green;G837;1.191;0.941;5.51;0.889;0.620;0.469;13.952;0.404;27.01.2017;22.03.2017;54;0.472;0.485;206.8514082;34.34;19.23;46.43;sandy clay loam;2.75;8.6;17;M;0;12.40;32.95;-2.369762007;34.05973001;NO;NO;YES
Wet;107;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T3;Open;Green;G688;2.125;1.875;5.51;1.772;0.609;0.458;14.505;0.392;27.01.2017;22.03.2017;54;1.417;1.380;206.8514082;34.34;19.23;46.43;sandy clay loam;3.75;3.85;15.5;M;0;11.30;32.45;-2.369840965;34.059814;NO;NO;YES
Wet;108;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T4;Open;Green;G883;2.073;1.823;5.51;1.723;0.672;0.521;14.879;0.444;27.01.2017;22.03.2017;54;1.302;1.279;206.8514082;34.34;19.23;46.43;sandy clay loam;4.75;9.7;22.5;M;0;15.10;31.55;-2.369862003;34.05975902;NO;NO;YES
Wet;109;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T5;Open;Green;G704;2.022;1.772;5.51;1.674;0.630;0.480;7.734;0.443;27.01.2017;22.03.2017;54;1.293;1.232;206.8514082;34.34;19.23;46.43;sandy clay loam;5.75;10.5;22.5;M;0;9.00;33.5;-2.369839037;34.059714;NO;YES;NO
Wet;110;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T6;Open;Green;G742;2.051;1.801;5.51;1.702;0.579;0.428;13.254;0.371;27.01.2017;22.03.2017;54;1.373;1.330;206.8514082;34.34;19.23;46.43;sandy clay loam;6.75;5.75;22.5;M;0;16.95;30.5;-2.369754966;34.05966899;NO;NO;NO
Wet;111;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T7;Open;Green;G831;2.119;1.869;5.51;1.766;0.662;0.511;14.362;0.438;27.01.2017;22.03.2017;54;1.358;1.328;206.8514082;34.34;19.23;46.43;sandy clay loam;7.75;6.1;26;M;0;11.10;32.65;-2.369733006;34.05961501;NO;NO;NO
Wet;112;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T8;Open;Green;G899;2.013;1.763;5.51;1.666;0.719;0.568;25.775;0.422;27.01.2017;22.03.2017;54;1.195;1.244;206.8514082;34.34;19.23;46.43;sandy clay loam;8.75;11.5;15;M;0;15.20;31.45;-2.36967098;34.05973596;NO;YES;NO
Wet;113;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T1;Open;Green;G724;2.029;1.779;5.51;1.681;0.611;0.460;15.414;0.389;27.01.2017;22.03.2017;54;1.319;1.292;206.8514082;27.96;4.92;67.12;sandy clay loam;0.89;26;88.5;G;0;8.70;32.4;-2.348719994;34.05139103;YES;NO;YES
Wet;114;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T2;Open;Green;G803;2.059;1.809;5.51;1.709;0.643;0.492;21.029;0.389;27.01.2017;22.03.2017;54;1.317;1.321;206.8514082;27.96;4.92;67.12;sandy clay loam;1.89;16.5;87.5;G;0;12.90;30.45;-2.348716976;34.05148499;NO;YES;YES
Wet;115;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T3;Open;Green;G693;2.071;1.821;5.51;1.721;0.634;0.483;16.569;0.403;27.01.2017;22.03.2017;54;1.338;1.317;206.8514082;27.96;4.92;67.12;sandy clay loam;2.89;19;79.5;G;1;9.95;31.7;-2.348780008;34.05149597;NO;NO;YES
Wet;116;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T4;Open;Green;G897;2.030;1.780;5.51;1.682;0.679;0.528;16.165;0.443;27.01.2017;22.03.2017;54;1.252;1.239;206.8514082;27.96;4.92;67.12;sandy clay loam;3.89;22.5;76;G;1;8.75;25.6;-2.348812027;34.05146697;NO;NO;NO
Wet;117;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T5;Open;Green;G789;2.109;1.859;5.51;1.757;0.798;0.647;28.215;0.465;27.01.2017;22.03.2017;54;1.212;1.292;206.8514082;27.96;4.92;67.12;sandy clay loam;4.89;23.5;76;G;1;5.70;31.75;-2.348814961;34.05143998;NO;YES;YES
Wet;118;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T6;Open;Green;G681;2.079;1.829;5.51;1.728;0.568;0.417;15.039;0.355;27.01.2017;22.03.2017;54;1.412;1.374;206.8514082;27.96;4.92;67.12;sandy clay loam;5.89;17.5;70.5;G;1;10.70;30.85;-2.348872963;34.05145498;YES;YES;YES
Wet;119;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T7;Open;Green;G657;1.991;1.741;5.51;1.645;0.701;0.550;15.712;0.464;27.01.2017;22.03.2017;54;1.191;1.181;206.8514082;27.96;4.92;67.12;sandy clay loam;6.89;18.5;74.5;G;1;11.05;30.45;-2.348858966;34.05138901;NO;NO;YES
Wet;120;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T8;Open;Green;G758;2.031;1.781;5.51;1.683;0.671;0.521;20.466;0.414;27.01.2017;22.03.2017;54;1.261;1.269;206.8514082;27.96;4.92;67.12;sandy clay loam;7.89;19;98.5;G;0;14.95;30.3;-2.348644976;34.05149597;NO;YES;NO
Wet;121;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T1;Open;Green;G666;2.082;1.832;5.51;1.731;0.635;0.484;11.971;0.426;27.01.2017;22.03.2017;54;1.348;1.305;206.8514082;17.96;4.92;77.12;sandy loam;2.02;9.65;63;G;0;9.55;30.75;-2.349263979;34.05146403;NO;NO;YES
Wet;122;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T2;Open;Green;G860;1.957;1.707;5.51;1.613;0.768;0.617;32.607;0.416;27.01.2017;22.03.2017;54;1.090;1.197;206.8514082;17.96;4.92;77.12;sandy loam;3.02;3.1;53;G;0;11.80;30.65;-2.34923196;34.05142204;NO;YES;YES
Wet;123;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T3;Open;Green;G694;1.992;1.742;5.51;1.646;0.622;0.471;15.574;0.398;27.01.2017;22.03.2017;54;1.271;1.248;206.8514082;17.96;4.92;77.12;sandy loam;4.02;3.9;51;G;1;13.20;31.85;-2.349239001;34.05130402;NO;NO;YES
Wet;124;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T4;Open;Green;G867;1.907;1.657;5.51;1.566;;;31.594;;27.01.2017;22.03.2017;54;;;206.8514082;17.96;4.92;77.12;sandy loam;5.02;5.45;47;G;1;18.20;31.1;-2.349279989;34.05128097;NO;YES;YES
Wet;125;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T5;Open;Green;G793;2.046;1.796;5.51;1.697;0.772;0.621;27.919;0.448;27.01.2017;22.03.2017;54;1.175;1.249;206.8514082;17.96;4.92;77.12;sandy loam;6.02;9.3;43;G;1;19.25;32.05;-2.34933204;34.05132196;NO;YES;YES
Wet;126;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T6;Open;Green;G749;2.018;1.768;5.51;1.671;0.678;0.527;14.485;0.451;27.01.2017;22.03.2017;54;1.241;1.220;206.8514082;17.96;4.92;77.12;sandy loam;7.02;10.85;40;G;1;16.65;32;-2.349350983;34.05133202;NO;YES;YES
Wet;127;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T7;Open;Green;G898;1.893;1.643;5.51;1.553;0.591;0.440;18.250;0.360;27.01.2017;22.03.2017;54;1.203;1.193;206.8514082;17.96;4.92;77.12;sandy loam;8.02;5.35;58;G;1;15.80;31.55;-2.349185022;34.05126496;NO;YES;YES
Wet;128;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T8;Open;Green;G834;1.956;1.706;5.51;1.612;0.545;0.394;12.928;0.343;27.01.2017;22.03.2017;54;1.312;1.269;206.8514082;17.96;4.92;77.12;sandy loam;9.02;10.9;44;G;0;8.15;31.65;-2.349309996;34.05141802;NO;NO;YES
Wet;129;"Mwantimba
";Wet;Pasture;1;Wet_P1_T1;Open;Green;G819;1.977;1.727;5.51;1.632;0.597;0.447;16.048;0.375;27.01.2017;22.03.2017;54;1.281;1.257;206.8514082;31.21;11.38;57.41;sandy clay loam;1.73;2.4;2.4;O;1;15.05;28;-2.350336025;34.04966201;NO;NO;NO
Wet;130;"Mwantimba
";Wet;Pasture;1;Wet_P1_T2;Open;Green;G830;1.894;1.644;5.51;1.554;0.540;0.389;12.681;0.340;27.01.2017;22.03.2017;54;1.255;1.214;206.8514082;31.21;11.38;57.41;sandy clay loam;2.73;2.1;3.5;O;0;16.30;28.5;-2.350372989;34.04962697;NO;NO;YES
Wet;131;"Mwantimba
";Wet;Pasture;1;Wet_P1_T3;Open;Green;G746;2.198;1.948;5.51;1.841;0.661;0.511;16.725;0.425;27.01.2017;22.03.2017;54;1.438;1.415;206.8514082;31.21;11.38;57.41;sandy clay loam;3.73;4.5;7.5;O;0;9.30;28.95;-2.350325966;34.049617;NO;YES;NO
Wet;132;"Mwantimba
";Wet;Pasture;1;Wet_P1_T4;Open;Green;G725;2.027;1.777;5.51;1.679;0.568;0.418;14.356;0.358;27.01.2017;22.03.2017;54;1.360;1.322;206.8514082;31.21;11.38;57.41;sandy clay loam;4.73;0.7;9.8;G;1;18.55;28.95;-2.350480026;34.04955103;NO;NO;NO
Wet;133;"Mwantimba
";Wet;Pasture;1;Wet_P1_T5;Open;Green;G846;2.035;1.785;5.51;1.687;0.593;0.443;11.326;0.392;27.01.2017;22.03.2017;54;1.343;1.294;206.8514082;31.21;11.38;57.41;sandy clay loam;5.73;2.2;10;O;1;13.40;31.35;-2.350474996;34.04980198;NO;NO;NO
Wet;134;"Mwantimba
";Wet;Pasture;1;Wet_P1_T6;Open;Green;G756;2.146;1.896;5.51;1.792;0.694;0.543;17.214;0.450;27.01.2017;22.03.2017;54;1.353;1.342;206.8514082;31.21;11.38;57.41;sandy clay loam;6.73;1.1;15.4;O;1;12.70;30.15;-2.350355973;34.04980098;NO;NO;YES
Wet;135;"Mwantimba
";Wet;Pasture;1;Wet_P1_T7;Open;Green;G745;1.957;1.707;5.51;1.613;0.611;0.460;14.335;0.394;27.01.2017;22.03.2017;54;1.247;1.219;206.8514082;31.21;11.38;57.41;sandy clay loam;7.73;2.1;5.6;O;1;14.50;29.65;-2.350358991;34.049719;NO;NO;YES
Wet;136;"Mwantimba
";Wet;Pasture;1;Wet_P1_T8;Open;Green;G832;2.047;1.797;5.51;1.698;0.580;0.429;15.081;0.364;27.01.2017;22.03.2017;54;1.368;1.334;206.8514082;31.21;11.38;57.41;sandy clay loam;8.73;2.3;16.3;G;1;14.65;30.6;-2.350215996;34.04982202;NO;NO;YES
Wet;137;"Mwantimba
";Wet;Pasture;2;Wet_P2_T1;Open;Green;G805;1.981;1.731;5.51;1.636;1.574;1.423;15.663;1.200;27.01.2017;22.03.2017;54;0.308;0.435;206.8514082;33.96;8.92;57.12;sandy clay loam;2.07;1.2;32.4;G;1;15.50;28.5;-2.348596025;34.05007096;NO;NO;YES
Wet;138;"Mwantimba
";Wet;Pasture;2;Wet_P2_T2;Open;Green;G815;1.998;1.748;5.51;1.652;0.643;0.492;14.392;0.422;27.01.2017;22.03.2017;54;1.256;1.230;206.8514082;33.96;8.92;57.12;sandy clay loam;3.07;2.8;26.4;G;1;15.50;29.35;-2.348544979;34.05014698;NO;NO;YES
Wet;139;"Mwantimba
";Wet;Pasture;2;Wet_P2_T3;Open;Green;G798;2.089;1.839;5.51;1.738;0.735;0.584;19.704;0.469;27.01.2017;22.03.2017;54;1.255;1.269;206.8514082;33.96;8.92;57.12;sandy clay loam;4.07;5.7;19.4;G;1;16.85;28.65;-2.348720999;34.05012804;NO;NO;NO
Wet;140;"Mwantimba
";Wet;Pasture;2;Wet_P2_T4;Open;Green;G787;2.110;1.860;5.51;1.758;0.679;0.528;15.060;0.449;27.01.2017;22.03.2017;54;1.332;1.309;206.8514082;33.96;8.92;57.12;sandy clay loam;5.07;1.4;33.4;G;1;11.55;30.85;-2.348625027;34.05007096;NO;NO;NO
Wet;141;"Mwantimba
";Wet;Pasture;2;Wet_P2_T5;Open;Green;G900;2.091;1.841;5.51;1.740;1.537;1.386;34.653;0.906;27.01.2017;22.03.2017;54;0.455;0.834;206.8514082;33.96;8.92;57.12;sandy clay loam;6.07;1.4;28.4;G;1;9.70;30.75;-2.348606;34.05001002;NO;YES;YES
Wet;142;"Mwantimba
";Wet;Pasture;2;Wet_P2_T6;Open;Green;G817;1.977;1.727;5.51;1.632;N.A;;45.987;;27.01.2017;22.03.2017;54;;;206.8514082;33.96;8.92;57.12;sandy clay loam;7.07;1.7;33.8;G;1;15.50;28.75;-2.348618992;34.04999603;NO;YES;NO
Wet;143;"Mwantimba
";Wet;Pasture;2;Wet_P2_T7;Open;Green;G836;2.042;1.792;5.51;1.693;0.610;0.459;13.060;0.399;27.01.2017;22.03.2017;54;1.333;1.294;206.8514082;33.96;8.92;57.12;sandy clay loam;8.07;2;23.4;G;1;14.50;30.9;-2.348497035;34.04997901;NO;NO;YES
Wet;144;"Mwantimba
";Wet;Pasture;2;Wet_P2_T8;Open;Green;G784;2.107;1.857;5.51;1.755;0.785;0.634;26.405;0.467;27.01.2017;22.03.2017;54;1.223;1.288;206.8514082;33.96;8.92;57.12;sandy clay loam;9.07;2.5;19.8;G;1;17.15;31.4;-2.34865604;34.04989502;NO;NO;YES
Wet;145;"Mwantimba
";Wet;Pasture;3;Wet_P3_T1;Open;Green;G902;2.075;1.825;5.51;1.725;0.792;0.641;20.158;0.512;27.01.2017;21.03.2017;53;1.184;1.212;205.7613921;39.96;12.92;47.12;sandy clay;1.65;3.95;13;O;0;27.20;30.9;-2.367526973;34.06035799;NO;NO;YES
Wet;146;"Mwantimba
";Wet;Pasture;3;Wet_P3_T2;Open;Green;G689;2.034;1.784;5.51;1.686;0.522;0.371;14.092;0.319;27.01.2017;21.03.2017;53;1.413;1.367;205.7613921;39.96;12.92;47.12;sandy clay;2.65;2.75;17.7;O;1;22.65;30.55;-2.367538037;34.06038196;NO;YES;YES
Wet;147;"Mwantimba
";Wet;Pasture;3;Wet_P3_T3;Open;Green;G678;2.012;1.762;5.51;1.665;0.702;0.551;16.334;0.461;27.01.2017;22.03.2017;54;1.211;1.204;206.8514082;39.96;12.92;47.12;sandy clay;3.65;3.6;19;M;1;23.35;29.9;-2.367578018;34.06032303;NO;NO;NO
Wet;148;"Mwantimba
";Wet;Pasture;3;Wet_P3_T4;Open;Green;G835;1.819;1.569;5.51;1.483;0.246;0.095;;;27.01.2017;22.03.2017;54;1.474;;206.8514082;39.96;12.92;47.12;sandy clay;4.65;4.9;17.49;M;1;28.20;25.3;-2.367626969;34.06031096;NO;YES;NO
Wet;149;"Mwantimba
";Wet;Pasture;3;Wet_P3_T5;Open;Green;G733;1.828;1.578;5.51;1.491;0.738;0.587;30.263;0.409;27.01.2017;22.03.2017;54;0.991;1.082;206.8514082;39.96;12.92;47.12;sandy clay;5.65;2.8;13;M;1;25.40;26.9;-2.367717996;34.06032496;NO;NO;NO
Wet;150;"Mwantimba
";Wet;Pasture;3;Wet_P3_T6;Open;Green;G658;2.129;1.879;5.51;1.776;0.718;0.567;23.717;0.433;27.01.2017;22.03.2017;54;1.312;1.343;206.8514082;39.96;12.92;47.12;sandy clay;6.65;2.75;19;O;0;22.55;24.75;-2.367523033;34.06051297;NO;NO;NO
Wet;151;"Mwantimba
";Wet;Pasture;3;Wet_P3_T7;Open;Green;G567;2.057;1.807;5.51;1.708;0.865;0.714;20.077;0.571;27.01.2017;22.03.2017;54;1.093;1.137;206.8514082;39.96;12.92;47.12;sandy clay;7.65;1.4;7.9;O;1;26.05;26.5;-2.367346007;34.06031004;NO;NO;YES
Wet;152;"Mwantimba
";Wet;Pasture;3;Wet_P3_T8;Open;Green;G853;1.972;1.722;5.51;1.627;0.585;0.435;20.802;0.344;27.01.2017;22.03.2017;54;1.288;1.283;206.8514082;39.96;12.92;47.12;sandy clay;8.65;2.2;15;M;0;18.80;23.7;-2.367543988;34.06016897;NO;NO;NO
Wet;153;"Mwantimba
";Wet;Pasture;4;Wet_P4_T1;Open;Green;G800;2.118;1.868;5.51;1.765;0.586;0.436;16.872;0.362;27.01.2017;22.03.2017;54;1.433;1.403;206.8514082;27.96;4.92;67.12;sandy clay loam;1.04;2.1;16.4;G;0;21.35;26.7;-2.367678015;34.05937797;NO;NO;YES
Wet;154;"Mwantimba
";Wet;Pasture;4;Wet_P4_T2;Open;Green;G675;1.995;1.745;5.51;1.649;0.613;0.462;18.034;0.379;27.01.2017;22.03.2017;54;1.283;1.270;206.8514082;27.96;4.92;67.12;sandy clay loam;2.04;2.15;9;G;0;23.50;25.7;-2.367729982;34.05935199;YES;YES;NO
Wet;155;"Mwantimba
";Wet;Pasture;4;Wet_P4_T3;Open;Green;G859;2.000;1.750;5.51;1.654;0.716;0.565;17.148;0.468;27.01.2017;22.03.2017;54;1.185;1.185;206.8514082;27.96;4.92;67.12;sandy clay loam;3.04;1.2;11;G;0;23.75;26.8;-2.367711961;34.059339;NO;NO;YES
Wet;156;"Mwantimba
";Wet;Pasture;4;Wet_P4_T4;Open;Green;G654;2.017;1.767;5.51;1.670;0.738;0.587;25.036;0.440;27.01.2017;22.03.2017;54;1.180;1.229;206.8514082;27.96;4.92;67.12;sandy clay loam;4.04;1.55;9.1;O;0;21.70;26.95;-2.36769503;34.05949901;NO;YES;NO
Wet;157;"Mwantimba
";Wet;Pasture;4;Wet_P4_T5;Open;Green;G890;1.993;1.743;5.51;1.647;0.741;0.590;13.769;0.509;27.01.2017;22.03.2017;54;1.153;1.138;206.8514082;27.96;4.92;67.12;sandy clay loam;5.04;2.3;7.7;O;0;22.60;29.2;-2.367801983;34.05952197;NO;NO;YES
Wet;158;"Mwantimba
";Wet;Pasture;4;Wet_P4_T6;Open;Green;G576;2.056;1.806;5.51;1.707;0.266;0.115;;;27.01.2017;22.03.2017;54;1.691;;206.8514082;27.96;4.92;67.12;sandy clay loam;6.04;1.9;4.3;O;0;22.45;26.35;-2.367927041;34.05930002;NO;YES;YES
Wet;159;"Mwantimba
";Wet;Pasture;4;Wet_P4_T7;Open;Green;G829;1.961;1.711;5.51;1.617;0.565;0.414;;;27.01.2017;22.03.2017;54;1.297;;206.8514082;27.96;4.92;67.12;sandy clay loam;7.04;2.65;0;G;1;14.40;28;-2.36768296;34.05923699;NO;NO;NO
Wet;160;"Mwantimba
";Wet;Pasture;4;Wet_P4_T8;Open;Green;G809;1.928;1.678;5.51;1.586;0.720;0.569;14.279;0.488;27.01.2017;22.03.2017;54;1.109;1.098;206.8514082;27.96;4.92;67.12;sandy clay loam;8.04;0.8;10.8;O;0;16.50;27.15;-2.367547005;34.05949499;NO;NO;YES
Wet;161;Handajega;Wet;Wild;1;Wet_W1_T1;Open;Green;G252;2.019;1.769;5.51;1.672;;;;;28.01.2017;20.03.2017;51;;;181.3834426;21.96;4.92;73.12;sandy clay loam;1.24;7.6;35.8;M;0;11.10;33.6;-2.272751033;34.02317603;NO;NO;NO
Wet;162;Handajega;Wet;Wild;1;Wet_W1_T2;Open;Green;G385;1.962;1.712;5.51;1.618;0.623;0.472;8.555;0.432;28.01.2017;20.03.2017;51;1.240;1.186;181.3834426;21.96;4.92;73.12;sandy clay loam;2.24;4.1;31.4;M;0;9.35;34.45;-2.272706022;34.02316203;NO;NO;NO
Wet;163;Handajega;Wet;Wild;1;Wet_W1_T3;Open;Green;G202;1.986;1.736;5.51;1.640;0.645;0.494;9.415;0.448;28.01.2017;20.03.2017;51;1.242;1.193;181.3834426;21.96;4.92;73.12;sandy clay loam;3.24;7.8;28.8;M;0;9.30;33.5;-2.272671992;34.02321098;NO;YES;NO
