ID,Region,Site,Block,Circle,Block.ID,Horizon,Sample_Depth.cm,Volume.cm3,Intended_sample_depth.cm ,WP,Date_time ,Lat.decimal.degrees,Long.decimal.degrees,UTM.zone,UTM.East,UTM.North,Altitude,Land_Use,Last_fire.yr,Fire_frequency.2000_2017,MAP.mm_yr,Total_weight.g,SubBefore_DRY.g,SubAfter_DRY.g,SubAfter_SIEVED.g,Tot_weight_fine_earth_air_dry.g,BD_fine_earth_air_dry,DryMatter.per,BD_fine_earth.DM.corr,LOI_550.per,LOI_900.per,fraction_inorg_C,fraction_org_C,Clay.per,Silt.per,Sand.per,Tot.C.per,C.kg_m2,Org.C.per,Tot.N.per,N.kg_m2,pH,CEC.cmol_kg,Al.g_kg,Fe.g_kg,P.g_kg,Olsen-P.mg_kg
90,Mwantimba,3,4,1,12,Min-hor,17.67,119.32,15.00,41,13/12/2017 12:49,-2.38083,34.22333333,36 M,617903,9738272,1271,Pasture,2000,0,1295.06,162,101.89,86.38,86.38,137.34,1.15,,,,,,,,,,2.79,4.07,,0.19,0.38,6.81,,,,,
91,Mwantimba,3,4,2,12,A-hor,5.00,132.30,5.00,42,13/12/2017 13:07,-2.38361,34.22333333,36 M,617903,9738253,1271,Pasture,2000,0,1295.06,165,49.93,44.93,44.93,148.48,1.12,,,,,,,,,,2.03,1.14,,0.15,0.08,6.7,,,,,
92,Mwantimba,3,4,2,12,Min-hor,16.33,106.76,15.00,42,13/12/2017 13:07,-2.38361,34.22333333,36 M,617903,9738253,1271,Pasture,2000,0,1295.06,144,48.26,41.14,41.14,122.76,1.15,,,,,,,,,,2.15,2.80,,0.16,0.29,7.06,,,,,
93,Mwantimba,3,4,3,12,A-hor,5.00,132.30,5.00,43,13/12/2017 13:15,-2.38056,34.22444444,36 M,617910,9738274,1270,Pasture,2000,0,1295.06,170,48.83,42.94,42.94,149.49,1.13,,,,,,,,,,1.72,0.97,,0.12,0.07,6.6,,,,,
94,Mwantimba,3,4,3,12,Min-hor,17.67,119.32,15.00,43,13/12/2017 13:15,-2.38056,34.22444444,36 M,617910,9738274,1270,Pasture,2000,0,1295.06,160,48.84,41.39,41.39,135.59,1.14,,,,,,,,,,1.50,2.15,,0.10,0.20,6.81,,,,,
95,Mwantimba,3,4,4,12,A-hor,5.00,132.30,5.00,44,13/12/2017 13:29,-2.38222,34.22694444,36 M,617927,9738262,1269,Pasture,2000,0,1295.06,158,49.29,44.79,44.79,143.58,1.09,,,,,,,,,,2.73,1.48,,0.19,0.10,6.77,,,,,
96,Mwantimba,3,4,4,12,Min-hor,17.83,120.89,15.00,44,13/12/2017 13:29,-2.38222,34.22694444,36 M,617927,9738262,1269,Pasture,2000,0,1295.06,164,52.01,43.37,43.37,136.76,1.13,,,,,,,,,,1.54,2.23,,0.10,0.20,6.82,,,,,
97,Handajega,4,1,1,13,A-hor,5.00,132.30,5.00,50,14/12/2017 09:23,-2.37056,34.1275,36 M,613787,9748735,1200,Wild,2014,3,1279.26,198,98.12,93.53,93.53,188.74,1.43,98.47,1.40,5.00,5.68,0.12,0.88,16,18,65,1.99,1.42,1.75,0.13,0.09,6.42,30.24,1,2.1,0.54,80
98,Handajega,4,1,1,13,Min-hor,16.67,109.90,15.00,50,14/12/2017 09:23,-2.37056,34.1275,36 M,613787,9748735,1200,Wild,2014,3,1279.26,153,95.98,93.23,93.23,148.62,1.35,98.48,1.33,4.04,4.70,0.14,0.86,21,15,64,1.19,1.87,1.02,0.07,0.17,5.99,27.51,1.2,2.5,0.64,69
99,Handajega,4,1,2,13,O-hor,3.00,25.47,3.00,51,14/12/2017 09:51,-2.37000,34.12388889,36 M,613762,9748738,1198,Wild,2014,3,1279.26,24.77,24.77,24.28,22.6,22.60,0.89,,,,,,,16,18,65,1.79,0.48,,0.11,0.03,6.47,,,,,
100,Handajega,4,1,2,13,A-hor,5.00,132.30,5.00,51,14/12/2017 09:51,-2.37000,34.12388889,36 M,613762,9748738,1198,Wild,2014,3,1279.26,211,47.53,46.13,43,190.89,1.44,,,,,,,21,15,64,2.09,1.50,,0.15,0.11,6.44,,,,,
101,Handajega,4,1,2,13,Min-hor,17.00,113.04,15.00,51,14/12/2017 09:51,-2.37000,34.12388889,36 M,613762,9748738,1198,Wild,2014,3,1279.26,173,51.28,49.68,44.4,149.79,1.33,,,,,,,16,18,65,1.17,1.86,,0.09,0.20,5.73,,,,,
102,Handajega,4,1,3,13,O-hor,2.83,24.06,3.00,52,14/12/2017 09:52,-2.37028,34.12333333,36 M,613759,9748737,1199,Wild,2014,3,1279.26,45.19,45.19,43.44,39.9,39.90,1.66,,,,,,,21,15,64,1.44,0.68,,0.10,0.05,6.28,,,,,
103,Handajega,4,1,3,13,A-hor,5.00,132.30,5.00,52,14/12/2017 09:52,-2.37028,34.12333333,36 M,613759,9748737,1199,Wild,2014,3,1279.26,222,51.52,48.78,44.6,192.18,1.45,,,,,,,16,18,65,1.69,1.23,,0.11,0.08,6.26,,,,,
104,Handajega,4,1,3,13,Min-hor,16.83,111.47,15.00,52,14/12/2017 09:52,-2.37028,34.12333333,36 M,613759,9748737,1199,Wild,2014,3,1279.26,178,51.26,50.27,41.7,144.80,1.30,,,,,,,21,15,64,0.98,1.50,,0.07,0.14,5.68,,,,,
105,Handajega,4,1,4,13,O-hor,2.67,22.64,3.00,53,14/12/2017 09:54,-2.36806,34.12527778,36 M,613771,9748752,1199,Wild,2014,3,1279.26,38.89,38.89,37.9,35.1,35.10,1.55,,,,,,,,,,1.57,0.65,,0.11,0.05,6.4,,,,,
106,Handajega,4,1,4,13,A-hor,5.00,132.30,5.00,53,14/12/2017 09:54,-2.36806,34.12527778,36 M,613771,9748752,1199,Wild,2014,3,1279.26,205,52.49,51.27,46.3,180.82,1.37,,,,,,,,,,1.54,1.06,,0.10,0.07,6.43,,,,,
107,Handajega,4,1,4,13,Min-hor,16.83,111.47,15.00,53,14/12/2017 09:54,-2.36806,34.12527778,36 M,613771,9748752,1199,Wild,2014,3,1279.26,184,50.95,49.22,41.3,149.15,1.34,,,,,,,,,,1.16,1.83,,0.08,0.19,5.89,,,,,
108,Handajega,4,2,1,14,O-hor,3.33,28.30,3.00,54,14/12/2017 10:46,-2.46056,34.145,36 M,613903,9748138,1202,Wild,2014,4,1279.26,46.93,46.93,45.05,45.05,45.05,1.59,,,,,,,,,,2.04,1.08,,0.12,0.07,6.36,,,,,
109,Handajega,4,2,1,14,A-hor,5.00,132.30,5.00,54,14/12/2017 10:46,-2.46056,34.145,36 M,613903,9748138,1202,Wild,2014,4,1279.26,210.5,97.5,92.3,92.3,199.27,1.51,,,,,,,,,,1.46,1.10,,0.10,0.08,6.28,,,,,
110,Handajega,4,2,1,14,Min-hor,17.00,113.04,15.00,54,14/12/2017 10:46,-2.46056,34.145,36 M,613903,9748138,1202,Wild,2014,4,1279.26,182,102.94,99.77,94.1,166.37,1.47,,,,,,,,,,1.14,2.02,,0.08,0.20,5.75,,,,,
111,Handajega,4,2,2,14,O-hor,3.17,26.89,3.00,55,14/12/2017 11:04,-2.46139,34.14416667,36 M,613897,9748132,1201,Wild,2014,4,1279.26,47.59,47.59,46.31,46.31,46.31,1.72,,,,,,,,,,1.70,0.93,,0.11,0.06,6.47,,,,,
112,Handajega,4,2,2,14,A-hor,5.00,132.30,5.00,55,14/12/2017 11:04,-2.46139,34.14416667,36 M,613897,9748132,1201,Wild,2014,4,1279.26,218.5,54.27,51.14,51.14,205.90,1.56,,,,,,,,,,2.50,1.95,,0.16,0.12,6.21,,,,,
113,Handajega,4,2,2,14,Min-hor,16.50,108.33,15.00,55,14/12/2017 11:04,-2.46139,34.14416667,36 M,613897,9748132,1201,Wild,2014,4,1279.26,163,49.81,47.95,44.9,146.93,1.36,,,,,,,,,,1.34,2.08,,0.09,0.19,6.01,,,,,
114,Handajega,4,2,3,14,O-hor,3.23,27.45,3.00,56,14/12/2017 11:05,-2.46333,34.14416667,36 M,613898,9748119,1201,Wild,2014,4,1279.26,48.36,48.36,45.27,41.9,41.90,1.53,,,,,,,,,,1.77,0.88,,0.11,0.05,6.41,,,,,
115,Handajega,4,2,3,14,A-hor,5.00,132.30,5.00,56,14/12/2017 11:05,-2.46333,34.14416667,36 M,613898,9748119,1201,Wild,2014,4,1279.26,186.5,55.4,53.5,47.8,160.92,1.22,,,,,,,,,,2.28,1.39,,0.14,0.09,6.4,,,,,
116,Handajega,4,2,3,14,Min-hor,16.67,109.90,15.00,56,14/12/2017 11:05,-2.46333,34.14416667,36 M,613898,9748119,1201,Wild,2014,4,1279.26,183,48.24,46.58,41.4,157.05,1.43,,,,,,,,,,1.18,1.97,,0.09,0.20,5.79,,,,,
117,Handajega,4,2,4,14,O-hor,3.17,26.89,3.00,57,14/12/2017 11:17,-2.46056,34.14444444,36 M,613900,9748137,1201,Wild,2014,4,1279.26,47.04,47.04,44.54,42.7,42.70,1.59,,,,,,,,,,2.17,1.09,,0.14,0.07,6.29,,,,,
118,Handajega,4,2,4,14,A-hor,5.00,132.30,5.00,57,14/12/2017 11:17,-2.46056,34.14444444,36 M,613900,9748137,1201,Wild,2014,4,1279.26,227.5,52.8,50.04,47.6,205.09,1.55,,,,,,,,,,2.08,1.61,,0.13,0.10,6.19,,,,,
119,Handajega,4,2,4,14,Min-hor,18.83,130.31,15.00,57,14/12/2017 11:17,-2.46056,34.14444444,36 M,613900,9748137,1201,Wild,2014,4,1279.26,198,50.01,48.83,46.2,182.92,1.40,,,,,,,,,,1.34,2.59,,0.09,0.23,6.81,,,,,
120,Handajega,4,3,1,15,O-hor,1.67,14.15,3.00,58,14/12/2017 12:08,-2.45083,34.20027778,36 M,614271,9748202,1206,Wild,2014,9,1279.26,23.37,23.37,22.71,22.71,22.71,1.60,,,,,,,,,,1.97,0.53,,0.11,0.03,6.87,,,,,
121,Handajega,4,3,1,15,A-hor,5.00,132.30,5.00,58,14/12/2017 12:08,-2.45083,34.20027778,36 M,614271,9748202,1206,Wild,2014,9,1279.26,202,96.18,92.46,92.46,194.19,1.47,98.33,1.44,5.43,6.56,0.17,0.83,20,20,60,1.98,1.45,1.64,0.11,0.08,6.43,21.55,0.99,2.6,0.54,66
122,Handajega,4,3,1,15,Min-hor,13.67,81.64,15.00,58,14/12/2017 12:08,-2.45083,34.20027778,36 M,614271,9748202,1206,Wild,2014,9,1279.26,123.5,104.89,100.4,100.4,118.21,1.45,98.57,1.43,4.91,6.06,0.19,0.81,22,18,59,1.56,1.96,1.26,0.10,0.19,5.92,24.64,1.1,3,0.63,60
123,Handajega,4,3,2,15,O-hor,2.83,24.06,3.00,59,14/12/2017 12:22,-2.45306,34.20055556,36 M,614273,9748188,1203,Wild,2014,9,1279.26,40.74,40.74,39.33,39.33,39.33,1.64,,,,,,,,,,2.22,1.03,,0.12,0.05,6.43,,,,,
124,Handajega,4,3,2,15,A-hor,5.00,132.30,5.00,59,14/12/2017 12:22,-2.45306,34.20055556,36 M,614273,9748188,1203,Wild,2014,9,1279.26,207,54.3,51.82,51.82,197.55,1.49,,,,,,,20,20,60,2.10,1.57,,0.12,0.09,6.31,,,,,
125,Handajega,4,3,2,15,Min-hor,17.50,117.75,15.00,59,14/12/2017 12:22,-2.45306,34.20055556,36 M,614273,9748188,1203,Wild,2014,9,1279.26,173,46.19,44.23,44.23,165.66,1.41,,,,,,,22,18,59,1.54,2.71,,0.09,0.23,5.86,,,,,
126,Handajega,4,3,3,15,O-hor,2.07,17.55,3.00,60,14/12/2017 12:31,-2.45417,34.20138889,36 M,614278,9748180,1203,Wild,2014,9,1279.26,31.89,31.89,30.94,30.94,30.94,1.76,,,,,,,,,,2.15,0.78,,0.12,0.04,6.63,,,,,
127,Handajega,4,3,3,15,A-hor,5.00,132.30,5.00,60,14/12/2017 12:31,-2.45417,34.20138889,36 M,614278,9748180,1203,Wild,2014,9,1279.26,209,52.13,50.46,50.46,202.30,1.53,,,,,,,20,20,60,1.94,1.48,,0.11,0.09,6.55,,,,,
128,Handajega,4,3,3,15,Min-hor,16.67,109.90,15.00,60,14/12/2017 12:31,-2.45417,34.20138889,36 M,614278,9748180,1203,Wild,2014,9,1279.26,179,53.17,51.16,49.2,165.63,1.51,,,,,,,22,18,59,1.19,2.10,,0.08,0.19,6.06,,,,,
129,Handajega,4,3,4,15,O-hor,2.00,11.32,3.00,61,14/12/2017 12:39,-2.45333,34.20222222,36 M,614284,9748186,1205,Wild,2014,9,1279.26,16.5,16.5,15.71,15.71,15.71,1.39,,,,,,,,,,2.57,0.71,,0.15,0.04,6.9,,,,,
130,Handajega,4,3,4,15,A-hor,5.00,132.30,5.00,61,14/12/2017 12:39,-2.45333,34.20222222,36 M,614284,9748186,1205,Wild,2014,9,1279.26,208,48.38,46.62,44.9,193.04,1.46,,,,,,,20,20,60,1.67,1.22,,0.10,0.07,6.49,,,,,
131,Handajega,4,3,4,15,Min-hor,18.17,124.03,15.00,61,14/12/2017 12:39,-2.45333,34.20222222,36 M,614284,9748186,1205,Wild,2014,9,1279.26,183,54.42,52.07,49.2,165.45,1.33,,,,,,,22,18,59,1.19,2.10,,0.08,0.20,6.14,,,,,
132,Handajega,4,4,1,16,O-hor,1.50,4.25,3.00,62,14/12/2017 13:26,-2.46583,34.27277778,36 M,614755,9748103,1204,Wild,2016,13,1279.26,6.9,6.9,6.54,6.54,6.54,1.54,,,,,,,,,,3.30,0.76,,0.21,0.05,6.4,,,,,
133,Handajega,4,4,1,16,A-hor,5.00,132.30,5.00,62,14/12/2017 13:26,-2.46583,34.27277778,36 M,614755,9748103,1204,Wild,2016,13,1279.26,192,101.89,97.27,94.5,178.07,1.35,,,,,,,,,,1.71,1.15,,0.12,0.08,6.31,,,,,
134,Handajega,4,4,1,16,Min-hor,17.17,114.61,15.00,62,14/12/2017 13:26,-2.46583,34.27277778,36 M,614755,9748103,1204,Wild,2016,13,1279.26,183,100.46,93.4,89.8,163.58,1.43,,,,,,,,,,1.74,3.02,,0.13,0.31,6.13,,,,,
135,Handajega,4,4,2,16,A-hor,5.00,132.30,5.00,63,14/12/2017 13:33,-2.46500,34.27527778,36 M,614772,9748108,1203,Wild,2016,13,1279.26,198.5,48.51,46.91,46.91,191.95,1.45,,,,,,,,,,2.45,1.78,,0.16,0.12,6.41,,,,,
136,Handajega,4,4,2,16,Min-hor,17.50,117.75,15.00,63,14/12/2017 13:33,-2.46500,34.27527778,36 M,614772,9748108,1203,Wild,2016,13,1279.26,194,54.64,51.59,49.6,176.11,1.50,,,,,,,,,,1.23,2.30,,0.09,0.23,6.42,,,,,
137,Handajega,4,4,3,16,A-hor,5.00,132.30,5.00,64,14/12/2017 13:46,-2.47028,34.275,36 M,614770,9748073,1203,Wild,2016,13,1279.26,193.5,51.97,49.46,49.46,184.15,1.39,,,,,,,,,,2.34,1.63,,0.16,0.11,6.35,,,,,
138,Handajega,4,4,3,16,Min-hor,17.33,116.18,15.00,64,14/12/2017 13:46,-2.47028,34.275,36 M,614770,9748073,1203,Wild,2016,13,1279.26,170.5,55.14,53.25,53.25,164.66,1.42,,,,,,,,,,1.65,2.88,,0.11,0.28,5.94,,,,,
139,Handajega,4,4,4,16,A-hor,5.00,132.30,5.00,65,14/12/2017 13:55,-2.46667,34.27611111,36 M,614778,9748097,1202,Wild,2016,13,1279.26,191,49.2,46.28,46.28,179.66,1.36,,,,,,,,,,1.22,0.83,,0.09,0.06,6.49,,,,,
140,Handajega,4,4,4,16,Min-hor,17.33,116.18,15.00,65,14/12/2017 13:55,-2.46667,34.27611111,36 M,614778,9748097,1202,Wild,2016,13,1279.26,207,52.03,49.41,49.41,196.58,1.69,,,,,,,,,,1.47,3.08,,0.11,0.33,6.31,,,,,
149,Seronera,5,1,1,17,O-hor,2.67,22.64,3.00,70,16/12/2017 09:14,-2.53194,34.91805556,36 M,704421,9730248,1519,Wild,2016,4,855.62,43.66,43.66,38.17,38.17,38.17,1.69,,,,,,,,,,1.97,0.89,,0.15,0.07,6.64,,,,,
150,Seronera,5,1,1,17,A-hor,5.00,132.30,5.00,70,16/12/2017 09:14,-2.53194,34.91805556,36 M,704421,9730248,1519,Wild,2016,4,855.62,194,104.69,93.56,87.9,162.89,1.23,,,,,,,,,,1.02,0.63,,0.07,0.04,6.66,,,,,
151,Seronera,5,1,1,17,Min-hor,17.50,117.75,15.00,70,16/12/2017 09:14,-2.53194,34.91805556,36 M,704421,9730248,1519,Wild,2016,4,855.62,209,97.52,88.03,71.6,153.45,1.30,,,,,,,,,,1.69,2.75,,0.14,0.32,7.04,,,,,
152,Seronera,5,1,2,17,A-hor,5.00,132.30,5.00,71,16/12/2017 09:35,-2.53306,34.91972222,36 M,704431,9730240,1519,Wild,2016,4,855.62,188,49.15,44.8,41.1,157.21,1.19,,,,,,,,,,1.22,0.73,,0.11,0.07,6.78,,,,,
153,Seronera,5,1,2,17,Min-hor,17.50,117.75,15.00,71,16/12/2017 09:35,-2.53306,34.91972222,36 M,704431,9730240,1519,Wild,2016,4,855.62,187,53.37,48.33,44.8,156.97,1.33,,,,,,,,,,1.05,1.74,,0.09,0.21,6.82,,,,,
154,Seronera,5,1,3,17,A-hor,5.00,132.30,5.00,72,16/12/2017 09:59,-2.53361,34.91972222,36 M,704432,9730236,1519,Wild,2016,4,855.62,298,46.42,41.86,38.6,247.80,1.87,,,,,,,,,,1.24,1.16,,0.12,0.11,6.7,,,,,
155,Seronera,5,1,3,17,Min-hor,18.83,173.75,15.00,72,16/12/2017 09:59,-2.53361,34.91972222,36 M,704432,9730236,1519,Wild,2016,4,855.62,313,57.56,52.82,45.4,246.88,1.42,,,,,,,,,,1.09,2.13,,0.10,0.26,7.15,,,,,
156,Seronera,5,1,4,17,A-hor,5.00,132.30,5.00,73,16/12/2017 10:23,-2.53472,34.91861111,36 M,704425,9730230,1521,Wild,2016,4,855.62,228,45.43,42.46,37.9,190.21,1.44,,,,,,,,,,1.06,0.76,,0.09,0.07,6.79,,,,,
157,Seronera,5,1,4,17,Min-hor,17.50,117.75,15.00,73,16/12/2017 10:23,-2.53472,34.91861111,36 M,704425,9730230,1521,Wild,2016,4,855.62,175,53.2,48.67,48.67,160.10,1.36,,,,,,,,,,1.85,3.15,,0.15,0.35,7.54,,,,,
158,Seronera,5,2,1,18,A-hor,5.00,132.30,5.00,74,16/12/2017 10:43,-2.51556,34.88972222,36 M,704232,9730358,1518,Wild,2016,4,855.62,214,103.44,97,88.2,182.47,1.38,98.86,1.36,3.98,4.83,0.18,0.82,12,21,67,1.88,1.29,1.55,0.15,0.10,6.77,18.71,0.69,2.5,0.46,49
159,Seronera,5,2,1,18,Min-hor,17.33,116.18,15.00,74,16/12/2017 10:43,-2.51556,34.88972222,36 M,704232,9730358,1518,Wild,2016,4,855.62,200,104.74,97.34,83.1,158.68,1.37,98.05,1.34,4.16,5.38,0.23,0.77,24,17,60,1.37,2.31,1.06,0.11,0.26,7.63,21.95,1.1,2.7,0.3,9.5
160,Seronera,5,2,2,18,A-hor,5.00,132.30,5.00,75,16/12/2017 10:59,-2.51278,34.89055556,36 M,704237,9730375,1521,Wild,2016,4,855.62,169,46.44,40.27,40.27,146.55,1.11,,,,,,,12,21,67,1.53,0.85,,0.13,0.07,6.56,,,,,
161,Seronera,5,2,2,18,Min-hor,17.17,114.61,15.00,75,16/12/2017 10:59,-2.51278,34.89055556,36 M,704237,9730375,1521,Wild,2016,4,855.62,196,57.11,51.17,47.3,162.33,1.42,,,,,,,24,17,60,1.87,3.21,,0.16,0.38,7.23,,,,,
162,Seronera,5,2,3,18,A-hor,5.00,132.30,5.00,76,16/12/2017 11:19,-2.51639,34.88694444,36 M,704213,9730351,1521,Wild,2016,4,855.62,162,46.46,41.85,37.8,131.80,1.00,,,,,,,12,21,67,1.66,0.83,,0.14,0.07,6.79,,,,,
163,Seronera,5,2,3,18,Min-hor,17.50,117.75,15.00,76,16/12/2017 11:19,-2.51639,34.88694444,36 M,704213,9730351,1521,Wild,2016,4,855.62,194,43.27,38.74,34.4,154.23,1.31,,,,,,,24,17,60,1.12,1.84,,0.10,0.22,7.47,,,,,
164,Seronera,5,2,4,18,A-hor,5.00,132.30,5.00,77,16/12/2017 11:25,-2.51417,34.88805556,36 M,704220,9730367,1519,Wild,2016,4,855.62,190,48.63,43.79,39.9,155.89,1.18,,,,,,,12,21,67,1.77,1.04,,0.15,0.09,6.72,,,,,
165,Seronera,5,2,4,18,Min-hor,17.67,119.32,15.00,77,16/12/2017 11:25,-2.51417,34.88805556,36 M,704220,9730367,1519,Wild,2016,4,855.62,203,47.82,41.67,37.5,159.19,1.33,,,,,,,24,17,60,1.01,1.71,,0.10,0.23,7.55,,,,,
166,Seronera,5,3,1,19,O-hor,1.67,14.15,3.00,78,16/12/2017 11:57,-2.45750,34.845,36 M,703934,9730743,1517,Wild,2016,6,855.62,30.42,30.42,29.65,28.1,28.10,1.99,,,,,,,,,,1.38,0.46,,0.12,0.04,6.92,,,,,
167,Seronera,5,3,1,19,A-hor,5.00,132.30,5.00,78,16/12/2017 11:57,-2.45750,34.845,36 M,703934,9730743,1517,Wild,2016,6,855.62,216,98.27,91.6,86.7,190.57,1.44,,,,,,,,,,1.03,0.74,,0.09,0.07,6.59,,,,,
168,Seronera,5,3,1,19,Min-hor,17.33,116.18,15.00,78,16/12/2017 11:57,-2.45750,34.845,36 M,703934,9730743,1517,Wild,2016,6,855.62,185,96.35,90.23,78.6,150.92,1.30,,,,,,,,,,2.26,3.62,,0.19,0.43,7.22,,,,,
169,Seronera,5,3,2,19,O-hor,1.50,8.49,3.00,79,16/12/2017 12:26,-2.45556,34.84722222,36 M,703948,9730755,1518,Wild,2016,6,855.62,19.27,19.27,17.7,16.5,16.50,1.94,,,,,,,,,,1.60,0.47,,0.13,0.04,6.38,,,,,
170,Seronera,5,3,2,19,A-hor,5.00,132.30,5.00,79,16/12/2017 12:26,-2.45556,34.84722222,36 M,703948,9730755,1518,Wild,2016,6,855.62,203.5,47.09,42.65,42.65,184.31,1.39,,,,,,,,,,1.70,1.18,,0.14,0.10,6.53,,,,,
171,Seronera,5,3,2,19,Min-hor,15.83,102.05,15.00,79,16/12/2017 12:26,-2.45556,34.84722222,36 M,703948,9730755,1518,Wild,2016,6,855.62,182,55.15,49.91,49.91,164.71,1.61,,,,,,,,,,1.46,2.55,,0.13,0.32,7.14,,,,,
172,Seronera,5,3,3,19,A-hor,5.00,132.30,5.00,80,16/12/2017 12:26,-2.45861,34.84361111,36 M,703925,9730735,1517,Wild,2016,6,855.62,219,53.48,43.71,43.71,178.99,1.35,,,,,,,,,,1.58,1.07,,0.13,0.09,6.34,,,,,
173,Seronera,5,3,3,19,Min-hor,17.17,114.61,15.00,80,16/12/2017 12:26,-2.45861,34.84361111,36 M,703925,9730735,1517,Wild,2016,6,855.62,182,53.71,49.97,49.97,169.33,1.48,,,,,,,,,,1.61,2.90,,0.13,0.34,7.53,,,,,
174,Seronera,5,3,4,19,O-hor,2.50,21.23,3.00,81,16/12/2017 12:37,-2.45722,34.8425,36 M,703918,9730745,1518,Wild,2016,6,855.62,28.99,28.99,27.4,27.4,27.40,1.29,,,,,,,,,,1.67,0.54,,0.14,0.04,6.74,,,,,
175,Seronera,5,3,4,19,A-hor,5.00,132.30,5.00,81,16/12/2017 12:37,-2.45722,34.8425,36 M,703918,9730745,1518,Wild,2016,6,855.62,226.5,59.48,54.17,50.4,191.92,1.45,,,,,,,,,,1.40,1.02,,0.12,0.09,6.72,,,,,
176,Seronera,5,3,4,19,Min-hor,17.33,116.18,15.00,81,16/12/2017 12:37,-2.45722,34.8425,36 M,703918,9730745,1518,Wild,2016,6,855.62,167.5,51.58,45.92,44.5,144.51,1.24,,,,,,,,,,1.10,1.69,,0.10,0.21,7.03,,,,,
141,Seronera,5,4,1,20,A-hor,5.00,132.30,5.00,66,15/12/2017 15:16,-2.51139,34.93666667,36 M,706288,9730382,1566,Wild,,,855.62,205,99.74,96.83,89.7,184.36,1.39,98.90,1.38,4.12,5.11,0.19,0.81,10,21,69,1.82,1.27,1.47,0.15,0.11,6.85,18.67,0.86,3.5,0.54,36
142,Seronera,5,4,1,20,Min-hor,18.33,125.60,15.00,66,15/12/2017 15:16,-2.51139,34.93666667,36 M,706288,9730382,1566,Wild,,,855.62,214,97.88,91.44,81.4,177.97,1.42,98.11,1.39,4.14,5.35,0.23,0.77,21,16,62,1.97,3.73,1.53,0.16,0.42,7.29,19.36,0.99,3.5,0.25,0
143,Seronera,5,4,2,20,A-hor,5.00,132.30,5.00,67,15/12/2017 15:31,-2.50972,34.93944444,36 M,706306,9730393,1544,Wild,,,855.62,298.5,49.42,48.34,42.7,257.91,1.95,,,,,,,10,21,69,1.65,1.61,,0.14,0.14,7.12,,,,,
144,Seronera,5,4,2,20,Min-hor,16.67,109.90,15.00,67,15/12/2017 15:31,-2.50972,34.93944444,36 M,706306,9730393,1544,Wild,,,855.62,187,45.53,41.63,38.2,156.89,1.43,,,,,,,21,16,62,1.92,3.20,,0.16,0.38,7.62,,,,,
145,Seronera,5,4,3,20,A-hor,5.00,132.30,5.00,68,15/12/2017 15:41,-2.50778,34.93805556,36 M,706297,9730406,1542,Wild,,,855.62,205,49.72,48.58,43.8,180.59,1.37,,,,,,,10,21,69,1.28,0.88,,0.11,0.08,7.01,,,,,
146,Seronera,5,4,3,20,Min-hor,14.00,84.78,15.00,68,15/12/2017 15:41,-2.50778,34.93805556,36 M,706297,9730406,1542,Wild,,,855.62,146,46.04,43.58,37.2,117.97,1.39,,,,,,,21,16,62,1.54,1.93,,0.12,0.24,7.65,,,,,
147,Seronera,5,4,4,20,A-hor,5.00,132.30,5.00,69,15/12/2017 15:55,-2.50972,34.93888889,36 M,706302,9730392,1539,Wild,,,855.62,201,51.29,48.57,43.8,171.65,1.30,,,,,,,10,21,69,2.19,1.42,,0.15,0.10,7.17,,,,,
148,Seronera,5,4,4,20,Min-hor,15.00,94.20,15.00,69,15/12/2017 15:55,-2.50972,34.93888889,36 M,706302,9730392,1539,Wild,,,855.62,158,52.29,46.95,44.4,134.16,1.42,,,,,,,21,16,62,1.71,2.43,,0.15,0.31,7.82,,,,,
177,Park Nyigoti,6,1,1,21,A-hor,5.00,132.30,5.00,82,17/12/2017 08:36,-2.04472,34.75611111,36 M,684225,9776816,1376,Pasture,2013,8,1134.81,170,108.08,92.51,92.51,145.51,1.10,98.06,1.08,8.56,9.71,0.12,0.88,23,46,32,2.63,1.44,2.31,0.16,0.09,6.22,25.41,0.9,4.9,0.74,82
178,Park Nyigoti,6,1,1,21,Min-hor,18.17,124.03,15.00,82,17/12/2017 08:36,-2.04472,34.75611111,36 M,684225,9776816,1376,Pasture,2013,8,1134.81,199,100.67,89.01,89.01,175.95,1.42,98.17,1.39,6.45,7.68,0.16,0.84,26,39,35,2.21,4.12,1.85,0.14,0.35,5.98,21.77,0.99,6.2,0.76,72
179,Park Nyigoti,6,1,2,21,A-hor,5.00,132.30,5.00,83,17/12/2017 08:49,-2.04750,34.75666667,36 M,684227,9776799,1376,Pasture,2013,8,1134.81,179,52.16,45.62,45.62,156.56,1.18,,,,,,,23,46,32,2.55,1.51,,0.16,0.09,6.21,,,,,
180,Park Nyigoti,6,1,2,21,Min-hor,17.17,114.61,15.00,83,17/12/2017 08:49,-2.04750,34.75666667,36 M,684227,9776799,1376,Pasture,2013,8,1134.81,187,53.28,48.28,48.28,169.45,1.48,,,,,,,26,39,35,1.35,2.43,,0.09,0.23,6.09,,,,,
181,Park Nyigoti,6,1,3,21,A-hor,5.00,132.30,5.00,84,17/12/2017 08:59,-2.04778,34.75777778,36 M,684236,9776797,1376,Pasture,2013,8,1134.81,188.5,56.43,46.71,46.71,156.03,1.18,,,,,,,23,46,32,3.31,1.95,,0.21,0.12,6.14,,,,,
