plot.ID,site,plot,area,landuse,block,sub.vs.inter,n.non.N,excl_open,date,latitude,longitude,rain.region,Disc_1,Disc_2,Disc_3,Disc_4,Disc_avg,time,temp,moist,GLAMA,tree_height.m,canopy_thickness.m,canopy_height.m,dbh,wild_broswer,wild_grazer,live_broswer,live_grazer,total_dung,livgrazer_prop.y,distance_pa_boundary.km.y,Cmd_1,HerbPRC,NMDS1,NMDS2,rain.sum.mm,rain.cumsum.mm,
129,22,53,Mwantimba,pasture,22,S,non,Excl,13/03/2017,-2.348701973,34.05010801,wet,4.1,4.5,3.9,4,4.125,,,,,,,,,0,0,1,4,5,0.8,-4.92,-23.04537928,-0.264358337,-0.82457903,-0.356439651,58.26205301,687.8418883,wetseason
130,22,53,Mwantimba,pasture,22,S,non,Open,13/03/2017,-2.348676994,34.05010398,wet,1.2,1.5,1,0.9,1.15,,,,,,,,,0,0,1,4,5,0.8,-4.92,-23.04537928,-0.264358337,-0.641659746,0.210817844,58.26205301,687.8418883,wetseason
131,22,54,Mwantimba,pasture,22,I,inter,Excl,13/03/2017,-2.348791994,34.05003098,wet,1.7,2.3,2.5,2,2.125,,,,,,,,,0,0,1,4,5,0.8,-4.92,-23.04537928,-0.264358337,-0.396343028,0.012682711,58.26205301,687.8418883,wetseason
132,22,54,Mwantimba,pasture,22,I,inter,Open,13/03/2017,-2.348617986,34.05010298,wet,1.5,1.6,2,2.2,1.825,,,,,,,,,0,0,1,4,5,0.8,-4.92,-23.04537928,-0.264358337,-0.536066201,0.452780904,58.26205301,687.8418883,wetseason
133,23,55,Mwantimba,pasture,23,S,N,Excl,13/03/2017,-2.367685977,34.05930698,wet,9.1,5.4,11.5,9.5,8.875,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,-0.222883913,0.602288403,58.26205301,687.8418883,wetseason
134,23,55,Mwantimba,pasture,23,S,N,Open,13/03/2017,-2.367693018,34.05930799,wet,1.8,2.8,1.6,2.1,2.075,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,-0.261248259,0.385009462,58.26205301,687.8418883,wetseason
135,23,56,Mwantimba,pasture,23,S,non,Excl,13/03/2017,-2.367653036,34.05944796,wet,13.4,11,15,14.3,13.425,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,0.16862089,-0.109557104,58.26205301,687.8418883,wetseason
136,23,56,Mwantimba,pasture,23,S,non,Open,13/03/2017,-2.367639039,34.05944897,wet,1.7,2.5,1.6,2.4,2.05,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,0.07371563,-0.022293192,58.26205301,687.8418883,wetseason
137,23,57,Mwantimba,pasture,23,I,inter,Excl,13/03/2017,-2.367751021,34.05936196,wet,4.4,4,2.4,3.5,3.575,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,-0.111895356,0.226534818,58.26205301,687.8418883,wetseason
138,23,57,Mwantimba,pasture,23,I,inter,Open,13/03/2017,-2.36784297,34.059512,wet,1,2.3,1.6,2.6,1.875,,,,,,,,,0,0,4,8,12,0.666666667,-5.95,-19.80059171,-0.392766662,-0.760648495,0.028342817,58.26205301,687.8418883,wetseason
139,24,58,Mwantimba,pasture,24,S,N,Excl,13/03/2017,-2.367443992,34.06045103,wet,3.2,2.5,3.4,2.2,2.825,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.531058395,0.022511642,58.26205301,687.8418883,wetseason
140,24,58,Mwantimba,pasture,24,S,N,Open,13/03/2017,-2.36744198,34.06044298,wet,1.5,1.6,1.3,0.4,1.2,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.601618248,0.082191245,58.26205301,687.8418883,wetseason
141,24,59,Mwantimba,pasture,24,S,non,Excl,13/03/2017,-2.367674997,34.06030199,wet,4,3.7,4.4,3.8,3.975,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.223469106,-0.290224348,58.26205301,687.8418883,wetseason
142,24,59,Mwantimba,pasture,24,S,non,Open,13/03/2017,-2.367691007,34.06029697,wet,1.7,1.6,1.5,1.7,1.625,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.116797124,-0.054542104,58.26205301,687.8418883,wetseason
143,24,60,Mwantimba,pasture,24,I,inter,Excl,13/03/2017,-2.367513981,34.06038296,wet,5.5,7.6,4.5,6.2,5.95,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.814104546,-0.109011605,58.26205301,687.8418883,wetseason
144,24,60,Mwantimba,pasture,24,I,inter,Open,13/03/2017,-2.367612971,34.06053904,wet,1.6,1.5,2.5,2,1.9,,,,,,,,,0,0,6,7,13,0.538461538,-5.93,-30.11674195,-0.402507683,-0.577542601,0.356052347,58.26205301,687.8418883,wetseason
169,29,61,SNP,wild,29,S,N,Excl,21/03/2017,-2.277669031,34.02779303,wet,8.7,7.2,7,7.5,7.6,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,0.323074203,-0.485180547,90.1395895,725.6926714,wetseason
170,29,61,SNP,wild,29,S,N,Open,21/03/2017,-2.277650004,34.02778096,wet,3.2,2,3.3,3,2.875,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,0.509185853,-0.456453588,90.1395895,725.6926714,wetseason
171,29,62,SNP,wild,29,S,non,Excl,21/03/2017,-2.277900036,34.02754803,wet,3.5,4,2.5,5.3,3.825,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,-0.114234466,-0.916276074,90.1395895,725.6926714,wetseason
172,29,62,SNP,wild,29,S,non,Open,21/03/2017,-2.277884027,34.02756899,wet,3.5,3,2.5,3.5,3.125,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,-0.006044395,-0.671673484,90.1395895,725.6926714,wetseason
173,29,63,SNP,wild,29,I,inter,Excl,21/03/2017,-2.27775,34.02763998,wet,2.5,4,5.1,3.5,3.775,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,-0.608244185,-0.61694357,90.1395895,725.6926714,wetseason
174,29,63,SNP,wild,29,I,inter,Open,21/03/2017,-2.277870029,34.02769597,wet,1,1,2,2.1,1.525,,,,,,,,,1,2,0,0,3,0,0.58,-23.02499086,0.09656574,-0.736930526,-0.512508542,90.1395895,725.6926714,wetseason
175,30,64,SNP,wild,30,S,N,Excl,21/03/2017,-2.278691037,34.032331,wet,2.5,3.5,4,3.5,3.375,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,0.179445815,-0.560607548,90.1395895,741.464249,wetseason
176,30,64,SNP,wild,30,S,N,Open,21/03/2017,-2.278697994,34.03233301,wet,1.8,2.5,3.5,2.3,2.525,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,0.101371524,-0.707776768,90.1395895,741.464249,wetseason
177,30,65,SNP,wild,30,S,non,Excl,21/03/2017,-2.278619036,34.03211097,wet,6,3.5,3.5,4,4.25,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,-0.05509017,-0.496273793,90.1395895,741.464249,wetseason
178,30,65,SNP,wild,30,S,non,Open,21/03/2017,-2.278609984,34.03211902,wet,2.2,2.5,1.8,2,2.125,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,-0.067977865,-0.266814281,90.1395895,741.464249,wetseason
179,30,66,SNP,wild,30,I,inter,Excl,21/03/2017,-2.278715009,34.03215003,wet,1.5,2.5,2.5,2,2.125,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,-0.404420755,0.060731162,90.1395895,741.464249,wetseason
180,30,66,SNP,wild,30,I,inter,Open,21/03/2017,-2.278762031,34.03196001,wet,1.2,1.7,2,2.2,1.775,,,,,,,,,1,0,0,2,3,0.666666667,0.81,-23.14334664,-0.128326755,-0.687625364,-0.402900802,90.1395895,741.464249,wetseason
181,31,67,SNP,wild,31,S,N,Excl,21/03/2017,-2.272657994,34.02313102,wet,1.2,1.4,1.8,2.3,1.675,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,0.304737292,-0.648780893,90.1395895,741.464249,wetseason
182,31,67,SNP,wild,31,S,N,Open,21/03/2017,-2.272637961,34.02315298,wet,1,1.2,1.6,1.8,1.4,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,0.261429832,-0.614505691,90.1395895,741.464249,wetseason
183,31,68,SNP,wild,31,S,non,Excl,21/03/2017,-2.272692025,34.02307,wet,2.1,2,1.6,1.2,1.725,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,0.053916401,-0.409986461,90.1395895,741.464249,wetseason
184,31,68,SNP,wild,31,S,non,Open,21/03/2017,-2.272680039,34.02307704,wet,1.3,2.1,1.1,1,1.375,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,-0.104184402,-0.386195165,90.1395895,741.464249,wetseason
185,31,69,SNP,wild,31,I,inter,Excl,21/03/2017,-2.272728989,34.02299096,wet,2,2.1,2.1,2,2.05,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,-0.634336954,-0.223536573,90.1395895,741.464249,wetseason
186,31,69,SNP,wild,31,I,inter,Open,21/03/2017,-2.272787997,34.02319204,wet,1.4,1,2,2,1.6,,,,,,,,,1,3,0,2,6,0.333333333,0.61,-12.64809379,0,-0.505246896,-0.652878723,90.1395895,741.464249,wetseason
187,32,70,SNP,wild,32,S,N,Excl,21/03/2017,-2.278511999,34.02428001,wet,4.1,2.1,2,2.2,2.6,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,0.396542723,-0.649151588,90.1395895,725.6926714,wetseason
188,32,70,SNP,wild,32,S,N,Open,21/03/2017,-2.278522979,34.024278,wet,1.6,2,2.3,1.6,1.875,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,0.427537049,-0.377290629,90.1395895,725.6926714,wetseason
189,32,71,SNP,wild,32,S,non,Excl,21/03/2017,-2.278395994,34.02417398,wet,2.5,2.1,1.8,2,2.1,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,-0.055926206,-0.650624429,90.1395895,725.6926714,wetseason
190,32,71,SNP,wild,32,S,non,Open,21/03/2017,-2.278419966,34.02418303,wet,2,1.5,2.5,1.6,1.9,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,0.193642839,-0.592455292,90.1395895,725.6926714,wetseason
191,32,72,SNP,wild,32,I,inter,Excl,21/03/2017,-2.27851904,34.02416199,wet,2.5,2,2.1,2,2.15,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,-0.674594279,-0.69097354,90.1395895,725.6926714,wetseason
192,32,72,SNP,wild,32,I,inter,Open,21/03/2017,-2.278432036,34.02437104,wet,1.5,1,2,1.5,1.5,,,,,,,,,2,2,0,3,7,0.428571429,0.24,-9.41523903,-0.040479765,-0.527366767,-0.491610593,90.1395895,725.6926714,wetseason
1,1,1,Makao,pasture,1,S,N,Excl,30/04/2017,-3.406347027,34.85055604,dry,25,4,25.5,32,21.625,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,0.015677184,-0.093066927,63.32763964,502.3812004,wetseason
2,1,1,Makao,pasture,1,S,N,Open,30/04/2017,-3.406363036,34.85055797,dry,29,15,5,15.5,16.125,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,-0.085061757,-0.131092245,63.32763964,502.3812004,wetseason
3,1,2,Makao,pasture,1,S,non,Excl,30/04/2017,-3.406253988,34.85066299,dry,6,16.5,7.5,8,9.5,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,-0.280659538,-0.05371377,63.32763964,502.3812004,wetseason
4,1,2,Makao,pasture,1,S,non,Open,30/04/2017,-3.406276032,34.850665,dry,11,3.5,4,3.5,5.5,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,-0.33418854,-0.164872079,63.32763964,502.3812004,wetseason
5,1,3,Makao,pasture,1,I,inter,Excl,30/04/2017,-3.406194979,34.85053601,dry,12,10,12.5,8.5,10.75,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,-0.212341328,0.036168437,63.32763964,502.3812004,wetseason
6,1,3,Makao,pasture,1,I,inter,Open,30/04/2017,-3.406066988,34.85057901,dry,2.5,7,7,14,7.625,,,,,,,,,0,0,0,6,6,1,-3.36,-12.62811366,-0.249682963,-0.473601958,0.076348566,63.32763964,502.3812004,wetseason
7,2,4,Makao,pasture,2,S,N,Excl,30/04/2017,-3.40942503,34.85278797,dry,19.5,26,23.5,22,22.75,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,0.263715802,0.018683161,63.32763964,502.3812004,wetseason
8,2,4,Makao,pasture,2,S,N,Open,30/04/2017,-3.409399968,34.85279401,dry,2.5,3.5,4,4.5,3.625,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,0.12361404,-0.05441824,63.32763964,502.3812004,wetseason
9,2,5,Makao,pasture,2,S,non,Excl,30/04/2017,-3.409166029,34.85270499,dry,14.5,32,30,12.5,22.25,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,0.301410418,-0.076379538,63.32763964,502.3812004,wetseason
10,2,5,Makao,pasture,2,S,non,Open,30/04/2017,-3.409190001,34.85270399,dry,2,2.5,2.5,2.5,2.375,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,0.055896637,-0.03752799,63.32763964,502.3812004,wetseason
11,2,6,Makao,pasture,2,I,inter,Excl,30/04/2017,-3.409267031,34.85268597,dry,12.5,3.5,4,4.5,6.125,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,-0.041662276,0.235468986,63.32763964,502.3812004,wetseason
12,2,6,Makao,pasture,2,I,inter,Open,30/04/2017,-3.409353029,34.85292502,dry,1.5,1,2.5,1.5,1.625,,,,,,,,,0,0,0,30,30,1,-3.78,70.94394555,-0.416552626,-0.483910784,0.439970566,63.32763964,502.3812004,wetseason
13,3,7,Makao,pasture,3,S,N,Excl,30/04/2017,-3.408244019,34.85029503,dry,40.5,30,25,17,28.125,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,0.361321748,-0.209309529,63.32763964,502.3812004,wetseason
14,3,7,Makao,pasture,3,S,N,Open,30/04/2017,-3.408206971,34.85028598,dry,5,4,3.5,6.5,4.75,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,0.582375217,-0.524918304,63.32763964,502.3812004,wetseason
15,3,8,Makao,pasture,3,S,non,Excl,30/04/2017,-3.40841501,34.85011498,dry,16.5,15,17,14.5,15.75,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,0.464803383,-0.603953105,63.32763964,502.3812004,wetseason
16,3,8,Makao,pasture,3,S,non,Open,30/04/2017,-3.408432025,34.85012203,dry,2.5,2,4,1.5,2.5,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,0.301186478,-0.308587026,63.32763964,502.3812004,wetseason
17,3,9,Makao,pasture,3,I,inter,Excl,30/04/2017,-3.40839196,34.850304,dry,9.5,9,7.5,5,7.75,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,-0.010628302,0.307405373,63.32763964,502.3812004,wetseason
18,3,9,Makao,pasture,3,I,inter,Open,30/04/2017,-3.408284001,34.85010199,dry,2.5,2,2,1.5,2,,,,,,,,,0,0,0,25,25,1,-3.51,53.46788945,-0.396828637,-0.146044218,0.68639852,63.32763964,502.3812004,wetseason
19,4,10,Makao,pasture,4,S,N,Excl,30/04/2017,-3.410775019,34.85504597,dry,46,39,20.5,30,33.875,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
20,4,10,Makao,pasture,4,S,N,Open,30/04/2017,-3.410785999,34.85504597,dry,14,6,7,20,11.75,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
21,4,11,Makao,pasture,4,S,non,Excl,30/04/2017,-3.41090804,34.85547496,dry,8,7.5,10.5,30,14,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
22,4,11,Makao,pasture,4,S,non,Open,30/04/2017,-3.410970988,34.85547001,dry,4.5,6.5,5,5,5.25,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
23,4,12,Makao,pasture,4,I,inter,Excl,30/04/2017,-3.411052963,34.85539198,dry,4.5,3,2,3,3.125,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
24,4,12,Makao,pasture,4,I,inter,Open,30/04/2017,-3.410976017,34.855251,dry,3,2,2.5,3,2.625,,,,,,,,,0,0,0,10,10,1,-4.09,0.832803859,-0.300367573,,,63.32763964,502.3812004,wetseason
25,5,13,MakaoWMA,wild,5,S,N,Excl,30/04/2017,-3.425976019,34.75033999,dry,6.5,10.5,8,7.5,8.125,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,0.431870684,-0.212726306,45.37860577,465.2923595,dryseason
26,5,13,MakaoWMA,wild,5,S,N,Open,30/04/2017,-3.426002003,34.75033597,dry,3,4,4.5,3.5,3.75,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,0.514323639,-0.121415545,45.37860577,465.2923595,dryseason
27,5,14,MakaoWMA,wild,5,S,non,Excl,30/04/2017,-3.425989011,34.75018904,dry,4,7.5,10,6.5,7,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,0.268008067,-0.182524271,45.37860577,465.2923595,dryseason
28,5,14,MakaoWMA,wild,5,S,non,Open,30/04/2017,-3.426029999,34.75014998,dry,2,2,4,2,2.5,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,0.443695525,-0.166346547,45.37860577,465.2923595,dryseason
29,5,15,MakaoWMA,wild,5,I,inter,Excl,30/04/2017,-3.426082972,34.75007798,dry,4,5.5,7,2.5,4.75,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,0.134910283,0.411280772,45.37860577,465.2923595,dryseason
30,5,15,MakaoWMA,wild,5,I,inter,Open,30/04/2017,-3.426144999,34.75024503,dry,0.5,1.5,3,4,2.25,,,,,,,,,5,5,0,0,10,0,0.52,0.038020863,0.215743309,-0.243866733,-0.272506418,45.37860577,465.2923595,dryseason
31,6,16,MakaoWMA,wild,6,S,N,Excl,30/04/2017,-3.425689023,34.75080804,dry,12,5.5,6,9,8.125,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,0.322885231,0.111704434,45.37860577,465.2923595,dryseason
32,6,16,MakaoWMA,wild,6,S,N,Open,30/04/2017,-3.425652981,34.75079798,dry,4.5,4,8.5,3,5,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,0.522511497,-0.198949165,45.37860577,465.2923595,dryseason
33,6,17,MakaoWMA,wild,6,S,non,Excl,30/04/2017,-3.425530018,34.75118799,dry,3,6.5,3.5,3,4,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,-0.637441087,-0.388417057,45.37860577,465.2923595,dryseason
34,6,17,MakaoWMA,wild,6,S,non,Open,30/04/2017,-3.425510991,34.75116896,dry,3,2.5,3.5,1,2.5,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,0.123670535,-0.251402801,45.37860577,465.2923595,dryseason
35,6,18,MakaoWMA,wild,6,I,inter,Excl,30/04/2017,-3.42542097,34.75122202,dry,9,8,6.5,9,8.125,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,-0.303207128,-0.400595773,45.37860577,465.2923595,dryseason
36,6,18,MakaoWMA,wild,6,I,inter,Open,30/04/2017,-3.425488025,34.75083402,dry,1.5,2.5,0.5,3,1.875,,,,,,,,,3,8,0,0,11,0,0.49,4.005938062,0.234866006,-0.661956457,0.312093345,45.37860577,465.2923595,dryseason
37,7,19,MakaoWMA,wild,7,S,N,Excl,30/04/2017,-3.425013022,34.75853599,dry,9.5,15.5,16.5,7,12.125,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,0.348333159,-0.524657798,45.37860577,465.2923595,dryseason
38,7,19,MakaoWMA,wild,7,S,N,Open,30/04/2017,-3.425038001,34.75852098,dry,8,2.5,5,8.5,6,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,0.351550063,-0.668706762,45.37860577,465.2923595,dryseason
39,7,20,MakaoWMA,wild,7,S,non,Excl,30/04/2017,-3.425151994,34.75837899,dry,14.5,10.5,11,15,12.75,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,,,45.37860577,465.2923595,dryseason
40,7,20,MakaoWMA,wild,7,S,non,Open,30/04/2017,-3.425136991,34.75838101,dry,2,2,2,2.5,2.125,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,-0.119030762,-0.139523928,45.37860577,465.2923595,dryseason
41,7,21,MakaoWMA,wild,7,I,inter,Excl,30/04/2017,-3.425220978,34.75847798,dry,14,8,10,17,12.25,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,-0.454335509,-0.231227799,45.37860577,465.2923595,dryseason
42,7,21,MakaoWMA,wild,7,I,inter,Open,30/04/2017,-3.424973041,34.75841504,dry,1,2,1.5,2.5,1.75,,,,,,,,,0,2,0,0,2,0,0.67,-27.48436461,0.070223636,-0.129770541,-0.027215181,45.37860577,465.2923595,dryseason
43,8,22,MakaoWMA,wild,8,S,N,Excl,30/04/2017,-3.422442041,34.76117503,dry,18.5,13,21,13,16.375,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,0.069854319,-0.526586803,45.37860577,465.2923595,dryseason
44,8,22,MakaoWMA,wild,8,S,N,Open,30/04/2017,-3.422460984,34.761156,dry,3,5.5,3.5,3,3.75,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,0.485901132,-0.37927355,45.37860577,465.2923595,dryseason
45,8,23,MakaoWMA,wild,8,S,non,Excl,30/04/2017,-3.422530973,34.76150796,dry,9.5,23.5,15.5,17,16.375,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,0.397692201,-0.324671497,45.37860577,465.2923595,dryseason
46,8,23,MakaoWMA,wild,8,S,non,Open,30/04/2017,-3.422479006,34.76146697,dry,5.5,5,7,4,5.375,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,0.582496331,0.041095635,45.37860577,465.2923595,dryseason
47,8,24,MakaoWMA,wild,8,I,inter,Excl,30/04/2017,-3.422548994,34.76134803,dry,4.5,4,4,3,3.875,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,-0.475629757,-0.205497509,45.37860577,465.2923595,dryseason
48,8,24,MakaoWMA,wild,8,I,inter,Open,30/04/2017,-3.422631975,34.76139396,dry,1,1.5,2.5,2,1.75,,,,,,,,,0,6,0,0,6,0,0.38,-13.17685908,0.148656463,-0.193821305,-0.077814072,45.37860577,465.2923595,dryseason
55,10,25,Maswa,illegal,10,S,N,Excl,22/04/2017,-3.377683014,34.82340002,dry,30,17,22.5,33,25.625,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,0.170762929,0.107658378,107.3846264,614.7357972,wetseason
56,10,25,Maswa,illegal,10,S,N,Open,22/04/2017,-3.377734981,34.823412,dry,3,7,3.5,3,4.125,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,-0.273291589,0.335021372,107.3846264,614.7357972,wetseason
57,10,26,Maswa,illegal,10,S,non,Excl,22/04/2017,-3.378162039,34.82319097,dry,12.5,15,21,9,14.375,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,0.056009045,0.165030343,107.3846264,614.7357972,wetseason
58,10,26,Maswa,illegal,10,S,non,Open,22/04/2017,-3.378130021,34.82320304,dry,14,7,4.5,2,6.875,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,-0.000488293,0.28079816,107.3846264,614.7357972,wetseason
59,10,27,Maswa,illegal,10,I,inter,Excl,22/04/2017,-3.378006974,34.82323498,dry,8,6.5,8,8,7.625,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,-0.476647065,0.314331686,107.3846264,614.7357972,wetseason
60,10,27,Maswa,illegal,10,I,inter,Open,22/04/2017,-3.377879988,34.82315099,dry,3,3,2.5,2,2.625,,,,,,,,,5,7,0,0,12,0,1.03,7.327388812,0.242373517,-0.436544623,0.447050407,107.3846264,614.7357972,wetseason
61,11,28,Maswa,illegal,11,S,N,Excl,22/04/2017,-3.377846042,34.82037197,dry,29,4,14.5,40,21.875,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,0.689158905,0.248960061,107.3846264,614.7357972,wetseason
62,11,28,Maswa,illegal,11,S,N,Open,22/04/2017,-3.377830032,34.82038597,dry,7.5,5,6.5,9,7,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,0.552442436,0.283684208,107.3846264,614.7357972,wetseason
63,11,29,Maswa,illegal,11,S,non,Excl,22/04/2017,-3.378100013,34.82046903,dry,40,18,28.5,19,26.375,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,0.257669166,0.169904342,107.3846264,614.7357972,wetseason
64,11,29,Maswa,illegal,11,S,non,Open,22/04/2017,-3.378120968,34.82046702,dry,5.5,34.5,8,22,17.5,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,0.363348647,0.476900145,107.3846264,614.7357972,wetseason
65,11,30,Maswa,illegal,11,I,inter,Excl,22/04/2017,-3.377788961,34.82051698,dry,5.5,12,16.5,8,10.5,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,-0.386306871,0.190977031,107.3846264,614.7357972,wetseason
66,11,30,Maswa,illegal,11,I,inter,Open,22/04/2017,-3.378115017,34.82060096,dry,4,4.5,4,3.5,4,,,,,,,,,6,5,0,0,11,0,1.14,3.529884936,0.222742646,-0.470275104,0.23736993,107.3846264,614.7357972,wetseason
73,13,37,Maswa,wild,13,S,N,Excl,22/04/2017,-3.295762986,34.85236502,dry,39,7,14.5,9,17.375,,,,,,,,,7,8,0,0,15,0,9.16,17.75294586,0.266338917,0.348268551,0.432106468,114.8300444,573.4229449,wetseason
74,13,37,Maswa,wild,13,S,N,Open,22/04/2017,-3.295791987,34.85235396,dry,12,19.5,11,8.5,12.75,,,,,,,,,7,8,0,0,15,0,9.16,17.75294586,0.266338917,0.563382512,0.500325221,114.8300444,573.4229449,wetseason
75,13,38,Maswa,wild,13,S,non,Excl,22/04/2017,-3.295764998,34.85218498,dry,37.5,37,45,40,39.875,,,,,,,,,7,8,0,0,15,0,9.16,17.75294586,0.266338917,0.563097537,0.243937606,114.8300444,573.4229449,wetseason
76,13,38,Maswa,wild,13,S,non,Open,22/04/2017,-3.29572401,34.85221004,dry,5,4,4.5,3,4.125,,,,,,,,,7,8,0,0,15,0,9.16,17.75294586,0.266338917,0.089167787,0.154018544,114.8300444,573.4229449,wetseason
