plot.ID,site,plot,area,landuse,block,sub.vs.inter,n.non.N,excl_open,date,latitude,longitude,rain.region,Disc_1,Disc_2,Disc_3,Disc_4,Disc_avg,time,temp,moist,GLAMA,tree_height.m,canopy_thickness.m,canopy_height.m,dbh,wild_broswer,wild_grazer,live_broswer,live_grazer,total_dung,livgrazer_prop.y,distance_pa_boundary.km.y,Cmd_1,HerbPRC,NMDS1,NMDS2,rain.sum.mm,rain.cumsum.mm,
96,16,48,Maswa,wild,16,I,inter,Open,05/07/2016,-3.30256599,34.84803401,dry,4,2.5,3,2,2.875,11.2,23.7,5.02,100,,,,,3,5,0,0,8,0,8.54,12.74476196,0.1271092,0.050365388,0.421484659,1.650000095,1.650000095,dryseason
121,21,49,Mwantimba,pasture,21,S,N,Excl,28/07/2016,-2.350347005,34.04953402,wet,2,2,2,3,2.25,11.25,28.2,0.67,15.91,4.2,3.4,0.8,6,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.266771566,0.496839608,16.65000021,16.65000021,dryseason
122,21,49,Mwantimba,pasture,21,S,N,Open,28/07/2016,-2.350365026,34.04952999,wet,1,1,1,1,1,11.27,28,0,15.38,4.2,3.4,0.8,6,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.2784924,0.481234793,16.65000021,16.65000021,dryseason
123,21,50,Mwantimba,pasture,21,S,non,Excl,28/07/2016,-2.35029202,34.04975999,wet,1,2,1,1,1.25,11.3,24.4,0,4.62,4.2,3.6,0.6,21.3,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.362770091,0.47989353,16.65000021,16.65000021,dryseason
124,21,50,Mwantimba,pasture,21,S,non,Open,28/07/2016,-2.350263018,34.049775,wet,1,1,1,1,1,11.31,26.4,0,8.53,4.2,3.6,0.6,21.3,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.802818012,0.270146057,16.65000021,16.65000021,dryseason
125,21,51,Mwantimba,pasture,21,I,inter,Excl,28/07/2016,-2.350285985,34.04964801,wet,1,1,1,2,1.25,11.34,26.6,0,100,,,,,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.241611807,0.495771066,16.65000021,16.65000021,dryseason
126,21,51,Mwantimba,pasture,21,I,inter,Open,28/07/2016,-2.35040199,34.04969302,wet,1,1,1,1,1,11.38,31.9,0,100,,,,,0,0,2,9,11,0.818181818,-5.1,12.10656779,-0.434833735,-0.332611727,0.541874588,16.65000021,16.65000021,dryseason
127,22,52,Mwantimba,pasture,22,S,N,Excl,28/07/2016,-2.348584039,34.05013399,wet,3,5,4,3,3.75,11.58,26.9,0,23.24,4.1,2.1,2,6.5,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.548946651,0.089020967,16.65000021,16.65000021,dryseason
128,22,52,Mwantimba,pasture,22,S,N,Open,28/07/2016,-2.348590996,34.05013097,wet,3,1,1.5,2,1.875,11.59,27.8,0,51.04,4.1,2.1,2,6.5,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.383452044,0.162286645,16.65000021,16.65000021,dryseason
129,22,53,Mwantimba,pasture,22,S,non,Excl,28/07/2016,-2.348701973,34.05010801,wet,2,2,2,1.5,1.875,12,24.9,0,11.51,4.2,2.4,1.8,14,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.60823861,0.506508019,16.65000021,16.65000021,dryseason
130,22,53,Mwantimba,pasture,22,S,non,Open,28/07/2016,-2.348676994,34.05010398,wet,1,2,1,2,1.5,12.03,30.4,0,4.63,4.2,2.4,1.8,14,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.576508629,0.280107286,16.65000021,16.65000021,dryseason
131,22,54,Mwantimba,pasture,22,I,inter,Excl,28/07/2016,-2.348791994,34.05003098,wet,2,2,1.5,1,1.625,12.04,28.6,0,100,,,,,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.555639898,0.592610877,16.65000021,16.65000021,dryseason
132,22,54,Mwantimba,pasture,22,I,inter,Open,28/07/2016,-2.348617986,34.05010298,wet,1,1,1.5,1.8,1.325,12.05,28.5,1.59,100,,,,,0,0,4,13,17,0.764705882,-4.92,13.50082648,-0.507405636,-0.604445379,0.473976017,16.65000021,16.65000021,dryseason
133,23,55,Mwantimba,pasture,23,S,N,Excl,28/07/2016,-2.367685977,34.05930698,wet,6,6,5,9,6.5,10.5,22.1,0.17,71.95,4.2,2.4,1.8,9.5,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,-0.120752768,-0.26638551,16.65000021,16.65000021,dryseason
134,23,55,Mwantimba,pasture,23,S,N,Open,28/07/2016,-2.367693018,34.05930799,wet,2,1,3,2,2,10.52,25.2,0,58.79,4.2,2.4,1.8,9.5,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,-0.734498507,0.154546483,16.65000021,16.65000021,dryseason
135,23,56,Mwantimba,pasture,23,S,non,Excl,28/07/2016,-2.367653036,34.05944796,wet,3,4,4,5,4,10.55,22.9,0.73,13.74,4.2,2.2,2,15.6,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,-0.17974566,-0.50721155,16.65000021,16.65000021,dryseason
136,23,56,Mwantimba,pasture,23,S,non,Open,28/07/2016,-2.367639039,34.05944897,wet,2,2,3,2,2.25,11.56,24.7,0,10.4,4.2,2.2,2,15.6,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,0.619416709,-0.329073783,16.65000021,16.65000021,dryseason
137,23,57,Mwantimba,pasture,23,I,inter,Excl,28/07/2016,-2.367751021,34.05936196,wet,3,4,4,5,4,11.58,22.9,0,100,,,,,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,-0.218077933,0.058538884,16.65000021,16.65000021,dryseason
138,23,57,Mwantimba,pasture,23,I,inter,Open,28/07/2016,-2.36784297,34.059512,wet,4,3,5,7,4.75,11.59,23.4,0,100,,,,,0,0,0,4,4,1,-5.95,9.947378884,-0.282175348,-0.629700097,-0.089685453,16.65000021,16.65000021,dryseason
139,24,58,Mwantimba,pasture,24,S,N,Excl,28/07/2016,-2.367443992,34.06045103,wet,2,3,4,3.5,3.125,11,26.5,0,19.49,5.2,4.8,0.4,7.5,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.547733009,-0.012159222,16.65000021,16.65000021,dryseason
140,24,58,Mwantimba,pasture,24,S,N,Open,28/07/2016,-2.36744198,34.06044298,wet,2,2,3,2,2.25,11.02,25.2,0,31.86,5.2,4.8,0.4,7.5,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.733120788,-0.103033288,16.65000021,16.65000021,dryseason
141,24,59,Mwantimba,pasture,24,S,non,Excl,28/07/2016,-2.367674997,34.06030199,wet,3,4,3,5,3.75,11.03,25.5,2.09,14.96,3.2,2.6,0.6,8.6,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.067666408,0.033258096,16.65000021,16.65000021,dryseason
142,24,59,Mwantimba,pasture,24,S,non,Open,28/07/2016,-2.367691007,34.06029697,wet,6,4,2,9,5.25,11.04,21.6,0.46,44.18,3.2,2.6,0.6,8.6,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.04317962,0.052384217,16.65000021,16.65000021,dryseason
143,24,60,Mwantimba,pasture,24,I,inter,Excl,28/07/2016,-2.367513981,34.06038296,wet,3,4,3,6,4,11.05,26.1,0,100,,,,,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.451305298,-0.045400377,16.65000021,16.65000021,dryseason
144,24,60,Mwantimba,pasture,24,I,inter,Open,28/07/2016,-2.367612971,34.06053904,wet,1,2,3,1,1.75,11.08,26,0,100,,,,,0,0,3,20,23,0.869565217,-5.93,19.28584696,-0.537654181,-0.249639254,0.108960356,16.65000021,16.65000021,dryseason
169,29,61,SNP,wild,29,S,N,Excl,01/07/2016,-2.277669031,34.02779303,wet,4.2,3,4.5,4,3.925,13.18,22.9,0,17.92,7.6,3.4,4.2,35.8,1,8,0,0,9,0,0.58,13.56607073,0.133169459,0.524042105,-0.491446389,22.13107371,22.13107371,dryseason
170,29,61,SNP,wild,29,S,N,Open,01/07/2016,-2.277650004,34.02778096,wet,6,8,10.8,8.5,8.325,13.21,27.2,0,14.14,7.6,3.4,4.2,35.8,1,8,0,0,9,0,0.58,13.56607073,0.133169459,0.384303176,-0.536633982,22.13107371,22.13107371,dryseason
171,29,62,SNP,wild,29,S,non,Excl,01/07/2016,-2.277900036,34.02754803,wet,5,4.3,2.8,4.5,4.15,13.24,28,0.3,19.76,4,2,2,18.7,1,8,0,0,9,0,0.58,13.56607073,0.133169459,0.250280602,-0.722356614,22.13107371,22.13107371,dryseason
172,29,62,SNP,wild,29,S,non,Open,01/07/2016,-2.277884027,34.02756899,wet,9.5,2,5,4,5.125,13.29,33.6,1.2,13.41,4,2,2,18.7,1,8,0,0,9,0,0.58,13.56607073,0.133169459,0.045193872,-0.700284486,22.13107371,22.13107371,dryseason
173,29,63,SNP,wild,29,I,inter,Excl,01/07/2016,-2.27775,34.02763998,wet,4,4.5,3.5,2.5,3.625,13.31,33.4,0,100,,,,,1,8,0,0,9,0,0.58,13.56607073,0.133169459,-0.920683486,-0.43191216,22.13107371,22.13107371,dryseason
174,29,63,SNP,wild,29,I,inter,Open,01/07/2016,-2.277870029,34.02769597,wet,2.6,3,4,5,3.65,13.34,36.9,0,100,,,,,1,8,0,0,9,0,0.58,13.56607073,0.133169459,-0.751768517,-0.489418151,22.13107371,22.13107371,dryseason
175,30,64,SNP,wild,30,S,N,Excl,01/07/2016,-2.278691037,34.032331,wet,4,4.2,3.5,2.7,3.6,13.42,28.7,0,69.9,7.2,3,4.2,33.4,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,-0.038924405,-0.40769648,22.13107371,22.13107371,dryseason
176,30,64,SNP,wild,30,S,N,Open,01/07/2016,-2.278697994,34.03233301,wet,3.6,2.8,5.6,3,3.75,13.44,26,0,59.5,7.2,3,4.2,33.4,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,0.173348438,-0.430696278,22.13107371,22.13107371,dryseason
177,30,65,SNP,wild,30,S,non,Excl,01/07/2016,-2.278619036,34.03211097,wet,4.4,4.8,4.2,4,4.35,13.46,25.9,2.68,24.04,4.8,3,1.8,25.5,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,-0.135428328,-0.443608234,22.13107371,22.13107371,dryseason
178,30,65,SNP,wild,30,S,non,Open,01/07/2016,-2.278609984,34.03211902,wet,3.5,5,4.5,2.5,3.875,13.47,28,0.02,11.18,4.8,3,1.8,25.5,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,-0.109600126,-0.499220556,22.13107371,22.13107371,dryseason
179,30,66,SNP,wild,30,I,inter,Excl,01/07/2016,-2.278715009,34.03215003,wet,4,1.8,2.5,3,2.825,13.5,36.7,0.57,100,,,,,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,-0.747924113,-0.350307593,22.13107371,22.13107371,dryseason
180,30,66,SNP,wild,30,I,inter,Open,01/07/2016,-2.278762031,34.03196001,wet,3.5,3,3,3.6,3.275,13.53,35.4,0.23,100,,,,,1,3,0,2,6,0.333333333,0.81,11.18508203,-0.065092829,-0.727467212,-0.148517523,22.13107371,22.13107371,dryseason
181,31,67,SNP,wild,31,S,N,Excl,01/07/2016,-2.272657994,34.02313102,wet,2,4.5,1.9,4,3.1,14.5,33.5,0,19.5,6.8,3.2,3.6,25.5,0,2,0,0,2,0,0.61,8.159496423,0,0.396542723,-0.649151588,22.13107371,22.13107371,dryseason
182,31,67,SNP,wild,31,S,N,Open,01/07/2016,-2.272637961,34.02315298,wet,2.8,4.5,3,2.5,3.2,14.52,33.1,0,21.19,6.8,3.2,3.6,25.5,0,2,0,0,2,0,0.61,8.159496423,0,0.396542723,-0.649151588,22.13107371,22.13107371,dryseason
183,31,68,SNP,wild,31,S,non,Excl,01/07/2016,-2.272692025,34.02307,wet,2,3.5,4.5,4.5,3.625,14.53,28.6,0,42.24,4.5,2.5,2,34.4,0,2,0,0,2,0,0.61,8.159496423,0,0.008372101,-0.595552113,22.13107371,22.13107371,dryseason
184,31,68,SNP,wild,31,S,non,Open,01/07/2016,-2.272680039,34.02307704,wet,3.5,3,3.5,3,3.25,14.55,32,0,52.43,4.5,2.5,2,34.4,0,2,0,0,2,0,0.61,8.159496423,0,-0.065778691,-0.633341644,22.13107371,22.13107371,dryseason
185,31,69,SNP,wild,31,I,inter,Excl,01/07/2016,-2.272728989,34.02299096,wet,2.5,1.5,1,2.5,1.875,14.57,40.9,0,100,,,,,0,2,0,0,2,0,0.61,8.159496423,0,-0.505313286,-0.744376135,22.13107371,22.13107371,dryseason
186,31,69,SNP,wild,31,I,inter,Open,01/07/2016,-2.272787997,34.02319204,wet,2.5,3,2.5,2,2.5,15,39.4,0,100,,,,,0,2,0,0,2,0,0.61,8.159496423,0,-0.488808902,-0.500520126,22.13107371,22.13107371,dryseason
187,32,70,SNP,wild,32,S,N,Excl,01/07/2016,-2.278511999,34.02428001,wet,3,2.5,3.5,5.5,3.625,15.13,29.4,0,11.37,5.2,1.8,3.4,42,0,8,0,0,8,0,0.24,13.00186797,0.101696548,0.396542723,-0.649151588,22.13107371,22.13107371,dryseason
188,32,70,SNP,wild,32,S,N,Open,01/07/2016,-2.278522979,34.024278,wet,3,3.5,2,2.5,2.75,15.15,26,0,12.26,5.2,1.8,3.4,42,0,8,0,0,8,0,0.24,13.00186797,0.101696548,0.438693385,-0.605916915,22.13107371,22.13107371,dryseason
189,32,71,SNP,wild,32,S,non,Excl,01/07/2016,-2.278395994,34.02417398,wet,2.5,2.5,2,3.2,2.55,15.17,34.2,0,24.98,4.6,2.6,2,31.8,0,8,0,0,8,0,0.24,13.00186797,0.101696548,-0.017863096,-0.635193767,22.13107371,22.13107371,dryseason
190,32,71,SNP,wild,32,S,non,Open,01/07/2016,-2.278419966,34.02418303,wet,3,3,3,3,3,15.19,28.7,0,18.08,4.6,2.6,2,31.8,0,8,0,0,8,0,0.24,13.00186797,0.101696548,0.221730872,-0.662196245,22.13107371,22.13107371,dryseason
191,32,72,SNP,wild,32,I,inter,Excl,01/07/2016,-2.27851904,34.02416199,wet,2.5,1.9,2,1.8,2.05,15.22,40.5,0,100,,,,,0,8,0,0,8,0,0.24,13.00186797,0.101696548,-0.744855964,-0.548470068,22.13107371,22.13107371,dryseason
192,32,72,SNP,wild,32,I,inter,Open,01/07/2016,-2.278432036,34.02437104,wet,3,2,3,2,2.5,15.24,38.3,0,100,,,,,0,8,0,0,8,0,0.24,13.00186797,0.101696548,-0.828439624,-0.586561449,22.13107371,22.13107371,dryseason
1,1,1,Makao,pasture,1,S,N,Excl,25/08/2016,-3.406347027,34.85055604,dry,2,3.5,2,3,2.625,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.148510925,0.048212238,0,0.600000024,dryseason
2,1,1,Makao,pasture,1,S,N,Open,25/08/2016,-3.406363036,34.85055797,dry,3,2.5,3.5,2,2.75,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.052584838,-0.187021696,0,0.600000024,dryseason
3,1,2,Makao,pasture,1,S,non,Excl,25/08/2016,-3.406253988,34.85066299,dry,1.5,3,2,2,2.125,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.328883281,-0.099738332,0,0.600000024,dryseason
4,1,2,Makao,pasture,1,S,non,Open,25/08/2016,-3.406276032,34.850665,dry,7.5,4,4.3,2,4.45,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.066750614,-0.218539926,0,0.600000024,dryseason
5,1,3,Makao,pasture,1,I,inter,Excl,25/08/2016,-3.406194979,34.85053601,dry,2.2,2,1,2.5,1.925,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.509386885,0.578512002,0,0.600000024,dryseason
6,1,3,Makao,pasture,1,I,inter,Open,25/08/2016,-3.406066988,34.85057901,dry,1.5,3,1,1,1.625,,,,,,,,,7,2,15,40,64,0.625,-3.36,33.25567068,-0.542589189,-0.474049401,0.514082735,0,0.600000024,dryseason
7,2,4,Makao,pasture,2,S,N,Excl,25/08/2016,-3.40942503,34.85278797,dry,5,3,3,2.5,3.375,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,0.191263756,0.015953101,0,0.600000024,dryseason
8,2,4,Makao,pasture,2,S,N,Open,25/08/2016,-3.409399968,34.85279401,dry,3,5.5,2,3,3.375,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,0.120407557,0.021935305,0,0.600000024,dryseason
9,2,5,Makao,pasture,2,S,non,Excl,25/08/2016,-3.409166029,34.85270499,dry,2.5,1.5,1.5,3,2.125,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,0.1123389,0.49289718,0,0.600000024,dryseason
10,2,5,Makao,pasture,2,S,non,Open,25/08/2016,-3.409190001,34.85270399,dry,1.5,1,2,1,1.375,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,0.088204258,0.234367939,0,0.600000024,dryseason
11,2,6,Makao,pasture,2,I,inter,Excl,25/08/2016,-3.409267031,34.85268597,dry,2,1.5,2,2.5,2,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,-0.314557565,0.225300261,0,0.600000024,dryseason
12,2,6,Makao,pasture,2,I,inter,Open,25/08/2016,-3.409353029,34.85292502,dry,1,1.5,1.5,1.5,1.375,,,,,,,,,8,0,14,30,52,0.576923077,-3.78,25.04466995,-0.603183852,-0.473644803,0.191041951,0,0.600000024,dryseason
13,3,7,Makao,pasture,3,S,N,Excl,25/08/2016,-3.408244019,34.85029503,dry,1,4,4,1,2.5,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,0.077492546,-0.051460354,0,0.600000024,dryseason
14,3,7,Makao,pasture,3,S,N,Open,25/08/2016,-3.408206971,34.85028598,dry,4,5,2,3,3.5,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,0.479394863,-0.507157731,0,0.600000024,dryseason
15,3,8,Makao,pasture,3,S,non,Excl,25/08/2016,-3.40841501,34.85011498,dry,2.5,1.5,2.5,1.3,1.95,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,0.106589487,-0.091752934,0,0.600000024,dryseason
16,3,8,Makao,pasture,3,S,non,Open,25/08/2016,-3.408432025,34.85012203,dry,2,1,1.3,7,2.825,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,0.151988316,-0.007964861,0,0.600000024,dryseason
17,3,9,Makao,pasture,3,I,inter,Excl,25/08/2016,-3.40839196,34.850304,dry,1.5,2,1.5,2.5,1.875,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,-0.110254941,0.64986553,0,0.600000024,dryseason
18,3,9,Makao,pasture,3,I,inter,Open,25/08/2016,-3.408284001,34.85010199,dry,1.5,1,1,1.5,1.25,,,,,,,,,0,0,30,40,70,0.571428571,-3.51,14.20785877,-0.78381488,-0.194711726,0.505708676,0,0.600000024,dryseason
19,4,10,Makao,pasture,4,S,N,Excl,25/08/2016,-3.410775019,34.85504597,dry,2.5,1.5,3,2.5,2.375,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
20,4,10,Makao,pasture,4,S,N,Open,25/08/2016,-3.410785999,34.85504597,dry,2,3,7,1,3.25,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
21,4,11,Makao,pasture,4,S,non,Excl,25/08/2016,-3.41090804,34.85547496,dry,2,1,3,1.5,1.875,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
22,4,11,Makao,pasture,4,S,non,Open,25/08/2016,-3.410970988,34.85547001,dry,2.5,1.5,5,2,2.75,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
23,4,12,Makao,pasture,4,I,inter,Excl,25/08/2016,-3.411052963,34.85539198,dry,1,1,1.5,1.5,1.25,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
24,4,12,Makao,pasture,4,I,inter,Open,25/08/2016,-3.410976017,34.855251,dry,2,2,2,2,2,,,,,,,,,17,2,2,30,51,0.588235294,-4.09,43.88511304,-0.360243345,,,0,0.600000024,dryseason
25,5,13,MakaoWMA,wild,5,S,N,Excl,25/08/2016,-3.425976019,34.75033999,dry,2,3,2.5,1.8,2.325,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,0.341702563,-0.214352348,0,0.525000021,dryseason
26,5,13,MakaoWMA,wild,5,S,N,Open,25/08/2016,-3.426002003,34.75033597,dry,6,3,2.5,5.5,4.25,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,0.337561636,-0.182652096,0,0.525000021,dryseason
27,5,14,MakaoWMA,wild,5,S,non,Excl,25/08/2016,-3.425989011,34.75018904,dry,2.5,3,2,1.5,2.25,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,0.349904696,-0.29253891,0,0.525000021,dryseason
28,5,14,MakaoWMA,wild,5,S,non,Open,25/08/2016,-3.426029999,34.75014998,dry,3.5,3,3.5,2.5,3.125,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,0.347578644,-0.176906771,0,0.525000021,dryseason
29,5,15,MakaoWMA,wild,5,I,inter,Excl,25/08/2016,-3.426082972,34.75007798,dry,1.5,2,2.5,5,2.75,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,-0.411668354,0.292618148,0,0.525000021,dryseason
30,5,15,MakaoWMA,wild,5,I,inter,Open,25/08/2016,-3.426144999,34.75024503,dry,4,5,6.5,5.5,5.25,,,,,,,,,13,8,0,0,21,0,0.52,22.0042961,0.190052179,-0.31824929,0.004357509,0,0.525000021,dryseason
31,6,16,MakaoWMA,wild,6,S,N,Excl,25/08/2016,-3.425689023,34.75080804,dry,3.5,3,3.5,4,3.5,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,0.381318123,-0.153768456,0,0.525000021,dryseason
32,6,16,MakaoWMA,wild,6,S,N,Open,25/08/2016,-3.425652981,34.75079798,dry,3,4.5,2.5,4.5,3.625,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,0.409598813,-0.333831417,0,0.525000021,dryseason
33,6,17,MakaoWMA,wild,6,S,non,Excl,25/08/2016,-3.425530018,34.75118799,dry,3,1.5,2,2,2.125,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,-0.127678649,0.12139884,0,0.525000021,dryseason
34,6,17,MakaoWMA,wild,6,S,non,Open,25/08/2016,-3.425510991,34.75116896,dry,3.5,2,2.5,2,2.5,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,-0.729208818,-0.238924726,0,0.525000021,dryseason
35,6,18,MakaoWMA,wild,6,I,inter,Excl,25/08/2016,-3.42542097,34.75122202,dry,3,2,2.5,3.5,2.75,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,-0.347714919,-0.423566154,0,0.525000021,dryseason
36,6,18,MakaoWMA,wild,6,I,inter,Open,25/08/2016,-3.425488025,34.75083402,dry,1.5,2,1,1.5,1.5,,,,,,,,,5,7,0,0,12,0,0.49,14.60688776,0.140676969,-0.692623424,0.167427965,0,0.525000021,dryseason
37,7,19,MakaoWMA,wild,7,S,N,Excl,25/08/2016,-3.425013022,34.75853599,dry,3.5,2,2.5,2.5,2.625,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,0.160109786,-0.19857483,0,0.525000021,dryseason
38,7,19,MakaoWMA,wild,7,S,N,Open,25/08/2016,-3.425038001,34.75852098,dry,3.5,2.5,1,4.5,2.875,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,0.273901304,-0.406105205,0,0.525000021,dryseason
39,7,20,MakaoWMA,wild,7,S,non,Excl,25/08/2016,-3.425151994,34.75837899,dry,3.5,2,2,4,2.875,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,,,0,0.525000021,dryseason
40,7,20,MakaoWMA,wild,7,S,non,Open,25/08/2016,-3.425136991,34.75838101,dry,2,3,5,1,2.75,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,-0.466353864,-0.854625398,0,0.525000021,dryseason
41,7,21,MakaoWMA,wild,7,I,inter,Excl,25/08/2016,-3.425220978,34.75847798,dry,2.5,1.5,2,1.8,1.95,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,-0.292341061,-0.219602738,0,0.525000021,dryseason
42,7,21,MakaoWMA,wild,7,I,inter,Open,25/08/2016,-3.424973041,34.75841504,dry,2,1,1,4,2,,,,,,,,,0,6,0,0,6,0,0.67,9.553374609,0.046959916,-0.202468212,-0.17628412,0,0.525000021,dryseason
43,8,22,MakaoWMA,wild,8,S,N,Excl,25/08/2016,-3.422442041,34.76117503,dry,5.5,3.8,1.5,4,3.7,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,0.031754453,-0.337120131,0,0.525000021,dryseason
44,8,22,MakaoWMA,wild,8,S,N,Open,25/08/2016,-3.422460984,34.761156,dry,14.5,6.5,8.9,4,8.475,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,0.240368452,-0.193806641,0,0.525000021,dryseason
45,8,23,MakaoWMA,wild,8,S,non,Excl,25/08/2016,-3.422530973,34.76150796,dry,7.5,6.5,6,4,6,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,0.433418823,-0.244421704,0,0.525000021,dryseason
46,8,23,MakaoWMA,wild,8,S,non,Open,25/08/2016,-3.422479006,34.76146697,dry,16,14,12,4.5,11.625,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,0.423034834,-0.393275229,0,0.525000021,dryseason
47,8,24,MakaoWMA,wild,8,I,inter,Excl,25/08/2016,-3.422548994,34.76134803,dry,3,2,2,3,2.5,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,-0.3917154,-0.350014836,0,0.525000021,dryseason
48,8,24,MakaoWMA,wild,8,I,inter,Open,25/08/2016,-3.422631975,34.76139396,dry,1.5,1.5,8,1,3,,,,,,,,,7,5,0,0,12,0,0.38,14.50349477,0.1271092,-0.408103618,-0.34155689,0,0.525000021,dryseason
49,9,34,Maswa,illegal,9,S,N,Excl,10/08/2016,-3.379195025,34.82925402,dry,3,5,4,3,3.75,,,,,,,,,2,7,0,0,9,0,0.61,12.13131322,0.109204058,,,,,
50,9,34,Maswa,illegal,9,S,N,Open,10/08/2016,-3.379157977,34.82925,dry,6.5,9.5,18,3,9.25,,,,,,,,,2,7,0,0,9,0,0.61,12.13131322,0.109204058,,,,,
51,9,35,Maswa,illegal,9,S,non,Excl,10/08/2016,-3.379559973,34.82945804,dry,3,4,3,2.5,3.125,,,,,,,,,2,7,0,0,9,0,0.61,12.13131322,0.109204058,,,,,
52,9,35,Maswa,illegal,9,S,non,Open,10/08/2016,-3.379598027,34.82947396,dry,3,7,4.5,2.5,4.25,,,,,,,,,2,7,0,0,9,0,0.61,12.13131322,0.109204058,,,,,
