,plot.id,block.id.harvest,site.id,site.name,region,landuse,block,treatment,harvest,Rdate,YrMonth,month,wp,lat,long,setup.date,harvest.date,biomass.total.g,prodtot,constot,prodtot.sum,constot.sum,Cum_prod,Cum_cons
62,SE_1_EX_H6,SE_1_H6,SE,Seronera,Intermediate Region,wild,1,exclosed,H6,12/03/2018,2018-03,Mar,1023,-2.437747,34.855162,12/15/2017,03/12/2018,110.74,2.577905492,2.464240102,224.2777778,214.3888889,376.3055555,317.3888888
69,SE_2_EX_H6,SE_2_H6,SE,Seronera,Intermediate Region,wild,2,exclosed,H6,12/03/2018,2018-03,Mar,1025,-2.437766,34.855394,12/15/2017,03/12/2018,119.07,3.195083014,0.199553001,277.9722222,17.36111109,653.9444444,364.1111111
76,SE_3_EX_H6,SE_3_H6,SE,Seronera,Intermediate Region,wild,3,exclosed,H6,12/03/2018,2018-03,Mar,1027,-2.437991,34.855418,12/15/2017,03/12/2018,124.26,3.520434227,2.282247765,306.2777777,198.5555556,579.9166666,460.5555556
83,SE_4_EX_H6,SE_4_H6,SE,Seronera,Intermediate Region,wild,4,exclosed,H6,12/03/2018,2018-03,Mar,1026,-2.438079,34.854989,12/15/2017,03/12/2018,65.55,0.707535121,-1.783205619,61.55555553,-155.1388889,287.5555556,-21.61111105
90,WET_P_1_EX_H6,WET_P_1_H6,WET_P,Mwantimba,Wet Region,pasture,1,exclosed,H6,09/03/2018,2018-03,Mar,957,-2.350052,34.049976,12/13/2017,03/09/2018,44.21,1.169573643,0.848514212,100.5833333,72.97222223,226.5555555,185.8333333
97,WET_P_2_EX_H6,WET_P_2_H6,WET_P,Mwantimba,Wet Region,pasture,2,exclosed,H6,09/03/2018,2018-03,Mar,959,-2.348488,34.05011,12/13/2017,03/09/2018,74.78,2.156976744,1.823320413,185.5,156.8055555,393.1388888,351.1388888
104,WET_P_3_EX_H6,WET_P_3_H6,WET_P,Mwantimba,Wet Region,pasture,3,exclosed,H6,09/03/2018,2018-03,Mar,1022,-2.367293,34.062509,12/13/2017,03/09/2018,128.63,3.609173127,-0.581395349,310.3888889,-50.00000001,549.75,156.2222222
111,WET_P_4_EX_H6,WET_P_4_H6,WET_P,Mwantimba,Wet Region,pasture,4,exclosed,H6,09/03/2018,2018-03,Mar,1020,-2.36857,34.062586,12/13/2017,03/09/2018,100.34,2.756459948,0.790697674,237.0555555,67.99999996,460.6666666,262.1944444
118,WET_W_1_EX_H6,WET_W_1_H6,WET_W,Handajega,Wet Region,wild,1,exclosed,H6,10/03/2018,2018-03,Mar,954,-2.272484,34.023326,12/14/2017,03/10/2018,65.71,1.185723514,0.394056848,101.9722222,33.88888893,195.6188889,126.5277778
125,WET_W_2_EX_H6,WET_W_2_H6,WET_W,Handajega,Wet Region,wild,2,exclosed,H6,10/03/2018,2018-03,Mar,953,-2.2783,34.024459,12/14/2017,03/10/2018,100.47,1.888565891,1.336886305,162.4166666,114.9722222,332.3888889,202.6111112
132,WET_W_3_EX_H6,WET_W_3_H6,WET_W,Handajega,Wet Region,wild,3,exclosed,H6,10/03/2018,2018-03,Mar,951,-2.277999,34.027678,12/14/2017,03/10/2018,11.85,-0.004844961,0.109496124,-0.416666646,9.416666664,113.1666667,152.9166667
139,WET_W_4_EX_H6,WET_W_4_H6,WET_W,Handajega,Wet Region,wild,4,exclosed,H6,10/03/2018,2018-03,Mar,950,-2.278837,34.031884,12/14/2017,03/10/2018,29.43,0.04618863,0.40374677,3.97222218,34.72222222,165.8333334,200.0833333
146,DRY_P_1_OP_H6,DRY_P_1_H6,DRY_P,Makao,Dry Region,pasture,1,open,H6,08/03/2018,2018-03,Mar,1009,-3.303212,34.847736,12/10/2017,03/08/2018,44.46,1.057449495,NA,93.05555556,NA,85.27777773,NA
153,DRY_P_2_OP_H6,DRY_P_2_H6,DRY_P,Makao,Dry Region,pasture,2,open,H6,08/03/2018,2018-03,Mar,1006,-3.408426,34.850244,12/10/2017,03/08/2018,15.92,0.439393939,NA,38.66666663,NA,16.11111109,NA
160,DRY_P_3_OP_H6,DRY_P_3_H6,DRY_P,Makao,Dry Region,pasture,3,open,H6,08/03/2018,2018-03,Mar,1001,-3.406316,34.850407,12/10/2017,03/08/2018,21.13,0.597222222,NA,52.55555554,NA,NA,NA
167,DRY_P_4_OP_H6,DRY_P_4_H6,DRY_P,Makao,Dry Region,pasture,4,open,H6,08/03/2018,2018-03,Mar,1003,-3.406853,34.8516,12/10/2017,03/08/2018,37.68,1.126262626,NA,99.11111109,NA,NA,NA
174,DRY_W_1_OP_H6,DRY_W_1_H6,DRY_W,Maswa,Dry Region,wild,1,open,H6,07/03/2018,2018-03,Mar,995,-3.299332,34.848458,12/11/2017,03/07/2018,3.91,-0.002906977,NA,-0.250000022,NA,-25.83333332,NA
181,DRY_W_2_OP_H6,DRY_W_2_H6,DRY_W,Maswa,Dry Region,wild,2,open,H6,07/03/2018,2018-03,Mar,980,-3.303268,34.847796,12/11/2017,03/07/2018,9.48,0.144702842,NA,12.44444441,NA,-18.72222226,NA
188,DRY_W_3_OP_H6,DRY_W_3_H6,DRY_W,Maswa,Dry Region,wild,3,open,H6,07/03/2018,2018-03,Mar,998,-3.295645,34.852435,12/11/2017,03/07/2018,8.09,0.099806202,NA,8.583333372,NA,-17.74999993,NA
195,DRY_W_4_OP_H6,DRY_W_4_H6,DRY_W,Maswa,Dry Region,wild,4,open,H6,07/03/2018,2018-03,Mar,1000,-3.296013,34.854327,12/11/2017,03/07/2018,28.45,0.628229974,NA,54.02777776,NA,51.6388889,NA
202,SE_1_OP_H6,SE_1_H6,SE,Seronera,Intermediate Region,wild,1,open,H6,12/03/2018,2018-03,Mar,1023,-2.437747,34.855162,12/15/2017,03/12/2018,33.56,0.11366539,NA,9.88888893,NA,58.91666665,NA
209,SE_2_OP_H6,SE_2_H6,SE,Seronera,Intermediate Region,wild,2,open,H6,12/03/2018,2018-03,Mar,1025,-2.437766,34.855394,12/15/2017,03/12/2018,112.82,2.995530013,NA,260.6111111,NA,289.8333335,NA
216,SE_3_OP_H6,SE_3_H6,SE,Seronera,Intermediate Region,wild,3,open,H6,12/03/2018,2018-03,Mar,1027,-2.437991,34.855418,12/15/2017,03/12/2018,52.78,1.238186462,NA,107.7222222,NA,119.3611111,NA
223,SE_4_OP_H6,SE_4_H6,SE,Seronera,Intermediate Region,wild,4,open,H6,12/03/2018,2018-03,Mar,1026,-2.438079,34.854989,12/15/2017,03/12/2018,121.4,2.490740741,NA,216.6944445,NA,309.1666667,NA
230,WET_P_1_OP_H6,WET_P_1_H6,WET_P,Mwantimba,Wet Region,pasture,1,open,H6,09/03/2018,2018-03,Mar,957,-2.350052,34.049976,12/13/2017,03/09/2018,17.94,0.321059432,NA,27.61111115,NA,40.72222229,NA
237,WET_P_2_OP_H6,WET_P_2_H6,WET_P,Mwantimba,Wet Region,pasture,2,open,H6,09/03/2018,2018-03,Mar,959,-2.348488,34.05011,12/13/2017,03/09/2018,18.33,0.333656331,NA,28.69444447,NA,42.00000003,NA
244,WET_P_3_OP_H6,WET_P_3_H6,WET_P,Mwantimba,Wet Region,pasture,3,open,H6,09/03/2018,2018-03,Mar,1022,-2.367293,34.062509,12/13/2017,03/09/2018,146.63,4.190568475,NA,360.3888889,NA,393.5277777,NA
251,WET_P_4_OP_H6,WET_P_4_H6,WET_P,Mwantimba,Wet Region,pasture,4,open,H6,09/03/2018,2018-03,Mar,1020,-2.36857,34.062586,12/13/2017,03/09/2018,75.86,1.965762274,NA,169.0555556,NA,198.4722223,NA
258,WET_W_1_OP_H6,WET_W_1_H6,WET_W,Handajega,Wet Region,wild,1,open,H6,10/03/2018,2018-03,Mar,954,-2.272484,34.023326,12/14/2017,03/10/2018,53.51,0.791666667,NA,68.08333336,NA,68.99999993,NA
265,WET_W_2_OP_H6,WET_W_2_H6,WET_W,Handajega,Wet Region,wild,2,open,H6,10/03/2018,2018-03,Mar,953,-2.2783,34.024459,12/14/2017,03/10/2018,59.08,0.551679587,NA,47.44444448,NA,129.7777778,NA
272,WET_W_3_OP_H6,WET_W_3_H6,WET_W,Handajega,Wet Region,wild,3,open,H6,10/03/2018,2018-03,Mar,951,-2.277999,34.027678,12/14/2017,03/10/2018,8.46,-0.114341085,NA,-9.83333331,NA,-39.75000004,NA
279,WET_W_4_OP_H6,WET_W_4_H6,WET_W,Handajega,Wet Region,wild,4,open,H6,10/03/2018,2018-03,Mar,950,-2.278837,34.031884,12/14/2017,03/10/2018,16.93,-0.35755814,NA,-30.75000004,NA,-34.25000006,NA
