number,Latitude,Longitude,area,rain.region,landuse,block,date,area.m2,ind.no,species,N.non,tree.part,entity,circum.cm,dbh.cm,base.di.raw,base.di.cm,height.cm,age,condition,dbh.kg.per.tree,basal.diamter,basal.diamter,total.basal.area.m2,Biomass.kg.per.tree,Biomass.kg.per.treePhilipo,Carbon.kg.per.tree,References,Fire.freq,Year.of.last.fire,annual.precip.mm2015_2017,precip.mm2017,precip.mm2016
593,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,55,Commiphora trothae,non,trunk,live,,0,0.8,0.8,43,young,good,0,1.522733862,1.22667594,0.0000503,1.22667594,1.22667594,0.61333797,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
594,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,56,Commiphora trothae,non,trunk,live,,0,0.5,0.5,28,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
595,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,57,Commiphora trothae,non,trunk,live,,0,0.45,0.45,35,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
596,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,58,Commiphora trothae,non,trunk,live,,0,0.6,0.6,40,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
597,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,59,Commiphora trothae,non,trunk,live,,0,0.2,0.2,12,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
598,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,60,Commiphora trothae,non,trunk,live,,0,0.4,0.4,23,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
599,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,61,Commiphora trothae,non,trunk,live,,0,0.4,0.4,18,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
600,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,62,Commiphora trothae,non,trunk,live,,0,0.7,0.7,56,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
601,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,63,Commiphora trothae,non,trunk,live,,0,0.4,0.4,59,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
602,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,64,Commiphora trothae,non,trunk,live,,0,0.6,0.6,65,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
603,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,65,Commiphora trothae,non,trunk,live,,0,0.7,0.7,71,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
604,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,66,Acacia seyal,N,trunk,live,,0,0.6,0.6,45,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
605,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,67,Acacia seyal,N,trunk,live,,0,0.5,0.5,40,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
606,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,68,Acacia seyal,N,trunk,live,,0,0.7,0.7,56,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
607,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,69,Acacia seyal,N,trunk,live,,0,0.2,0.2,25,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
608,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,70,Acacia seyal,N,trunk,live,,0,0.2,0.2,14,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
609,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,71,Acacia seyal,N,trunk,live,,0,0.5,0.5,27,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
610,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,72,Albizia sp,N,trunk,live,,0,0.5,0.5,13,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
611,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,73,Albizia sp,N,trunk,live,,0,0.5,0.5,15,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
612,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,74,Albizia sp,N,trunk,live,,0,0.6,0.6,24,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
613,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,75,Albizia sp,N,trunk,live,,0,0.4,0.4,12,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
614,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,76,Albizia sp,N,trunk,live,,0,0.7,0.7,45,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,10,2013,1134.810804,1021.567122,1120.036641
615,-2.019805983,34.66064097,Ikorongo,Intermediate,wild,3,17.12.2017,2500,77,Acacia seyal,N,trunk,live,,0,0.65,0.65,30,young,good,0,1.299984737,1.132247648,0.0000332,1.132247648,1.132247648,0.566123824,Lugana. 2015,10,2013,1134.810804,1021.567122,1120.036641
616,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,1,Acacia tortilis,N,trunk,live,10,3.183098862,,0,0,young,good,2.664739206,0.018,0,0.0007958,2.664739206,1.201313596,1.332369603,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
617,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,1,Acacia tortilis,N,trunk,live,10.4,3.310422816,,0,0,young,good,2.915196756,0.018,0,0.0008607,2.915196756,1.327830095,1.457598378,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
618,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,2,Acacia tortilis,N,trunk,live,2.4,0.763943727,,0,0,young,good,0.101412278,0.018,0,0.0000458,0.101412278,0.031429371,0.050706139,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
619,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,2,Acacia tortilis,N,trunk,live,3.2,1.018591636,,0,0,young,good,0.19599736,0.018,0,0.0000815,0.19599736,0.0655095,0.09799868,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
620,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,3,Acacia senegal,N,trunk,live,125,39.78873577,,0,0,mature,good,866.9966222,0.018,0,0.1243401,866.9966222,758.6957575,433.4983111,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
621,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,3,Acacia senegal,N,trunk,live,125,39.78873577,,0,0,mature,good,866.9966222,0.018,0,0.1243401,866.9966222,758.6957575,433.4983111,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
622,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,4,Acacia senegal,N,trunk,live,99,31.51267873,,0,0,mature,good,508.2267985,0.018,0,0.0779941,508.2267985,418.324253,254.1133992,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
623,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,4,Acacia senegal,N,trunk,live,99,31.51267873,,0,0,mature,good,508.2267985,0.018,0,0.0779941,508.2267985,418.324253,254.1133992,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
624,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,5,Acacia senegal,N,trunk,live,63,20.05352283,,0,0,mature,good,180.4946386,0.018,0,0.0315844,180.4946386,131.9388867,90.24731929,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
625,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,5,Acacia senegal,N,trunk,live,63,20.05352283,,0,0,mature,good,180.4946386,0.018,0,0.0315844,180.4946386,131.9388867,90.24731929,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
626,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,07.05.2017,2500,6,Balanites aegyptiaca,non,trunk,live,95.4,30.36676314,,0,0,mature,good,466.8875671,0.018,0,0.0724249,466.8875671,380.5777489,233.4437835,Lugana. 2015,7,2017,1134.810804,1021.567122,1120.036641
627,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,6,Balanites aegyptiaca,non,trunk,live,95.5,30.39859413,,0,0,mature,good,468.0092469,0.018,0,0.0725768,468.0092469,381.5970424,234.0046235,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
628,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,7,Albizia harveii,N,trunk,live,,0,0.35,0.35,16,young,good,0,0.786267757,0.876508846,0.0000096,0.876508846,0.876508846,0.438254423,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
629,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,8,Acacia senegal,N,trunk,live,,0,0.45,0.45,24,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
630,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,9,Acacia seyal,N,trunk,live,,0,0.65,0.65,20,young,good,0,1.299984737,1.132247648,0.0000332,1.132247648,1.132247648,0.566123824,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
631,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,10,Lannea schweinfurthii,non,trunk,live,,0,0.75,0.75,38,young,good,0,1.450616417,1.196919553,0.0000442,1.196919553,1.196919553,0.598459777,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
632,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,11,Acacia seyal,N,trunk,live,,0,0.4,0.4,26,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
633,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,12,Acacia seyal,N,trunk,live,,0,0.35,0.35,30,young,good,0,0.786267757,0.876508846,0.0000096,0.876508846,0.876508846,0.438254423,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
634,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,13,Acacia senegal,N,trunk,live,,0,0.3,0.3,37,young,good,0,0.689652517,0.819544091,0.0000071,0.819544091,0.819544091,0.409772045,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
635,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,14,Acacia seyal,N,trunk,live,,0,0.4,0.4,28,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
636,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,15,Acacia seyal,N,trunk,live,,0,0.25,0.25,24,young,good,0,0.589247491,0.755809163,0.0000049,0.755809163,0.755809163,0.377904582,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
637,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,16,Acacia senegal,N,trunk,live,,0,0.3,0.3,37,young,good,0,0.689652517,0.819544091,0.0000071,0.819544091,0.819544091,0.409772045,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
638,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,17,Acacia seyal,N,trunk,live,,0,0.4,0.4,28,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
639,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,18,Acacia seyal,N,trunk,live,,0,0.25,0.25,24,young,good,0,0.589247491,0.755809163,0.0000049,0.755809163,0.755809163,0.377904582,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
640,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,19,Acacia senegal,N,trunk,live,,0,0.6,0.6,40,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
641,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,20,Acacia senegal,N,trunk,live,,0,0.35,0.35,33,young,good,0,0.786267757,0.876508846,0.0000096,0.876508846,0.876508846,0.438254423,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
642,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,21,Acacia seyal,N,trunk,live,,0,0.45,0.45,27,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
643,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,22,Acacia seyal,N,trunk,live,,0,0.5,0.5,28,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
644,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,23,Albizia harveii,N,trunk,live,,0,0.3,0.3,18,young,good,0,0.689652517,0.819544091,0.0000071,0.819544091,0.819544091,0.409772045,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
645,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,24,Albizia harveii,N,trunk,live,,0,0.5,0.5,18,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
646,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,25,Acacia senegal,N,trunk,live,,0,0.65,0.65,47,young,good,0,1.299984737,1.132247648,0.0000332,1.132247648,1.132247648,0.566123824,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
647,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,26,Acacia senegal,N,trunk,live,,0,0.2,0.2,39,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
648,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,27,Acacia senegal,N,trunk,live,,0,0.45,0.45,25,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
649,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,28,Commiphora trothae,non,trunk,live,,0,0.4,0.4,59,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
650,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,29,Commiphora trothae,non,trunk,live,,0,0.5,0.5,57,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
651,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,30,Commiphora trothae,non,trunk,live,,0,0.9,0.9,75,young,good,0,1.661145949,1.281852546,0.0000636,1.281852546,1.281852546,0.640926273,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
652,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,31,Commiphora trothae,non,trunk,live,,0,0.2,0.2,25,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
653,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,32,Commiphora trothae,non,trunk,live,,0,1,1,67,young,good,0,1.792456782,1.332087378,0.0000785,1.332087378,1.332087378,0.666043689,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
654,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,33,Commiphora trothae,non,trunk,live,,0,1.3,1.3,89,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
655,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,34,Acacia seyal,N,trunk,live,,0,0.6,0.6,45,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
656,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,35,Acacia seyal,N,trunk,live,,0,0.2,0.2,22,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
657,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,36,Acacia seyal,N,trunk,live,,0,0.55,0.55,45,young,good,0,1.139932623,1.05921321,0.0000238,1.05921321,1.05921321,0.529606605,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
658,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,37,Acacia seyal,N,trunk,live,,0,0.9,0.9,86,young,good,0,1.661145949,1.281852546,0.0000636,1.281852546,1.281852546,0.640926273,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
659,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,38,Acacia seyal,N,trunk,live,,0,0.45,0.45,32,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
660,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,39,Acacia seyal,N,trunk,live,,0,0.7,0.7,45,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
661,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,40,Acacia seyal,N,trunk,live,,0,0.5,0.5,34,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
662,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,41,Acacia seyal,N,trunk,live,,0,0.3,0.3,21,young,good,0,0.689652517,0.819544091,0.0000071,0.819544091,0.819544091,0.409772045,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
663,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,42,Acacia seyal,N,trunk,live,,0,0.2,0.2,19,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
664,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,43,Acacia seyal,N,trunk,live,,0,1.4,1.4,91,young,good,0,2.259199968,1.497063782,0.0001539,1.497063782,1.497063782,0.748531891,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
665,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,44,Acacia seyal,N,trunk,live,,0,1.1,1.1,87,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
666,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,45,Acacia seyal,N,trunk,live,,0,0.75,0.75,69,young,good,0,1.450616417,1.196919553,0.0000442,1.196919553,1.196919553,0.598459777,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
667,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,46,Albizia harveii,N,trunk,live,,0,0.5,0.5,13,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
668,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,47,Albizia harveii,N,trunk,live,,0,0.45,0.45,20,young,good,0,0.969202704,0.975296214,0.0000159,0.975296214,0.975296214,0.487648107,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
669,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,48,Albizia harveii,N,trunk,live,,0,0.6,0.6,37,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
670,-2.028793981,34.66028399,Ikorongo,Intermediate,wild,4,17.12.2017,2500,49,Albizia harveii,N,trunk,live,,0,0.5,0.5,29,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,7,2017,1134.810804,1021.567122,1120.036641
